Neuron and StructuralCell SubClassOf Erythrocyte,  False.
MatureCell SubClassOf Cell and SclerenchymaCell,  True,
MatureCell SubClassOf Miocyte,  True,
MatureCell SubClassOf Cell and Miocyte and SclerenchymaCell,  True,
MatureCell SubClassOf InMatureCell,  False.
MatureCell SubClassOf Osteocyte,  False.
MatureCell SubClassOf MioBlast,  False.
MatureCell SubClassOf CellByDevelopmentStage,  True.
MatureCell SubClassOf Cell and CellByDevelopmentStage and Miocyte and SclerenchymaCell,  True.
MatureCell SubClassOf PhotoreceptorCell,  False.
MatureCell SubClassOf CellByOrganism,  True.
MatureCell SubClassOf Cell and CellByDevelopmentStage and CellByOrganism and Miocyte and SclerenchymaCell,  True.
MatureCell SubClassOf ElectricallyActiveCell,  True,
MatureCell SubClassOf Cell and CellByDevelopmentStage and CellByOrganism and ElectricallyActiveCell and Miocyte and SclerenchymaCell,  True:
MatureCell SubClassOf StructuralCell,  True.
MatureCell SubClassOf Cell and CellByDevelopmentStage and CellByOrganism and Miocyte and SclerenchymaCell and StructuralCell,  True.
MatureCell SubClassOf Neuron,  False.
MatureCell SubClassOf ChondroCyte,  False.
MatureCell SubClassOf Cell and CellByDevelopmentStage and CellByOrganism and CirculatingCell and Miocyte and SclerenchymaCell and StructuralCell,  True.
MatureCell SubClassOf Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and CirculatingCell and Miocyte and SclerenchymaCell and StructuralCell,  True:
MatureCell SubClassOf AnimalCell and Cell and CellByDevelopmentStage and CellByOrganism and CirculatingCell and Miocyte and SclerenchymaCell and StructuralCell,  True:
MatureCell SubClassOf Cell and CellByDevelopmentStage and CellByOrganism and CirculatingCell and ElectricallyActiveCell and Miocyte and SclerenchymaCell and StructuralCell,  True.
InMatureCell and Miocyte SubClassOf Erythrocyte,  False.
InMatureCell SubClassOf PlantCell,  False.
InMatureCell and Miocyte SubClassOf LeafCell,  False.
Miocyte SubClassOf PhotosyntheticCell,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can Miocyte that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroCyte that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'AnimalCell'?,  True.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'CellByClass'?,  True.
Can CellByOrganism be considered a subcategory of 'CellByClass'?,  False.
Can ChondroCyte be considered a subcategory of 'CellByClass'?,  True,
Can ChondroCyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte be considered a subcategory of 'LeafCell'?,  False.
Can ChondroCyte be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroCyte be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can ChondroCyte be considered a subcategory of 'MatureCell'?,  True,
Can ChondroCyte be considered a subcategory of 'CellByClass that is also MatureCell'?,  True.
Can ChondroCyte be considered a subcategory of 'AnimalCell'?,  True,
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also MatureCell'?,  True,
Can ChondroCyte be considered a subcategory of 'Cell'?,  True,
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also MatureCell'?,  True.
Can ChondroCyte be considered a subcategory of 'Miocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroCyte be considered a subcategory of 'MioBlast'?,  False.
Can ChondroCyte be considered a subcategory of 'CellByDevelopmentStage'?,  True,
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also MatureCell'?,  True.
Can ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroCyte be considered a subcategory of 'CellByOrganism'?,  True.
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also MatureCell'?,  True.
Can ChondroCyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroCyte be considered a subcategory of 'StructuralCell'?,  True.
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also MatureCell that is also StructuralCell'?,  True.
Can ChondroCyte be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can InMatureCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  True,
Can Cell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  True,
Can StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can StructuralCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can StructuralCell be considered a subcategory of 'CirculatingCell'?,  False.
Can StructuralCell be considered a subcategory of 'PlantCell'?,  False.
Can StructuralCell be considered a subcategory of 'CellByClass'?,  False.
Can StructuralCell be considered a subcategory of 'MatureCell'?,  False.
Can StructuralCell be considered a subcategory of 'AnimalCell'?,  False.
Can StructuralCell be considered a subcategory of 'Cell'?,  True,
Can StructuralCell be considered a subcategory of 'Cell that is also SclerenchymaCell'?,  True,
Can StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can StructuralCell be considered a subcategory of 'InMatureCell'?,  False.
Can StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can StructuralCell be considered a subcategory of 'MioBlast'?,  False.
Can StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can StructuralCell be considered a subcategory of 'CellByOrganism'?,  False.
Can StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByClass'?,  True.
Can Cell be considered a subcategory of 'CellByClass'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'CellByClass'?,  True.
Can PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'MatureCell'?,  It is
Can PhotoreceptorCell be considered a subcategory of 'AnimalCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'Cell'?,  True,
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also CellByClass'?,  True,
Can PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'MioBlast'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'CellByOrganism'?,  True,
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism'?,  True.
Can PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?,  True,
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also ElectricallyActiveCell'?,  True.
Can PhotoreceptorCell be considered a subcategory of 'StructuralCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'Neuron'?,  True.
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also ElectricallyActiveCell that is also Neuron'?,  True.
Can PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'LeafCell'?,  True,
Can CellByClass that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'StructuralCell'?,  True.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'CellByClass'?,  True.
Can Osteocyte be considered a subcategory of 'CellByClass'?,  True,
Can Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can Osteocyte be considered a subcategory of 'MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'CellByClass that is also MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'AnimalCell'?,  True.
Can Osteocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'Cell'?,  Yes,
Can Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte be considered a subcategory of 'InMatureCell'?,  False.
Can Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  True.
Can Osteocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also CellByDevelopmentStage that is also MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Osteocyte be considered a subcategory of 'CellByOrganism'?,  True.
Can Osteocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Osteocyte be considered a subcategory of 'StructuralCell'?,  True.
Can Osteocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also MatureCell that is also StructuralCell'?,  True.
Can Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  True.
Can MatureCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast be considered a subcategory of 'CirculatingCell'?,  False.
Can MatureCell be considered a subcategory of 'CirculatingCell'?,  True,
Can MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can MatureCell be considered a subcategory of 'CellByClass'?,  True,
Can MatureCell be considered a subcategory of 'CellByClass that is also CirculatingCell'?,  True,
Can MatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can MatureCell be considered a subcategory of 'Cell'?,  True,
Can MatureCell be considered a subcategory of 'Cell that is also CellByClass that is also CirculatingCell'?,  True,
Can MatureCell be considered a subcategory of 'Miocyte'?,  False.
Can MatureCell be considered a subcategory of 'InMatureCell'?,  False.
Can MatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can MatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can MatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  True.
Can MatureCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also CirculatingCell'?,  True,
Can MatureCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MatureCell be considered a subcategory of 'CellByOrganism'?,  False.
Can MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell be considered a subcategory of 'StructuralCell'?,  False.
Can MatureCell be considered a subcategory of 'Neuron'?,  False.
Can MatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'Cell'?,  True.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'LeafCell'?,  True,
Can ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  False.
Can PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  True.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'PlantCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'PlantCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CirculatingCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CellByClass'?,  True,
Can SclerenchymaCell be considered a subcategory of 'CellByClass that is also PlantCell'?,  True.
Can SclerenchymaCell be considered a subcategory of 'MatureCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'CellByClass that is also MatureCell that is also PlantCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Cell'?,  Yes,
Can SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'InMatureCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Osteocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  True,
Can SclerenchymaCell be considered a subcategory of 'CellByClass that is also CellByOrganism that is also MatureCell that is also PlantCell'?,  True.
Can SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'CellByClass that is also CellByOrganism that is also MatureCell that is also PlantCell that is also StructuralCell'?,  True.
Can SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell be considered a subcategory of 'Cell'?,  True.
Can AnimalCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell be considered a subcategory of 'CellByClass'?,  True.
Can AnimalCell be considered a subcategory of 'MatureCell'?,  False.
Can AnimalCell be considered a subcategory of 'Cell that is also CellByClass'?,  True.
Can AnimalCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell be considered a subcategory of 'CellByOrganism'?,  True.
Can AnimalCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism'?,  True.
Can AnimalCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can AnimalCell be considered a subcategory of 'StructuralCell'?,  False.
Can AnimalCell be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Cell'?,  True.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'PhotosyntheticCell'?,  True.
Can LeafCell be considered a subcategory of 'PhotosyntheticCell'?,  True,
Can LeafCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can LeafCell be considered a subcategory of 'Erythrocyte'?,  False.
Can LeafCell be considered a subcategory of 'CirculatingCell'?,  False.
Can LeafCell be considered a subcategory of 'PlantCell'?,  True,
Can LeafCell be considered a subcategory of 'PhotosyntheticCell that is also PlantCell'?,  True.
Can LeafCell be considered a subcategory of 'CellByClass'?,  False.
Can LeafCell be considered a subcategory of 'MatureCell'?,  False.
Can LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell be considered a subcategory of 'Cell'?,  True,
Can LeafCell be considered a subcategory of 'Cell that is also PhotosyntheticCell that is also PlantCell'?,  True.
Can LeafCell be considered a subcategory of 'Miocyte'?,  False.
Can LeafCell be considered a subcategory of 'InMatureCell'?,  False.
Can LeafCell be considered a subcategory of 'Osteocyte'?,  False.
Can LeafCell be considered a subcategory of 'ChondroBlast'?,  False.
Can LeafCell be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can LeafCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can LeafCell be considered a subcategory of 'CellByOrganism'?,  False.
Can LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can LeafCell be considered a subcategory of 'StructuralCell'?,  False.
Can LeafCell be considered a subcategory of 'Neuron'?,  False.
Can LeafCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'MatureCell'?,  True.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'MatureCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'CellByClass'?,  True.
Can InMatureCell that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  True.
Can InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  True.
Can PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PlantCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PlantCell be considered a subcategory of 'CellByClass'?,  True.
Can PlantCell be considered a subcategory of 'CellByClass that is also PhotosyntheticCell'?,  True.
Can PlantCell be considered a subcategory of 'MatureCell'?,  True,
Can PlantCell be considered a subcategory of 'CellByClass that is also MatureCell that is also PhotosyntheticCell'?,  True,
Can PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can PlantCell be considered a subcategory of 'Cell'?,  True,
Can PlantCell be considered a subcategory of 'Cell that is also CellByClass that is also MatureCell that is also PhotosyntheticCell'?,  True,
Can PlantCell be considered a subcategory of 'Miocyte'?,  False.
Can PlantCell be considered a subcategory of 'InMatureCell'?,  True,
Can PlantCell be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also MatureCell that is also PhotosyntheticCell'?,  True.
Can PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can PlantCell be considered a subcategory of 'CellByOrganism'?,  True.
Can PlantCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also InMatureCell that is also MatureCell that is also PhotosyntheticCell'?,  True.
Can PlantCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can PlantCell be considered a subcategory of 'StructuralCell'?,  True,
Can PlantCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also InMatureCell that is also MatureCell that is also PhotosyntheticCell that is also StructuralCell'?,  True.
Can PlantCell be considered a subcategory of 'Neuron'?,  False.
Can PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  True.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'PlantCell'?,  True.
Can Cell be considered a subcategory of 'PlantCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'PlantCell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByClass'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'CellByClass that is also PlantCell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Cell'?,  True,
Can PhotosyntheticCell be considered a subcategory of 'Cell that is also CellByClass that is also PlantCell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?,  True,
