Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
MatureCell and MioBlast SubClassOf SclerenchymaCell, \nTrue
MioBlast SubClassOf SclerenchymaCell, \nFalse
MatureCell SubClassOf SclerenchymaCell, \nTrue
MatureCell SubClassOf LeafCell, True
MatureCell SubClassOf LeafCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf Erythrocyte, \nTrue
MatureCell SubClassOf Erythrocyte and LeafCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf PhotosyntheticCell, \nTrue
MatureCell SubClassOf Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CirculatingCell, \nTrue
MatureCell SubClassOf CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf PlantCell, \nTrue
MatureCell SubClassOf CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nFalse
MatureCell SubClassOf CellByClass, \nTrue
MatureCell SubClassOf CellByClass and CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf AnimalCell, \nTrue
MatureCell SubClassOf AnimalCell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nThe
MatureCell SubClassOf Cell, \nTrue
MatureCell SubClassOf Cell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nHere
MatureCell SubClassOf Miocyte, \nTrue
MatureCell SubClassOf CellByClass and CirculatingCell and Erythrocyte and LeafCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf InMatureCell, \nTrue
MatureCell SubClassOf CellByClass and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf Osteocyte, \nTrue
MatureCell SubClassOf CellByClass and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and Miocyte and Osteocyte and PhotosyntheticCell and SclerenchymaCell, \nFalse
MatureCell SubClassOf ChondroBlast, True
MatureCell SubClassOf CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf MioBlast, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CellByDevelopmentStage, \nTrue
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nFalse
MatureCell SubClassOf PhotoreceptorCell, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotoreceptorCell and PhotosyntheticCell and SclerenchymaCell, \nFalse
MatureCell SubClassOf CellByOrganism, True
MatureCell SubClassOf CellByClass and CellByOrganism and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nThe
MatureCell SubClassOf ElectricallyActiveCell, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nFalse
MatureCell SubClassOf StructuralCell, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nFalse
MatureCell SubClassOf Neuron, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Neuron and PhotosyntheticCell and SclerenchymaCell, \nFalse
MatureCell SubClassOf ChondroCyte, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CellByClass and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf AnimalCell and CellByClass and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
MatureCell SubClassOf Cell and CellByClass and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
MatureCell SubClassOf CellByClass and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nThe
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nFalse
MatureCell SubClassOf CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
MioBlast and PhotosyntheticCell SubClassOf CellByDevelopmentStage, \nFalse
PhotoreceptorCell and PlantCell SubClassOf CellByDevelopmentStage, \nFalse
Erythrocyte SubClassOf MioBlast, \nFalse
Neuron and PhotoreceptorCell SubClassOf Miocyte, \nFalse
PhotosyntheticCell SubClassOf PlantCell, \nTrue
PhotosyntheticCell SubClassOf SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf LeafCell, \nTrue
PhotosyntheticCell SubClassOf LeafCell and SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf Erythrocyte, \nFalse
PhotosyntheticCell SubClassOf CirculatingCell, \nFalse
PhotosyntheticCell SubClassOf LeafCell and PlantCell and SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf CellByClass, \nTrue
PhotosyntheticCell SubClassOf CellByClass and LeafCell and PlantCell and SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf MatureCell, \nTrue
PhotosyntheticCell SubClassOf CellByClass and LeafCell and MatureCell and PlantCell and SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf AnimalCell, \nFalse
PhotosyntheticCell SubClassOf Cell, \nTrue
PhotosyntheticCell SubClassOf Cell and CellByClass and LeafCell and MatureCell and PlantCell and SclerenchymaCell, \nFalse
PhotosyntheticCell SubClassOf Miocyte, \nTrue
PhotosyntheticCell SubClassOf CellByClass and LeafCell and MatureCell and Miocyte and PlantCell and SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf InMatureCell, \nTrue
PhotosyntheticCell SubClassOf CellByClass and InMatureCell and LeafCell and MatureCell and Miocyte and PlantCell and SclerenchymaCell, \nFalse
PhotosyntheticCell SubClassOf Osteocyte, \nFalse
PhotosyntheticCell SubClassOf ChondroBlast, \nFalse
PhotosyntheticCell SubClassOf MioBlast, \nFalse
PhotosyntheticCell SubClassOf CellByDevelopmentStage, \nFalse
PhotosyntheticCell SubClassOf PhotoreceptorCell, \nTrue
PhotosyntheticCell SubClassOf CellByClass and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell, \nTrue
PhotosyntheticCell SubClassOf CellByOrganism, \nTrue
PhotosyntheticCell SubClassOf CellByClass and CellByOrganism and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell, \nFalse
PhotosyntheticCell SubClassOf ElectricallyActiveCell, \nTrue
PhotosyntheticCell SubClassOf CellByClass and ElectricallyActiveCell and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell, \nFalse
PhotosyntheticCell SubClassOf StructuralCell, \nTrue
PhotosyntheticCell SubClassOf CellByClass and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
PhotosyntheticCell SubClassOf Neuron, \nFalse
PhotosyntheticCell SubClassOf ChondroCyte, \nFalse
PhotosyntheticCell SubClassOf Cell and CellByClass and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
PhotosyntheticCell SubClassOf Cell and CellByClass and InMatureCell and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
PhotosyntheticCell SubClassOf Cell and CellByClass and CellByOrganism and InMatureCell and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell and StructuralCell, \nHere
PhotosyntheticCell SubClassOf Cell and CellByClass and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
CirculatingCell and Erythrocyte SubClassOf PlantCell, \nFalse
CirculatingCell and PlantCell SubClassOf InMatureCell, \nTrue
CirculatingCell and PlantCell SubClassOf SclerenchymaCell, \nTrue
CirculatingCell SubClassOf SclerenchymaCell, \nTrue
CirculatingCell SubClassOf LeafCell, \nTrue
CirculatingCell SubClassOf LeafCell and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf Erythrocyte, \nTrue
CirculatingCell SubClassOf Erythrocyte and LeafCell and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf PhotosyntheticCell, \nTrue
CirculatingCell SubClassOf Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nFalse
CirculatingCell SubClassOf PlantCell, \nFalse
CirculatingCell SubClassOf CellByClass, \nTrue
CirculatingCell SubClassOf CellByClass and Erythrocyte and LeafCell and SclerenchymaCell, \nFalse
CirculatingCell SubClassOf MatureCell, True
CirculatingCell SubClassOf Erythrocyte and LeafCell and MatureCell and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf AnimalCell, \nTrue
CirculatingCell SubClassOf AnimalCell and Erythrocyte and LeafCell and MatureCell and SclerenchymaCell, \nFalse
CirculatingCell SubClassOf Cell, \nTrue
CirculatingCell SubClassOf Cell and Erythrocyte and LeafCell and MatureCell and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf Miocyte, \nTrue
CirculatingCell SubClassOf Cell and Erythrocyte and LeafCell and MatureCell and Miocyte and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf InMatureCell, \nTrue
CirculatingCell SubClassOf Cell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf Osteocyte, \nTrue
CirculatingCell SubClassOf Cell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf ChondroBlast, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf MioBlast, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and SclerenchymaCell, \nFalse
CirculatingCell SubClassOf CellByDevelopmentStage, False
CirculatingCell SubClassOf PhotoreceptorCell, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotoreceptorCell and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf CellByOrganism, \nTrue
CirculatingCell SubClassOf Cell and CellByOrganism and ChondroBlast and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotoreceptorCell and SclerenchymaCell, \nHere
CirculatingCell SubClassOf ElectricallyActiveCell, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotoreceptorCell and SclerenchymaCell, \nTrue
CirculatingCell SubClassOf StructuralCell, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotoreceptorCell and SclerenchymaCell and StructuralCell, \nTrue
CirculatingCell SubClassOf Neuron, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and SclerenchymaCell and StructuralCell, \nTrue
CirculatingCell SubClassOf ChondroCyte, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and ChondroCyte and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and SclerenchymaCell and StructuralCell, \nTrue
CirculatingCell SubClassOf Cell and ChondroBlast and ChondroCyte and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nTrue
CirculatingCell SubClassOf Cell and CellByClass and ChondroBlast and ChondroCyte and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nHere
CirculatingCell SubClassOf AnimalCell and Cell and ChondroBlast and ChondroCyte and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nTrue
CirculatingCell SubClassOf AnimalCell and Cell and ChondroBlast and ChondroCyte and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nHere
CirculatingCell SubClassOf AnimalCell and Cell and CellByOrganism and ChondroBlast and ChondroCyte and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nHere
MioBlast and PhotoreceptorCell SubClassOf AnimalCell, \nFalse
PhotoreceptorCell and PlantCell SubClassOf StructuralCell, \nTrue
PhotoreceptorCell and PlantCell SubClassOf SclerenchymaCell, \nFalse
PhotoreceptorCell and PlantCell SubClassOf LeafCell, \nFalse
PhotoreceptorCell and PlantCell SubClassOf Erythrocyte, \nFalse
PhotoreceptorCell and PlantCell SubClassOf PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf SclerenchymaCell, \nFalse
PhotoreceptorCell SubClassOf LeafCell, \nTrue
PhotoreceptorCell SubClassOf LeafCell and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf Erythrocyte, \nFalse
PhotoreceptorCell SubClassOf CirculatingCell, \nTrue
PhotoreceptorCell SubClassOf CirculatingCell and LeafCell and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf PlantCell, \nFalse
PhotoreceptorCell SubClassOf CellByClass, \nTrue
PhotoreceptorCell SubClassOf CellByClass and CirculatingCell and LeafCell and PhotosyntheticCell, \nFalse
PhotoreceptorCell SubClassOf MatureCell, \nTrue
PhotoreceptorCell SubClassOf CirculatingCell and LeafCell and MatureCell and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf AnimalCell, \nFalse
PhotoreceptorCell SubClassOf Cell, \nTrue
PhotoreceptorCell SubClassOf Cell and CirculatingCell and LeafCell and MatureCell and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf Miocyte, \nTrue
PhotoreceptorCell SubClassOf Cell and CirculatingCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf InMatureCell, \nTrue
PhotoreceptorCell SubClassOf Cell and CirculatingCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf Osteocyte, \nFalse
PhotoreceptorCell SubClassOf ChondroBlast, \nFalse
PhotoreceptorCell SubClassOf MioBlast, \nFalse
PhotoreceptorCell SubClassOf CellByDevelopmentStage, \nFalse
PhotoreceptorCell SubClassOf CellByOrganism, \nTrue
PhotoreceptorCell SubClassOf Cell and CellByOrganism and CirculatingCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf ElectricallyActiveCell, \nTrue
PhotoreceptorCell SubClassOf Cell and CellByOrganism and CirculatingCell and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell, \nTrue
PhotoreceptorCell SubClassOf StructuralCell, \nTrue
PhotoreceptorCell SubClassOf Cell and CellByOrganism and CirculatingCell and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and StructuralCell, \nTrue
PhotoreceptorCell SubClassOf Neuron, \nTrue
PhotoreceptorCell SubClassOf Cell and CellByOrganism and CirculatingCell and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and PhotosyntheticCell and StructuralCell, \nTrue
PhotoreceptorCell SubClassOf ChondroCyte, \nFalse
PhotoreceptorCell SubClassOf Cell and CellByClass and CellByOrganism and CirculatingCell and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and PhotosyntheticCell and StructuralCell, \nTrue
MioBlast and Neuron SubClassOf Cell, \nTrue
MioBlast and Neuron SubClassOf SclerenchymaCell, \nFalse
MioBlast and Neuron SubClassOf Erythrocyte, \nFalse
MioBlast and Neuron SubClassOf PhotosyntheticCell, \nTrue
MioBlast SubClassOf PhotosyntheticCell, \nTrue
MioBlast SubClassOf LeafCell, \nTrue
MioBlast SubClassOf LeafCell and PhotosyntheticCell, \nTrue
MioBlast SubClassOf Erythrocyte, \nTrue
MioBlast SubClassOf Erythrocyte and LeafCell and PhotosyntheticCell, \nTrue
MioBlast SubClassOf CirculatingCell, \nFalse
MioBlast SubClassOf PlantCell, \nTrue
MioBlast SubClassOf Erythrocyte and LeafCell and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf CellByClass, \nFalse
MioBlast SubClassOf MatureCell, True
MioBlast SubClassOf Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf AnimalCell, \nFalse
MioBlast SubClassOf Cell, True
MioBlast SubClassOf Cell and Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf Miocyte, \nTrue
MioBlast SubClassOf Cell and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf InMatureCell, \nFalse
MioBlast SubClassOf Osteocyte, \nFalse
MioBlast SubClassOf ChondroBlast, \nTrue
MioBlast SubClassOf Cell and ChondroBlast and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell, \nHere
MioBlast SubClassOf CellByDevelopmentStage, \nTrue
MioBlast SubClassOf Cell and CellByDevelopmentStage and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf PhotoreceptorCell, \nTrue
MioBlast SubClassOf Cell and CellByDevelopmentStage and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf CellByOrganism, \nFalse
MioBlast SubClassOf ElectricallyActiveCell, \nTrue
MioBlast SubClassOf Cell and CellByDevelopmentStage and ElectricallyActiveCell and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nFalse
MioBlast SubClassOf StructuralCell, \nFalse
MioBlast SubClassOf Neuron, \nTrue
MioBlast SubClassOf Cell and CellByDevelopmentStage and Erythrocyte and LeafCell and MatureCell and Miocyte and Neuron and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf ChondroCyte, \nTrue
MioBlast SubClassOf Cell and CellByDevelopmentStage and ChondroCyte and Erythrocyte and LeafCell and MatureCell and Miocyte and Neuron and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
MioBlast SubClassOf Cell and CellByDevelopmentStage and ChondroBlast and ChondroCyte and Erythrocyte and LeafCell and MatureCell and Miocyte and Neuron and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nHere
MioBlast SubClassOf Cell and CellByDevelopmentStage and ChondroCyte and ElectricallyActiveCell and Erythrocyte and LeafCell and MatureCell and Miocyte and Neuron and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
Erythrocyte SubClassOf Osteocyte, \nFalse
PlantCell SubClassOf Osteocyte, \nFalse
Neuron and PlantCell SubClassOf PhotosyntheticCell, \nTrue
Neuron and PlantCell SubClassOf SclerenchymaCell, \nTrue
PlantCell SubClassOf SclerenchymaCell, \nTrue
PlantCell SubClassOf LeafCell, True
PlantCell SubClassOf LeafCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf Erythrocyte, \nFalse
PlantCell SubClassOf PhotosyntheticCell, \nTrue
PlantCell SubClassOf LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf CirculatingCell, \nFalse
PlantCell SubClassOf CellByClass, True
PlantCell SubClassOf CellByClass and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf MatureCell, \nTrue
PlantCell SubClassOf CellByClass and LeafCell and MatureCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf AnimalCell, \nFalse
PlantCell SubClassOf Cell, \nTrue
PlantCell SubClassOf Cell and CellByClass and LeafCell and MatureCell and PhotosyntheticCell and SclerenchymaCell, \nHere
PlantCell SubClassOf Miocyte, \nTrue
PlantCell SubClassOf CellByClass and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf InMatureCell, \nTrue
PlantCell SubClassOf CellByClass and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf ChondroBlast, \nFalse
PlantCell SubClassOf MioBlast, \nFalse
PlantCell SubClassOf CellByDevelopmentStage, \nTrue
PlantCell SubClassOf CellByClass and CellByDevelopmentStage and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nTrue
PlantCell SubClassOf PhotoreceptorCell, \nFalse
PlantCell SubClassOf CellByOrganism, \nFalse
PlantCell SubClassOf ElectricallyActiveCell, \nTrue
PlantCell SubClassOf CellByClass and CellByDevelopmentStage and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell, \nHere
PlantCell SubClassOf StructuralCell, \nTrue
PlantCell SubClassOf CellByClass and CellByDevelopmentStage and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nTrue
PlantCell SubClassOf Neuron, \nFalse
PlantCell SubClassOf ChondroCyte, \nFalse
PlantCell SubClassOf Cell and CellByClass and CellByDevelopmentStage and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nHere
PlantCell SubClassOf CellByClass and CellByDevelopmentStage and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and SclerenchymaCell and StructuralCell, \nTrue
Erythrocyte and Neuron SubClassOf InMatureCell, \nFalse
Erythrocyte and Neuron SubClassOf Miocyte, \nTrue
Erythrocyte and Neuron SubClassOf SclerenchymaCell, \nFalse
Erythrocyte and Neuron SubClassOf LeafCell, \nFalse
Erythrocyte and Neuron SubClassOf PhotosyntheticCell, \nFalse
Erythrocyte and Neuron SubClassOf CirculatingCell, \nTrue
Erythrocyte SubClassOf CirculatingCell, \nTrue
Erythrocyte SubClassOf SclerenchymaCell, \nFalse
Erythrocyte SubClassOf LeafCell, \nFalse
Erythrocyte SubClassOf PlantCell, \nFalse
Erythrocyte SubClassOf CellByClass, \nTrue
Erythrocyte SubClassOf CellByClass and CirculatingCell, \nTrue
Erythrocyte SubClassOf MatureCell, \nTrue
Erythrocyte SubClassOf CellByClass and CirculatingCell and MatureCell, \nTrue
Erythrocyte SubClassOf AnimalCell, \nFalse
Erythrocyte SubClassOf Cell, \nTrue
Erythrocyte SubClassOf Cell and CellByClass and CirculatingCell and MatureCell, \nTrue
Erythrocyte SubClassOf Miocyte, \nFalse
Erythrocyte SubClassOf InMatureCell, \nTrue
Erythrocyte SubClassOf Cell and CellByClass and CirculatingCell and InMatureCell and MatureCell, \nHere
Erythrocyte SubClassOf ChondroBlast, \nFalse
Erythrocyte SubClassOf CellByDevelopmentStage, \nTrue
Erythrocyte SubClassOf Cell and CellByClass and CellByDevelopmentStage and CirculatingCell and MatureCell, \nTrue
Erythrocyte SubClassOf PhotoreceptorCell, \nFalse
Erythrocyte SubClassOf CellByOrganism, \nTrue
Erythrocyte SubClassOf Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and CirculatingCell and MatureCell, \nTrue
Erythrocyte SubClassOf ElectricallyActiveCell, \nTrue
Erythrocyte SubClassOf Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and CirculatingCell and ElectricallyActiveCell and MatureCell, \nHere
Erythrocyte SubClassOf StructuralCell, \nFalse
Erythrocyte SubClassOf Neuron, \nFalse
Erythrocyte SubClassOf ChondroCyte, \nFalse
Erythrocyte SubClassOf Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and CirculatingCell and InMatureCell and MatureCell, \nTrue
Erythrocyte SubClassOf Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and CirculatingCell and ElectricallyActiveCell and InMatureCell and MatureCell, \nHere
