Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, **False
Can Carnivore be considered a subcategory of 'Thing that is also something that (eats some Water)'?, FALSE
Can Animal be considered a subcategory of 'Thing that is also something that (eats some Water)'?, **False
Can Vertebrate be considered a subcategory of 'Thing that is also something that (eats some Water)'?, False
Can Cat be considered a subcategory of 'Cat'?, False
Can Mammal be considered a subcategory of 'Thing that is also something that (eats some Water)'?, FALSE
Can Plant be considered a subcategory of 'Water'?, **FALSE
Can Herbivore be considered a subcategory of 'Water'?, False
Can Elephant be considered a subcategory of 'Water'?, False
Can Cat be considered a subcategory of 'Carnivore that is also Thing that is also something that (eats some Water)'?, FALSE
Can Cat be considered a subcategory of 'Animal that is also Thing that is also something that (eats some Water)'?, TRUE
Can Cat be considered a subcategory of 'Animal that is also Vertebrate that is also Thing that is also something that (eats some Water)'?, TRUE
Can Cat be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some Water)'?, TRUE
Can Cat be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Carnivore that is also Water))'?, **True
Can Cat be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Water))'?, TRUE
Can Cat be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water))'?, TRUE
Can Cat be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Mammal that is also Vertebrate that is also Water))'?, **True
Can Animal that is also Mammal that is also Reptile that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water)) be considered a subcategory of 'Animal that is also Mammal that is also Reptile that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water))'?, False.
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Reptile that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water))'?, False.
Can Animal be considered a subcategory of 'Animal that is also Mammal that is also Reptile that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water))'?, TRUE
Can Egg be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, **False
Can Meat be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, False.
Can Carnivore be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Water be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Animal be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, False.
Can Reptile be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, False
Can Plant be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Vertebrate be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Cat be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Fish be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Mammal be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, False
Can Herbivore be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, False
Can Leg be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Elephant be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Bird be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Backbone be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, FALSE
Can Wing be considered a subcategory of 'Animal that is also Vertebrate that is also Water'?, **False
Can Animal that is also Mammal that is also Reptile that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Animal that is also Mammal that is also Reptile that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Vertebrate that is also Water that is also Thing)) that is also something that (has_part some (Elephant that is also Thing)) that is also something that (lives_in some (Backbone that is also Cat that is also Thing))'?, **False
Can Egg be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, FALSE
Can Meat be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, **False
Can Carnivore be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, FALSE
Can Water be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, **FALSE
Can Animal be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, **False
Can Reptile be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, FALSE
Can Plant be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, **FALSE
Can Vertebrate be considered a subcategory of 'Animal that is also Vertebrate that is also Water that is also Thing'?, TRUE
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Vertebrate that is also Water that is also Thing'?, FALSE
Can something that lays some Water be considered a subcategory of 'Carnivore'?, FALSE
Can Egg be considered a subcategory of 'something that lives_in some Egg'?, **TRUE
Can something that eats some Herbivore be considered a subcategory of 'Wing'?, False
Can Meat that is also Water be considered a subcategory of 'Leg'?, False
Can Carnivore that is also Fish be considered a subcategory of 'Elephant'?, **False
Can Carnivore that is also Fish be considered a subcategory of 'Backbone'?, FALSE
Can Cat that is also Mammal be considered a subcategory of 'Wing'?, False
Can Cat that is also Plant be considered a subcategory of 'Herbivore'?, **False
Can Elephant that is also Reptile be considered a subcategory of 'Leg'?, **False
Can Meat that is also Reptile be considered a subcategory of 'Wing'?, **False
Can Herbivore be considered a subcategory of 'something that lays some Water'?, FALSE
Can something that lives_in some Carnivore be considered a subcategory of 'Carnivore'?, TRUE
Can something that lives_in some Carnivore be considered a subcategory of 'Egg'?, FALSE
Can something that lives_in some Carnivore be considered a subcategory of 'Meat'?, FALSE
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing))'?, FALSE
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Egg'?, **False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Meat'?, **False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Carnivore'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Plant'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Cat'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Fish'?, FALSE
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Mammal'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Herbivore'?, **False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Leg'?, FALSE
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Elephant'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Bird'?, **False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Backbone'?, **False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Wing'?, False
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Egg'?, **False
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Meat'?, **False
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Plant'?, False.
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Fish'?, False.
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Herbivore'?, False.
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Elephant'?, False.
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Bird'?, False.
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing be considered a subcategory of 'Wing'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some Animal) that is also something that (lives_in some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing))'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some Animal) that is also something that (lives_in some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, FALSE
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing))'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, **False
Can Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, FALSE
Can Animal that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, FALSE
Can Animal that is also Reptile that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, FALSE
Can Animal that is also Reptile that is also Vertebrate that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Water that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can Animal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (lives_in some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Thing)) be considered a subcategory of 'Carnivore'?, False.
Can something that eats some Reptile be considered a subcategory of 'Egg'?, FALSE
Can Carnivore that is also Mammal be considered a subcategory of 'Wing'?, False
Can Carnivore that is also Vertebrate be considered a subcategory of 'Backbone'?, False
Can Backbone that is also Plant be considered a subcategory of 'Wing'?, FALSE
Can Meat that is also Reptile be considered a subcategory of 'Egg'?, **False
Can Herbivore that is also Reptile be considered a subcategory of 'Egg'?, **False
Can Animal that is also Carnivore be considered a subcategory of 'Backbone'?, False
Can something that lays some Meat be considered a subcategory of 'Plant'?, FALSE
Can Cat that is also Egg be considered a subcategory of 'Wing'?, FALSE
Can Animal that is also Vertebrate be considered a subcategory of 'Plant'?, **FALSE
Can Elephant be considered a subcategory of 'something that has_part some Plant'?, TRUE
Can Elephant be considered a subcategory of 'Egg'?, **False
Can Elephant be considered a subcategory of 'Meat'?, **False
Can Elephant be considered a subcategory of 'Carnivore'?, FALSE
Can Elephant be considered a subcategory of 'Animal'?, TRUE
Can Elephant be considered a subcategory of 'Vertebrate'?, TRUE
Can Elephant be considered a subcategory of 'Animal that is also Vertebrate'?, TRUE
Can Elephant be considered a subcategory of 'Fish'?, **False
Can Elephant be considered a subcategory of 'Mammal'?, TRUE
Can Elephant be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate'?, TRUE
Can Elephant be considered a subcategory of 'Bird'?, **False
Can Elephant be considered a subcategory of 'Backbone'?, False
Can Animal that is also Elephant be considered a subcategory of 'Wing'?, FALSE
Can Cat that is also Vertebrate be considered a subcategory of 'Herbivore'?, False
Can Leg that is also Meat be considered a subcategory of 'Cat'?, False
Can something that lives_in some Fish be considered a subcategory of 'Plant'?, False
Can something that eats some Animal be considered a subcategory of 'Wing'?, **False
Can Carnivore that is also Vertebrate be considered a subcategory of 'Herbivore'?, **False
Can Carnivore that is also Fish be considered a subcategory of 'Cat'?, FALSE
Can Elephant that is also Reptile be considered a subcategory of 'Egg'?, FALSE
Can something that eats some Animal be considered a subcategory of 'Egg'?, **False
Can Plant that is also Wing be considered a subcategory of 'Cat'?, **False
Can something that lays some Egg be considered a subcategory of 'Plant'?, **False
Can Egg that is also Fish be considered a subcategory of 'Wing'?, **False
Can something that has_part some Plant be considered a subcategory of 'Cat'?, False
Can Bird be considered a subcategory of 'something that lives_in some Herbivore'?, **False
Can something that eats some Wing be considered a subcategory of 'Meat'?, False.
Can Egg that is also Reptile be considered a subcategory of 'Cat'?, FALSE
Can Fish that is also Water be considered a subcategory of 'Plant'?, **FALSE
Can Cat that is also Vertebrate be considered a subcategory of 'Meat'?, False
Can Bird be considered a subcategory of 'something that eats some Cat'?, False
Can Backbone that is also Fish be considered a subcategory of 'Plant'?, False
Can something that eats some Animal be considered a subcategory of 'Herbivore'?, False
Can Meat that is also Water be considered a subcategory of 'Backbone'?, **False
Can Bird that is also Water be considered a subcategory of 'Herbivore'?, **False
Can something that eats some Meat be considered a subcategory of 'Egg'?, **FALSE
Can Backbone that is also Carnivore be considered a subcategory of 'Wing'?, **FALSE
Can Meat that is also Vertebrate be considered a subcategory of 'Plant'?, **FALSE
Can something that eats some Meat be considered a subcategory of 'Reptile'?, False
Can Plant that is also Water be considered a subcategory of 'Meat'?, FALSE
Can Backbone that is also Cat be considered a subcategory of 'Wing'?, **False
Can something that has_part some Herbivore be considered a subcategory of 'Fish'?, False
Can Animal be considered a subcategory of 'something that eats some Backbone'?, FALSE
Can Elephant be considered a subcategory of 'something that lays some Plant'?, False
Can something that eats some Elephant be considered a subcategory of 'Cat'?, False
Can Carnivore be considered a subcategory of 'something that lives_in some Egg'?, False
Can Fish be considered a subcategory of 'something that eats some Backbone'?, TRUE
Can Egg be considered a subcategory of 'something that eats some Backbone'?, **TRUE
Can Meat be considered a subcategory of 'something that eats some Backbone'?, FALSE
Can Carnivore be considered a subcategory of 'something that eats some Backbone'?, TRUE
Can Thing that is also something that (eats some Backbone) be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?, False
Can Animal be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?, False
Can Vertebrate be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?, **False
Can Mammal be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?, FALSE
Can Water be considered a subcategory of 'Backbone'?, **FALSE
Can Plant be considered a subcategory of 'Backbone'?, False
Can Herbivore be considered a subcategory of 'Backbone'?, FALSE
Can Carnivore be considered a subcategory of 'Animal that is also Thing that is also something that (eats some Backbone)'?, True
Can Carnivore be considered a subcategory of 'Animal that is also Vertebrate that is also Thing that is also something that (eats some Backbone)'?, True
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some Backbone)'?, True
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Backbone))'?, **True
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Vertebrate))'?, TRUE
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, True.
Can Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate)) be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, FALSE.
Can Animal be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, **TRUE
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, FALSE.
Can Mammal be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, False.
Can Meat be considered a subcategory of 'Backbone that is also Mammal that is also Vertebrate'?, **False
Can Water be considered a subcategory of 'Backbone that is also Mammal that is also Vertebrate'?, FALSE
Can Plant be considered a subcategory of 'Backbone that is also Mammal that is also Vertebrate'?, FALSE
Can Herbivore be considered a subcategory of 'Backbone that is also Mammal that is also Vertebrate'?, False
Can Wing be considered a subcategory of 'Backbone that is also Mammal that is also Vertebrate'?, **FALSE
Can Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate)) be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, False.
Can Animal be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, False.
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, False.
Can Mammal be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, False.
Can Carnivore be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Animal that is also Backbone that is also Mammal that is also Vertebrate))'?, **False
Can Animal that is also Carnivore that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate)) be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, FALSE
Can Animal be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, **FALSE
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, False.
Can Mammal be considered a subcategory of 'Animal that is also Carnivore that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing that is also something that (eats some (Backbone that is also Mammal that is also Vertebrate))'?, **False
Can Wing be considered a subcategory of 'something that lives_in some Plant'?, FALSE
Can Water be considered a subcategory of 'something that lives_in some Carnivore'?, False.
Can Cat be considered a subcategory of 'something that lives_in some Wing'?, **False
Can Carnivore that is also Meat be considered a subcategory of 'Cat'?, FALSE
Animal and Backbone SubClassOf Carnivore, FALSE
eats some Carnivore SubClassOf Fish, **False
has_part some Reptile SubClassOf Egg, FALSE
Meat SubClassOf Water, FALSE
lives_in some Backbone SubClassOf Reptile, True
lives_in some Backbone SubClassOf Egg, False
lives_in some Backbone SubClassOf Meat, TRUE
Backbone SubClassOf Meat, FALSE
Thing SubClassOf lives_in some Backbone, TRUE
Backbone SubClassOf Egg, FALSE
Backbone SubClassOf Carnivore, FALSE
Backbone SubClassOf Water, False
Backbone SubClassOf Animal, False
Backbone SubClassOf Reptile, FALSE
Backbone SubClassOf Plant, False
Backbone SubClassOf Vertebrate, TRUE
Thing SubClassOf Vertebrate, TRUE
Carnivore and Vertebrate SubClassOf Egg, **False
eats some Bird SubClassOf Cat, FALSE
Backbone SubClassOf has_part some Leg, FALSE
Backbone and Fish SubClassOf Carnivore, FALSE
Carnivore and Herbivore SubClassOf Fish, FALSE
Meat and Reptile SubClassOf Water, False
Cat and Water SubClassOf Leg, False
Carnivore and Leg SubClassOf Egg, False
Meat SubClassOf Egg, False
Meat and Plant SubClassOf Backbone, TRUE
Meat and Plant SubClassOf Egg, FALSE
Meat and Plant SubClassOf Carnivore, False
Meat and Plant SubClassOf Water, False
Meat and Plant SubClassOf Animal, FALSE
Meat and Plant SubClassOf Reptile, False
Meat and Plant SubClassOf Cat, False
Meat and Plant SubClassOf Fish, **False
Meat and Plant SubClassOf Mammal, FALSE
Meat and Plant SubClassOf Herbivore, TRUE
Meat SubClassOf Herbivore, False
Plant SubClassOf Herbivore, FALSE
Animal and Backbone SubClassOf Water, False
eats some Water SubClassOf Carnivore, False
Meat SubClassOf Elephant, **FALSE
Vertebrate and Thing SubClassOf Vertebrate and Thing and (lives_in some (Backbone and Vertebrate and Thing)), True
Backbone and Vertebrate and Thing SubClassOf Egg, False
Backbone and Vertebrate and Thing SubClassOf Meat, False
Backbone and Vertebrate and Thing SubClassOf Carnivore, TRUE
Vertebrate and Thing SubClassOf Carnivore, False
Backbone and Thing SubClassOf Carnivore, FALSE
Vertebrate and Water SubClassOf Leg, **False
Carnivore and Reptile SubClassOf Fish, FALSE
Bird SubClassOf lays some Backbone, False
Backbone and Fish SubClassOf Water, FALSE
Reptile and Wing SubClassOf Egg, False
Backbone and Meat SubClassOf Elephant, False
Backbone and Water SubClassOf Reptile, **False
Egg and Mammal SubClassOf Backbone, **False
has_part some Cat SubClassOf Water, FALSE
Meat and Vertebrate SubClassOf Carnivore, False
Backbone and Leg SubClassOf Egg, FALSE
Mammal and Vertebrate SubClassOf Wing, False
Cat and Mammal SubClassOf Backbone, TRUE
Cat and Mammal SubClassOf Egg, False
Cat and Mammal SubClassOf Meat, False
Cat and Mammal SubClassOf Carnivore, FALSE
Cat and Mammal SubClassOf Water, False
Cat and Mammal SubClassOf Animal, TRUE
Cat SubClassOf Animal, TRUE
Cat SubClassOf Egg, False
Cat SubClassOf Meat, False
Cat SubClassOf Carnivore, TRUE
Cat SubClassOf Animal and Carnivore, True
Cat SubClassOf Water, **False
Cat SubClassOf Reptile, False
Cat SubClassOf Plant, False
Cat SubClassOf Vertebrate, TRUE
Cat SubClassOf Animal and Carnivore and Vertebrate, TRUE
Cat SubClassOf Fish, False
Cat SubClassOf Mammal, True
Cat SubClassOf Animal and Carnivore and Mammal and Vertebrate, TRUE
Cat SubClassOf Herbivore, False
Cat SubClassOf Leg, False
Cat SubClassOf Elephant, False
Cat SubClassOf Bird, False
Cat SubClassOf Backbone, FALSE
Cat SubClassOf Wing, False
Bird and Vertebrate SubClassOf Leg, FALSE
Animal SubClassOf lays some Vertebrate, TRUE
Animal SubClassOf Egg, FALSE
Animal SubClassOf Meat, **False
Animal SubClassOf Carnivore, FALSE
Animal SubClassOf Water, FALSE
Animal SubClassOf Reptile, TRUE
Animal SubClassOf Plant, FALSE
Animal SubClassOf Vertebrate, True
Animal SubClassOf Reptile and Vertebrate, TRUE
Animal SubClassOf Cat, FALSE
Animal SubClassOf Fish, False
Animal SubClassOf Mammal, TRUE
Animal SubClassOf Mammal and Reptile and Vertebrate, TRUE
Animal SubClassOf Herbivore, False
Animal SubClassOf Leg, True
Animal SubClassOf Leg and Mammal and Reptile and Vertebrate, True
Animal SubClassOf Elephant, True
Animal SubClassOf Elephant and Leg and Mammal and Reptile and Vertebrate, False
Animal SubClassOf Bird, TRUE
Animal SubClassOf Bird and Leg and Mammal and Reptile and Vertebrate, False
Animal SubClassOf Backbone, TRUE
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate, True
Animal SubClassOf Wing, False
Animal SubClassOf Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate, FALSE
Animal SubClassOf Backbone and Bird and Leg and Mammal and Reptile and Vertebrate, TRUE
Animal and Elephant SubClassOf Water, FALSE
Reptile and Vertebrate SubClassOf Carnivore, False
Leg and Water SubClassOf Egg, FALSE
Animal and Mammal SubClassOf Wing, FALSE
lays some Vertebrate SubClassOf Leg, **False
has_part some Reptile SubClassOf Elephant, **False
lives_in some Leg SubClassOf Leg, TRUE
lives_in some Leg SubClassOf Egg, TRUE
Leg SubClassOf Egg, FALSE
Vertebrate and Thing SubClassOf Vertebrate and Thing and (lives_in some (Leg and Vertebrate and Thing)), True
Leg and Vertebrate and Thing SubClassOf Egg, FALSE
Leg and Vertebrate and Thing SubClassOf Meat, FALSE
Leg and Vertebrate and Thing SubClassOf Carnivore, FALSE
Leg and Vertebrate and Thing SubClassOf Water, FALSE
Leg and Vertebrate and Thing SubClassOf Animal, TRUE
Vertebrate and Thing SubClassOf Animal, TRUE
