Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and Invertebrate and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and VegetationSpecies, FALSE
Diatom SubClassOf Anemone, FALSE
Diatom SubClassOf Ciliate, False
Diatom SubClassOf Zooplankton, False
Diatom SubClassOf FloweringPlant, FALSE
Diatom SubClassOf Sporozoan, False
Diatom SubClassOf IndigenousVegetation, False
Diatom SubClassOf Nutrient, False
Diatom SubClassOf IndigenousSpecies, FALSE
Diatom SubClassOf MarineInvertebrate, True
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and VegetationSpecies, True
Diatom SubClassOf Conifer, FALSE
Diatom SubClassOf Yeast, FALSE
Diatom SubClassOf Mammal, FALSE
Diatom SubClassOf Protist, TRUE
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Protist and VegetationSpecies, **False
Diatom SubClassOf Centipede, **False
Diatom SubClassOf Crop, False
Diatom SubClassOf Algae, TRUE
Diatom SubClassOf Algae and Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and VegetationSpecies, **True
Diatom SubClassOf Arthropod, False
Diatom SubClassOf MarineBird, **False
Diatom SubClassOf Chlorophyll, FALSE
Diatom SubClassOf Mollusk, FALSE
Diatom SubClassOf Echinoderm, **False
Diatom SubClassOf Plant, TRUE
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Plant and VegetationSpecies, **True
Diatom SubClassOf Amoebae, False
Diatom SubClassOf Insect, FALSE
Diatom SubClassOf Mold, False
Diatom SubClassOf Bacteria, FALSE
Diatom SubClassOf DeciduousVegetation, **False
Diatom SubClassOf Phytoplankton, True
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Phytoplankton and VegetationSpecies, **True
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and VegetationSpecies, TRUE
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and VegetationSpecies, TRUE
Diatom SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Protist and VegetationSpecies, True
Diatom SubClassOf Algae and Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Protist and VegetationSpecies, True
Diatom SubClassOf Algae and Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Plant and Protist and VegetationSpecies, TRUE
Diatom SubClassOf Algae and Animal and BlueGreenAlgae and EvergreenVegetation and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Phytoplankton and Plant and Protist and VegetationSpecies, True
Amphibian and Coral SubClassOf VegetationCover, **False
Algae and Mammal SubClassOf Reptile, False
Coccolithophore and Sponge SubClassOf Roundworm, False
FloweringPlant and MarineBird SubClassOf Canopy, FALSE
MarineMammal and Roundworm SubClassOf MarineBird, FALSE
Amoebae and Leaf SubClassOf Flatworm, FALSE
IndigenousVegetation and Invertebrate SubClassOf SlimeMold, **False
Foraminifer and Vegetation SubClassOf Millipede, **FALSE
Fungi and MarineMicrobiota SubClassOf Zooplankton, FALSE
DeciduousVegetation and Microbiota SubClassOf Mammal, FALSE
Moss and Reptile SubClassOf IndigenousSpecies, FALSE
Macroalgae and Microphyte SubClassOf Radiolarian, FALSE
Chlorophyll and Coccolithophore SubClassOf Bacteria, **False
FloweringPlant and Microphyte SubClassOf Poultry, FALSE
Crop and Dairy SubClassOf Yeast, FALSE
MarineMicrobiota and Mold SubClassOf Algae, FALSE
Invertebrate and Jellyfish SubClassOf EvergreenVegetation, False
Roundworm and Vegetation SubClassOf Leaf, **FALSE
Ciliate and MarineMammal SubClassOf Vegetation, FALSE
Algae and Mushroom SubClassOf Centipede, FALSE
Echinoderm and Reptile SubClassOf Microphyte, **False
Anemone and Microphyte SubClassOf Pollen, False
Animal and Plant SubClassOf MarineAnimal, False
FloweringPlant and Leaf SubClassOf Livestock, FALSE
Pollen and Radiolarian SubClassOf Coral, FALSE
Crown and MarineInvertebrate SubClassOf Mushroom, False
Fern and Fungi SubClassOf ExoticSpecies, False
Nutrient and Protist SubClassOf Sponge, FALSE
Sporozoan SubClassOf Bird, FALSE
Coccolithophore and Lichen SubClassOf Vertebrate, FALSE
Crown and Plankton SubClassOf Plant, **False
Insect and SlimeMold SubClassOf Echinoderm, False
Lichen and VegetationCover SubClassOf Amphibian, False
Diatom and Litter SubClassOf Flagellate, FALSE
Macroalgae and VegetationSpecies SubClassOf Yeast, **False
Amoebae and Leaf SubClassOf Centipede, FALSE
Chlorophyll and IndigenousSpecies SubClassOf Fern, **False
Livestock and Radiolarian SubClassOf Poultry, **False
Dairy and Millipede SubClassOf EvergreenVegetation, False
Invertebrate and Phytoplankton SubClassOf Coccolithophore, FALSE
Chlorophyll and Jellyfish SubClassOf ExoticSpecies, **False
ExoticSpecies and Mushroom SubClassOf IndigenousVegetation, FALSE
Ciliate and Mammal SubClassOf MarineAnimal, FALSE
Poultry SubClassOf Chlorophyll, False
Liverwort and Macroalgae SubClassOf Insect, False
Bird and Radiolarian SubClassOf Litter, **False
Human and Protist SubClassOf Mollusk, False
Livestock and Microalgae SubClassOf TreeRing, FALSE
Crustacean and Millipede SubClassOf Ciliate, FALSE
Insect and MarineAnimal SubClassOf Foraminifer, False
Arachnid and Mushroom SubClassOf Crustacean, **FALSE
Flagellate and Mammal SubClassOf ExoticVegetation, **False
Amoebae and Animal SubClassOf MarineInvertebrate, FALSE
Phytoplankton and SegmentedWorm SubClassOf Amoebae, **False
Canopy and EvergreenVegetation SubClassOf MarineMicrobiota, False
Macrophyte and Mollusk SubClassOf Phytoplankton, False
Algae and Phytoplankton SubClassOf Jellyfish, False
IndigenousSpecies and Mold SubClassOf DominantSpecies, FALSE
Canopy and Livestock SubClassOf Radiolarian, False
Macrophyte and MarineMammal SubClassOf Anemone, FALSE
Phytoplankton and Vegetation SubClassOf Protist, **False
Chlorophyll and IndigenousVegetation SubClassOf Zooplankton, False
Flatworm and Macroalgae SubClassOf Insect, False
ExoticVegetation and MarineMicrobiota SubClassOf Chlorophyll, FALSE
Coral and Yeast SubClassOf Vegetation, False
MarineInvertebrate and Moss SubClassOf Liverwort, False
Mollusk and Protist SubClassOf Macrophyte, FALSE
Centipede and Plant SubClassOf Plankton, FALSE
Fern and Microbiota SubClassOf Crop, FALSE
MarineMicrobiota and Yeast SubClassOf Livestock, FALSE
Ciliate and Macrophyte SubClassOf Coral, FALSE
Amphibian and Microalgae SubClassOf Crustacean, False
Liverwort and MarineMammal SubClassOf Ciliate, **False
Conifer and Flagellate SubClassOf FungiTaxonomy, FALSE
FloweringPlant and Lichen SubClassOf DeciduousVegetation, FALSE
Crown and Echinoderm SubClassOf Nutrient, False
Canopy and MicrobiotaTaxonomy SubClassOf Pollen, FALSE
Macrophyte and Plant SubClassOf MarineMammal, FALSE
Crop and Litter SubClassOf Moss, False
Fish and Macroalgae SubClassOf Arthropod, **FALSE
Anemone and Protist SubClassOf Invertebrate, FALSE
Litter and Sporozoan SubClassOf Human, False
Human and TreeRing SubClassOf Canopy, FALSE
MarinePlant and Millipede SubClassOf Microbiota, False
Crown and Insect SubClassOf Diatom, **FALSE
FungiTaxonomy and VegetationCover SubClassOf MicrobiotaTaxonomy, False
Jellyfish and SegmentedWorm SubClassOf FloweringPlant, False
Amphibian and Mammal SubClassOf MarineBird, **False
Amoebae and Canopy SubClassOf Arachnid, **False
IndigenousSpecies and Sponge SubClassOf SlimeMold, **False
Animal and Dairy SubClassOf Conifer, FALSE
Leaf SubClassOf Pollen, FALSE
Ciliate and Lichen SubClassOf Litter, FALSE
Amphibian and Bacteria SubClassOf IndigenousVegetation, **FALSE
Amoebae and Fungi SubClassOf MarineMammal, False
Fish and Invertebrate SubClassOf Microalgae, False
Chlorophyll and MarinePlant SubClassOf ExoticSpecies, **False
Conifer and ExoticSpecies SubClassOf Fish, FALSE
Poultry and VegetationCover SubClassOf Arthropod, FALSE
BlueGreenAlgae and Yeast SubClassOf MarineInvertebrate, False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Invertebrate, True
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf VegetationCover, **False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Microalgae, FALSE
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Fungi, **False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Arachnid, FALSE
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf VegetationSpecies, FALSE
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Livestock, **False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Sponge, FALSE
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Flatworm, **False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Diatom, False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf FungiTaxonomy, **False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf MarinePlant, False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Moss, False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Vertebrate, **FALSE
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Radiolarian, FALSE
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf Human, False
MarineInvertebrate and MicrobiotaTaxonomy SubClassOf MarineMicrobiota, TRUE
MarineInvertebrate SubClassOf MarineMicrobiota, **True
MicrobiotaTaxonomy SubClassOf MarineMicrobiota, True
MicrobiotaTaxonomy SubClassOf VegetationCover, False
MicrobiotaTaxonomy SubClassOf Microalgae, **False
MicrobiotaTaxonomy SubClassOf Fungi, TRUE
MicrobiotaTaxonomy SubClassOf Fungi and MarineMicrobiota, **False
MicrobiotaTaxonomy SubClassOf Arachnid, FALSE
MicrobiotaTaxonomy SubClassOf VegetationSpecies, False
MicrobiotaTaxonomy SubClassOf Livestock, **False
MicrobiotaTaxonomy SubClassOf Sponge, FALSE
MicrobiotaTaxonomy SubClassOf Flatworm, False
MicrobiotaTaxonomy SubClassOf Diatom, **False
MicrobiotaTaxonomy SubClassOf FungiTaxonomy, **TRUE
MicrobiotaTaxonomy SubClassOf MarinePlant, False
MicrobiotaTaxonomy SubClassOf Moss, FALSE
MicrobiotaTaxonomy SubClassOf Vertebrate, **FALSE
MicrobiotaTaxonomy SubClassOf Radiolarian, **FALSE
MicrobiotaTaxonomy SubClassOf Human, False
MicrobiotaTaxonomy SubClassOf Animal, TRUE
MicrobiotaTaxonomy SubClassOf Animal and MarineMicrobiota, TRUE
MicrobiotaTaxonomy SubClassOf Flagellate, FALSE
MicrobiotaTaxonomy SubClassOf Poultry, False
MicrobiotaTaxonomy SubClassOf MarineMammal, False
MicrobiotaTaxonomy SubClassOf Amphibian, False
MicrobiotaTaxonomy SubClassOf Millipede, FALSE
MicrobiotaTaxonomy SubClassOf Plankton, False
MicrobiotaTaxonomy SubClassOf Roundworm, **False
MicrobiotaTaxonomy SubClassOf Microphyte, FALSE
MicrobiotaTaxonomy SubClassOf SlimeMold, False
MicrobiotaTaxonomy SubClassOf Microbiota, TRUE
MicrobiotaTaxonomy SubClassOf Animal and MarineMicrobiota and Microbiota, TRUE
MicrobiotaTaxonomy SubClassOf Coccolithophore, False
MicrobiotaTaxonomy SubClassOf Lichen, False
MicrobiotaTaxonomy SubClassOf Leaf, TRUE
MicrobiotaTaxonomy SubClassOf Animal and Leaf and MarineMicrobiota and Microbiota, TRUE
MicrobiotaTaxonomy SubClassOf Pollen, False
MicrobiotaTaxonomy SubClassOf Mushroom, **False
MicrobiotaTaxonomy SubClassOf Fish, False
MicrobiotaTaxonomy SubClassOf Reptile, False
MicrobiotaTaxonomy SubClassOf MarineAnimal, **False
MicrobiotaTaxonomy SubClassOf Macroalgae, False
MicrobiotaTaxonomy SubClassOf Foraminifer, False
MicrobiotaTaxonomy SubClassOf Dairy, **False
MicrobiotaTaxonomy SubClassOf Liverwort, False
MicrobiotaTaxonomy SubClassOf Crustacean, False
MicrobiotaTaxonomy SubClassOf Canopy, False
MicrobiotaTaxonomy SubClassOf Coral, False
MicrobiotaTaxonomy SubClassOf ExoticVegetation, FALSE
MicrobiotaTaxonomy SubClassOf Macrophyte, False
MicrobiotaTaxonomy SubClassOf SegmentedWorm, False
MicrobiotaTaxonomy SubClassOf LivingThing, TRUE
MicrobiotaTaxonomy SubClassOf Animal and Leaf and LivingThing and MarineMicrobiota and Microbiota, TRUE
MicrobiotaTaxonomy SubClassOf Bird, FALSE
MicrobiotaTaxonomy SubClassOf Fern, False
MicrobiotaTaxonomy SubClassOf DominantSpecies, FALSE
MicrobiotaTaxonomy SubClassOf BlueGreenAlgae, False
MicrobiotaTaxonomy SubClassOf EvergreenVegetation, FALSE
MicrobiotaTaxonomy SubClassOf TreeRing, False
MicrobiotaTaxonomy SubClassOf Vegetation, FALSE
MicrobiotaTaxonomy SubClassOf ExoticSpecies, FALSE
MicrobiotaTaxonomy SubClassOf Litter, FALSE
MicrobiotaTaxonomy SubClassOf Crown, TRUE
MicrobiotaTaxonomy SubClassOf Animal and Crown and Leaf and LivingThing and MarineMicrobiota and Microbiota, True
MicrobiotaTaxonomy SubClassOf Jellyfish, **False
MicrobiotaTaxonomy SubClassOf Invertebrate, FALSE
MicrobiotaTaxonomy SubClassOf Anemone, FALSE
MicrobiotaTaxonomy SubClassOf Ciliate, FALSE
MicrobiotaTaxonomy SubClassOf Zooplankton, False
MicrobiotaTaxonomy SubClassOf FloweringPlant, False
MicrobiotaTaxonomy SubClassOf Sporozoan, FALSE
MicrobiotaTaxonomy SubClassOf IndigenousVegetation, False
MicrobiotaTaxonomy SubClassOf Nutrient, False
MicrobiotaTaxonomy SubClassOf IndigenousSpecies, TRUE
MicrobiotaTaxonomy SubClassOf Animal and Crown and IndigenousSpecies and Leaf and LivingThing and MarineMicrobiota and Microbiota, TRUE
MicrobiotaTaxonomy SubClassOf MarineInvertebrate, False
MicrobiotaTaxonomy SubClassOf Conifer, False
MicrobiotaTaxonomy SubClassOf Yeast, FALSE
MicrobiotaTaxonomy SubClassOf Mammal, False
MicrobiotaTaxonomy SubClassOf Protist, TRUE
MicrobiotaTaxonomy SubClassOf Animal and Crown and IndigenousSpecies and Leaf and LivingThing and MarineMicrobiota and Microbiota and Protist, True
MicrobiotaTaxonomy SubClassOf Centipede, **False
MicrobiotaTaxonomy SubClassOf Crop, False
MicrobiotaTaxonomy SubClassOf Algae, **False
MicrobiotaTaxonomy SubClassOf Arthropod, False
MicrobiotaTaxonomy SubClassOf MarineBird, False
MicrobiotaTaxonomy SubClassOf Chlorophyll, False
MicrobiotaTaxonomy SubClassOf Mollusk, False
MicrobiotaTaxonomy SubClassOf Echinoderm, False
MicrobiotaTaxonomy SubClassOf Plant, False
MicrobiotaTaxonomy SubClassOf Amoebae, FALSE
MicrobiotaTaxonomy SubClassOf Insect, False
MicrobiotaTaxonomy SubClassOf Mold, **False
MicrobiotaTaxonomy SubClassOf Bacteria, TRUE
MicrobiotaTaxonomy SubClassOf Animal and Bacteria and Crown and IndigenousSpecies and Leaf and LivingThing and MarineMicrobiota and Microbiota and Protist, TRUE
MicrobiotaTaxonomy SubClassOf DeciduousVegetation, False
MicrobiotaTaxonomy SubClassOf Phytoplankton, False
MicrobiotaTaxonomy SubClassOf Animal and Bacteria and Crown and Fungi and IndigenousSpecies and Leaf and LivingThing and MarineMicrobiota and Microbiota and Protist, True
Coccolithophore and Litter SubClassOf MicrobiotaTaxonomy, True
Coccolithophore and Litter SubClassOf VegetationCover, False
Coccolithophore and Litter SubClassOf Microalgae, True
Litter SubClassOf Microalgae, FALSE
Coccolithophore SubClassOf Microalgae, TRUE
Coccolithophore SubClassOf VegetationCover, FALSE
Coccolithophore SubClassOf Fungi, False
Coccolithophore SubClassOf Arachnid, False
Coccolithophore SubClassOf VegetationSpecies, FALSE
Coccolithophore SubClassOf Livestock, FALSE
Coccolithophore SubClassOf Sponge, False
Coccolithophore SubClassOf Flatworm, **FALSE
Coccolithophore SubClassOf Diatom, **False
Coccolithophore SubClassOf FungiTaxonomy, False
Coccolithophore SubClassOf MarinePlant, TRUE
Coccolithophore SubClassOf MarinePlant and Microalgae, TRUE
Coccolithophore SubClassOf Moss, FALSE
Coccolithophore SubClassOf Vertebrate, False
Coccolithophore SubClassOf Radiolarian, FALSE
Coccolithophore SubClassOf Human, FALSE
Coccolithophore SubClassOf MarineMicrobiota, True
Coccolithophore SubClassOf MarineMicrobiota and MarinePlant and Microalgae, TRUE
Coccolithophore SubClassOf Animal, TRUE
Coccolithophore SubClassOf Animal and MarineMicrobiota and MarinePlant and Microalgae, TRUE
Coccolithophore SubClassOf Flagellate, True
Coccolithophore SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microalgae, TRUE
Coccolithophore SubClassOf Poultry, FALSE
Coccolithophore SubClassOf MarineMammal, False
Coccolithophore SubClassOf Amphibian, FALSE
Coccolithophore SubClassOf Millipede, False
Coccolithophore SubClassOf Plankton, TRUE
Coccolithophore SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton, TRUE
Coccolithophore SubClassOf Roundworm, False
Coccolithophore SubClassOf Microphyte, TRUE
Coccolithophore SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton, True
Coccolithophore SubClassOf SlimeMold, FALSE
Coccolithophore SubClassOf Microbiota, True
Coccolithophore SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plankton, True
Coccolithophore SubClassOf MicrobiotaTaxonomy, TRUE
Coccolithophore SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, True
Coccolithophore SubClassOf Lichen, FALSE
Coccolithophore SubClassOf Leaf, TRUE
Coccolithophore SubClassOf Animal and Flagellate and Leaf and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, TRUE
Coccolithophore SubClassOf Pollen, False
Coccolithophore SubClassOf Mushroom, FALSE
Coccolithophore SubClassOf Fish, FALSE
Coccolithophore SubClassOf Reptile, FALSE
Coccolithophore SubClassOf MarineAnimal, TRUE
Coccolithophore SubClassOf Animal and Flagellate and Leaf and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, TRUE
Coccolithophore SubClassOf Macroalgae, False
Coccolithophore SubClassOf Foraminifer, True
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and Leaf and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, TRUE
Coccolithophore SubClassOf Dairy, False
Coccolithophore SubClassOf Liverwort, False
Coccolithophore SubClassOf Crustacean, False
Coccolithophore SubClassOf Canopy, False
Coccolithophore SubClassOf Coral, False
Coccolithophore SubClassOf ExoticVegetation, False
Coccolithophore SubClassOf Macrophyte, FALSE
Coccolithophore SubClassOf SegmentedWorm, False
Coccolithophore SubClassOf LivingThing, TRUE
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, TRUE
Coccolithophore SubClassOf Bird, FALSE
Coccolithophore SubClassOf Fern, False
Coccolithophore SubClassOf DominantSpecies, TRUE
Coccolithophore SubClassOf Animal and DominantSpecies and Flagellate and Foraminifer and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, **False
Coccolithophore SubClassOf BlueGreenAlgae, FALSE
Coccolithophore SubClassOf EvergreenVegetation, FALSE
Coccolithophore SubClassOf TreeRing, False
Coccolithophore SubClassOf Vegetation, **False
Coccolithophore SubClassOf ExoticSpecies, TRUE
Coccolithophore SubClassOf Animal and ExoticSpecies and Flagellate and Foraminifer and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, **False
Coccolithophore SubClassOf Litter, False
Coccolithophore SubClassOf Crown, False
Coccolithophore SubClassOf Jellyfish, FALSE
Coccolithophore SubClassOf Invertebrate, TRUE
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton, TRUE
Coccolithophore SubClassOf Anemone, **False
Coccolithophore SubClassOf Ciliate, False
Coccolithophore SubClassOf Zooplankton, True
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Zooplankton, True
Coccolithophore SubClassOf FloweringPlant, FALSE
Coccolithophore SubClassOf Sporozoan, **False
Coccolithophore SubClassOf IndigenousVegetation, FALSE
Coccolithophore SubClassOf Nutrient, FALSE
Coccolithophore SubClassOf IndigenousSpecies, True
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Zooplankton, TRUE
Coccolithophore SubClassOf MarineInvertebrate, TRUE
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Zooplankton, **True
Coccolithophore SubClassOf Conifer, FALSE
Coccolithophore SubClassOf Yeast, FALSE
Coccolithophore SubClassOf Mammal, False
Coccolithophore SubClassOf Protist, TRUE
Coccolithophore SubClassOf Animal and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Protist and Zooplankton, True
Coccolithophore SubClassOf Centipede, False
Coccolithophore SubClassOf Crop, False
Coccolithophore SubClassOf Algae, True
Coccolithophore SubClassOf Algae and Animal and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Protist and Zooplankton, True
Coccolithophore SubClassOf Arthropod, False
Coccolithophore SubClassOf MarineBird, **False
Coccolithophore SubClassOf Chlorophyll, False
Coccolithophore SubClassOf Mollusk, **False
Coccolithophore SubClassOf Echinoderm, False
Coccolithophore SubClassOf Plant, False
Coccolithophore SubClassOf Amoebae, False
Coccolithophore SubClassOf Insect, False
Coccolithophore SubClassOf Mold, False
Coccolithophore SubClassOf Bacteria, False
Coccolithophore SubClassOf DeciduousVegetation, False
Coccolithophore SubClassOf Phytoplankton, TRUE
Coccolithophore SubClassOf Algae and Animal and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Phytoplankton and Plankton and Protist and Zooplankton, True
Coccolithophore SubClassOf Algae and Animal and DominantSpecies and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Phytoplankton and Plankton and Protist and Zooplankton, **False
Coccolithophore SubClassOf Algae and Animal and ExoticSpecies and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Phytoplankton and Plankton and Protist and Zooplankton, TRUE
Coccolithophore SubClassOf Algae and Animal and ExoticSpecies and Flagellate and Foraminifer and IndigenousSpecies and Invertebrate and Leaf and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Phytoplankton and Plankton and Protist and Zooplankton, True
Crop and Plant SubClassOf Reptile, **FALSE
Fern and Flatworm SubClassOf Animal, TRUE
Fern and Flatworm SubClassOf VegetationCover, TRUE
Fern SubClassOf VegetationCover, TRUE
Fern SubClassOf Microalgae, TRUE
Fern SubClassOf Microalgae and VegetationCover, TRUE
Fern SubClassOf Fungi, TRUE
Fern SubClassOf Fungi and Microalgae and VegetationCover, TRUE
Fern SubClassOf Arachnid, TRUE
Fern SubClassOf Arachnid and Fungi and Microalgae and VegetationCover, **FALSE
Fern SubClassOf VegetationSpecies, TRUE
Fern SubClassOf Fungi and Microalgae and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Livestock, FALSE
Fern SubClassOf Sponge, FALSE
Fern SubClassOf Flatworm, True
Fern SubClassOf Flatworm and Fungi and Microalgae and VegetationCover and VegetationSpecies, **False
Fern SubClassOf Diatom, False
Fern SubClassOf FungiTaxonomy, TRUE
Fern SubClassOf Fungi and FungiTaxonomy and Microalgae and VegetationCover and VegetationSpecies, FALSE
Fern SubClassOf MarinePlant, TRUE
Fern SubClassOf Fungi and MarinePlant and Microalgae and VegetationCover and VegetationSpecies, True
Fern SubClassOf Moss, False
Fern SubClassOf Vertebrate, TRUE
Fern SubClassOf Fungi and MarinePlant and Microalgae and VegetationCover and VegetationSpecies and Vertebrate, False
Fern SubClassOf Radiolarian, False
Fern SubClassOf Human, FALSE
Fern SubClassOf MarineMicrobiota, TRUE
Fern SubClassOf Fungi and MarineMicrobiota and MarinePlant and Microalgae and VegetationCover and VegetationSpecies, True
Fern SubClassOf Animal, TRUE
Fern SubClassOf Animal and Fungi and MarineMicrobiota and MarinePlant and Microalgae and VegetationCover and VegetationSpecies, True
Fern SubClassOf Flagellate, TRUE
Fern SubClassOf Animal and Flagellate and Fungi and MarineMicrobiota and MarinePlant and Microalgae and VegetationCover and VegetationSpecies, False
Fern SubClassOf Poultry, False
Fern SubClassOf MarineMammal, TRUE
Fern SubClassOf Animal and Fungi and MarineMammal and MarineMicrobiota and MarinePlant and Microalgae and VegetationCover and VegetationSpecies, FALSE
Fern SubClassOf Amphibian, False
Fern SubClassOf Millipede, FALSE
Fern SubClassOf Plankton, False
