HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'RemissionMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BiologicalMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'GeneExpressionMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'CellCount'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ASAAMeasure'?,  I cannot
Can ChildDepressionMeasure be considered a subcategory of 'PopulationVariation'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'MetabolicMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'TaxonomicMeasure'?,  I cannot
Can ChildDepressionMeasure be considered a subcategory of 'LowRemission'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DrugClearance'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  I cannot
Can ChildDepressionMeasure be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'PathogenCount'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SatietyDifference'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DiseaseFrequency'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'CognitiveMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'WeightLoss'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'Gender'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SatietyDecrease'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'Weigth'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'Race'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'WeigthGain'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'AsthmaFrequency'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ModerateRemission'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'TissueMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ZeroRemission'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DoseFrequency'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DrugEfficacy'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'WeightMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'CoagulationProfile'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BloodPressure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SatietyIncrease'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BoneMineralDensity'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'NormalGeneExpression'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'AnxietyMeasure'?, False.
Can ChildDepressionMeasure be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SideEffectRate'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DepressionMeasure'?,  True.
Can ChildDepressionMeasure be considered a subcategory of 'DepressionMeasure that is also QualityOfLife'?,  True.
Can ChildDepressionMeasure be considered a subcategory of 'GeneExpression'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'Dose'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowerDiseaseSusceptibilityOdds'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SideEffectFrequency'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'Satiety'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can ChildDepressionMeasure be considered a subcategory of 'ClinicalOutcomeMeasure that is also DepressionMeasure that is also QualityOfLife'?,  True.
Can ChildDepressionMeasure be considered a subcategory of 'LipidProfile'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HighDrugEfficacy'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can ChildDepressionMeasure be considered a subcategory of '_24HourBloodPressure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  I cannot
Can ChildDepressionMeasure be considered a subcategory of 'BodyMassIndex'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'BiophysicalMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ASAAConcentration'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'HomocysteineLevel'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'SideEffectMeasure'?,  False.
Can ChildDepressionMeasure be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can SideEffectRate be considered a subcategory of 'ClinicalOutcomeMeasure'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can ElectrocardiogramQTInterval that is also SatietyFrequency be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can BodyMassIndexDecrease that is also LowerDiseaseSusceptibilityOdds be considered a subcategory of 'Race'?,  False.
Can BodyMassIndexIncrease that is also ExerciseResponse be considered a subcategory of 'SatietyFrequency'?,  False.
Can ChildDepressionScoreDifference that is also Weigth be considered a subcategory of 'RemissionMeasure'?,  I cannot
Can PathogenCount that is also PharmacodynamicMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can HigherDiseaseSusceptibiltyOdds that is also MyocardialInfarctionFrequency be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can ElectrocardiogramQTInterval that is also LowReductionInChildDepressionScore be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can ExerciseResponse that is also HighRemissionOddsRatio be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can GenotypeMeasure be considered a subcategory of 'WeigthGain'?,  False.
Can WeigthGain that is also _24HourBloodPressure be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can BloodSerumProteinCount that is also LowerDiseaseSusceptibilityOdds be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can HighHamiltonDepressionScore that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'CognitiveMeasure'?,  False.
Can ErythromycinClearanceMeasure that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighReductionInChildDepressionScore'?,  I cannot
Can ASAAConcentrationDecrease that is also QualityOfLife be considered a subcategory of 'Gender'?,  False.
Can ASAAConcentrationIncrease that is also MetabolicMeasure be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can ASAAConcentration that is also ExerciseResponse be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can BodyMassIndexIncrease that is also DrugEfficacyMeasure be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can WeightLoss that is also _24HourBloodPressure be considered a subcategory of 'DepressionMeasure'?,  False.
Can DepressionMeasure that is also NormalGeneExpression be considered a subcategory of 'SatietyMeasure'?,  False.
Can DrugClearance that is also HigherDiseaseSusceptibiltyOdds be considered a subcategory of 'Gender'?,  False.
Can HamiltonDepressionScore that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can DiseaseSusceptibilityOdds that is also WeigthDifference be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can HamiltonDepressionScore that is also PlasmaDrugConcentration be considered a subcategory of 'WeightMeasure'?,  False.
Can NormalGeneExpression that is also _24HourBloodPressure be considered a subcategory of 'ModerateRemission'?,  I cannot
Can ModerateMontgomeryAsbergDepressionRating that is also SimilarRemissionOddsRatio be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can ChildDepressionScoreDifference that is also HighHamiltonDepressionScore be considered a subcategory of 'CognitiveMeasure'?,  False.
Can DecreasedGeneExpression that is also _24HourBloodPressure be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can DoseFrequency that is also WeightLoss be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can ASAAConcentrationIncrease that is also BloodSerumProteinCount be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can HamiltonDepressionMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can MontgomeryAsbergDepressionMeasure that is also WeigthDifference be considered a subcategory of 'ASAAConcentrationDifference'?,  I cannot
Can BoneMineralDensity that is also CoagulationProfile be considered a subcategory of 'Dose'?,  False.
Can HighMontgomeryAsbergDepressionRating that is also LipidProfile be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can BloodPressure that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can HighRemission that is also PharmacodynamicMeasure be considered a subcategory of 'GenotypeMeasure'?,  False.
Can LowRemissionOddsRatio that is also TaxonomicMeasure be considered a subcategory of 'PharmacodynamicMeasure'?,  I cannot
Can ASAAConcentrationDifference that is also ModerateRemission be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can LowHamiltonDepressionScore that is also WeigthDifference be considered a subcategory of 'SatietyDifference'?,  I cannot
Can ModerateReductionInMontgomeryAsbergDepressionRating that is also SideEffectFrequency be considered a subcategory of 'GeneExpressionMeasure'?,  False.
Can PharmacodynamicMeasure that is also SatietyDifference be considered a subcategory of 'Race'?,  False.
Can CoagulationProfile that is also CognitiveMeasure be considered a subcategory of 'SatietyFrequency'?,  False.
Can DiseaseSusceptibilityOdds that is also GeneExpressionDifference be considered a subcategory of 'QualityOfLife'?,  False.
Can ASAAConcentration that is also HomocysteineLevel be considered a subcategory of 'RemissionFrequency'?,  False.
Can BloodPressure that is also SideEffectFrequency be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also TaxonomicMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can Dose that is also GeneExpression be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can DrugClearance that is also WeightMeasure be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can LowRemissionOddsRatio that is also SatietyMeasure be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can HighReductionInHamiltonDepressionScore that is also HighRemission be considered a subcategory of 'RemissionFrequency'?,  False.
Can BiophysicalMeasure that is also GeneExpression be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can ChildDepressionScore that is also SimilarRemissionOddsRatio be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can HighRemissionOddsRatio that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'CoagulationProfile'?,  False.
Can ASAAMeasure that is also ReninAngiotensinSystemMeasure be considered a subcategory of 'Race'?,  False.
Can LipidProfile that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'SatietyFrequency'?,  False.
Can ErythromycinClearanceMeasure that is also MontgomeryAsbergDepressionRatingDifference be considered a subcategory of 'DepressionMeasure'?,  False.
Can HomocysteineLevel that is also LowRemissionOddsRatio be considered a subcategory of 'SatietyMeasure'?,  False.
Can PulmonaryFunctionMeasure that is also RemissionFrequency be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can ASAAConcentrationDifference that is also HighRemission be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can Dose that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can MontgomeryAsbergDepressionRating that is also WeigthGain be considered a subcategory of 'WeightMeasure'?,  False.
Can EventFreeSurvivalTime that is also SatietyDifference be considered a subcategory of 'HighDrugEfficacy'?,  I cannot
Can ForcedVitalCapacity that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can LowReductionInMontgomeryAsbergDepressionRating that is also ModerateHamiltonDepressionScore be considered a subcategory of 'LipidProfile'?,  False.
Can MetabolicMeasure that is also MolecularMeasure be considered a subcategory of 'ZeroRemission'?,  False.
Can AsthmaFrequency that is also SatietyIncrease be considered a subcategory of 'NormalGeneExpression'?,  False.
Can HighDrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can HigherDiseaseSusceptibiltyOdds that is also PopulationVariation be considered a subcategory of 'WeightLoss'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ChildDepressionScore'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'MolecularMeasure'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'RemissionFrequency'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'SatietyFrequency'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ASAAConcentrationIncrease'?,  I cannot
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ERVisitFrequency'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'DailyBloodPressure'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'HighRemission'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'WeigthDifference'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ExerciseResponse'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'GenotypeMeasure'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'QualityOfLife'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  I cannot
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'RemissionMeasure'?,  False.
Can AnxietyMeasure that is also BiophysicalMeasure be considered a subcategory of 'BiologicalMeasure'?,  True.
Can AnxietyMeasure be considered a subcategory of 'BiologicalMeasure'?,  I cannot
Can BiophysicalMeasure be considered a subcategory of 'BiologicalMeasure'?,  True.
Can BiophysicalMeasure be considered a subcategory of 'ChildDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'MolecularMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'RemissionFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SatietyFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ASAAConcentrationIncrease'?,  I cannot
Can BiophysicalMeasure be considered a subcategory of 'ERVisitFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DailyBloodPressure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighRemission'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'WeigthDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ExerciseResponse'?,  I cannot
Can BiophysicalMeasure be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'GenotypeMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'QualityOfLife'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'RemissionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'GeneExpressionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'CellCount'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ASAAMeasure'?,  I cannot
Can BiophysicalMeasure be considered a subcategory of 'PopulationVariation'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'MetabolicMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'TaxonomicMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowRemission'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DrugClearance'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'PathogenCount'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SatietyDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DiseaseFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'CognitiveMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'WeightLoss'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'Gender'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SatietyDecrease'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'Weigth'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'Race'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'WeigthGain'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'AsthmaFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateRemission'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'TissueMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ZeroRemission'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DoseFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DrugEfficacy'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'WeightMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'CoagulationProfile'?,  I cannot
Can BiophysicalMeasure be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BloodPressure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SatietyIncrease'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BoneMineralDensity'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'NormalGeneExpression'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'AnxietyMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SideEffectRate'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DepressionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'GeneExpression'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'Dose'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowerDiseaseSusceptibilityOdds'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SideEffectFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'Satiety'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ClinicalOutcomeMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LipidProfile'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighDrugEfficacy'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can BiophysicalMeasure be considered a subcategory of '_24HourBloodPressure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
