Neuron and StructuralCell SubClassOf Erythrocyte,  False.
CellByClass and CellByDevelopmentStage SubClassOf CellByOrganism,  False.
Cell SubClassOf CellByOrganism,  False.
CellByClass and PhotosyntheticCell SubClassOf Miocyte,  False.
MioBlast and SclerenchymaCell SubClassOf CirculatingCell,  False.
ChondroCyte and Miocyte SubClassOf StructuralCell,  False.
ChondroBlast and Neuron SubClassOf Osteocyte,  False.
ChondroCyte and Miocyte SubClassOf Neuron,  False.
InMatureCell and Osteocyte SubClassOf Neuron,  False.
PhotosyntheticCell and StructuralCell SubClassOf AnimalCell,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf InMatureCell,  True.
CellByDevelopmentStage and Erythrocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf LeafCell,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf Miocyte,  False.
CellByDevelopmentStage SubClassOf InMatureCell,  False.
PhotosyntheticCell and SclerenchymaCell SubClassOf ChondroBlast,  False.
MatureCell and PlantCell SubClassOf CellByDevelopmentStage,  True.
MatureCell and PlantCell SubClassOf SclerenchymaCell,  False.
MatureCell and PlantCell SubClassOf LeafCell,  False.
MatureCell and PlantCell SubClassOf Miocyte,  False.
MatureCell and PlantCell SubClassOf InMatureCell,  False.
MatureCell and PlantCell SubClassOf Osteocyte,  False.
MatureCell and PlantCell SubClassOf ChondroBlast,  False.
MatureCell and PlantCell SubClassOf MioBlast,  False.
MatureCell SubClassOf CellByDevelopmentStage,  I.
CirculatingCell and Neuron SubClassOf CellByDevelopmentStage,  False.
AnimalCell and Neuron SubClassOf ChondroBlast,  False.
MatureCell and StructuralCell SubClassOf CellByDevelopmentStage,  I.
CellByOrganism and PlantCell SubClassOf MioBlast,  False.
CellByOrganism and Erythrocyte SubClassOf MioBlast,  False.
Cell and MioBlast SubClassOf ChondroCyte,  False.
AnimalCell and MatureCell SubClassOf MioBlast,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf ChondroCyte,  True.
ChondroBlast and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf LeafCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf CirculatingCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf PlantCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf CellByClass,  True.
Erythrocyte and Miocyte SubClassOf ElectricallyActiveCell,  False.
AnimalCell and Osteocyte SubClassOf ElectricallyActiveCell,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf MioBlast,  False.
ChondroBlast and PhotoreceptorCell SubClassOf ChondroCyte,  False.
MatureCell and Neuron SubClassOf CirculatingCell,  False.
Neuron and Osteocyte SubClassOf StructuralCell,  True.
Neuron and Osteocyte SubClassOf SclerenchymaCell,  False.
Neuron and Osteocyte SubClassOf Erythrocyte,  False.
Neuron and Osteocyte SubClassOf PhotosyntheticCell,  False.
Neuron and Osteocyte SubClassOf PlantCell,  False.
Neuron and Osteocyte SubClassOf MatureCell,  False.
Neuron and Osteocyte SubClassOf Miocyte,  False.
Neuron and Osteocyte SubClassOf InMatureCell,  False.
Neuron and Osteocyte SubClassOf ChondroBlast,  False.
Neuron and Osteocyte SubClassOf MioBlast,  False.
Neuron and Osteocyte SubClassOf CellByDevelopmentStage,  False.
Neuron and Osteocyte SubClassOf PhotoreceptorCell,  False.
Neuron and Osteocyte SubClassOf CellByOrganism,  False.
Neuron and Osteocyte SubClassOf ElectricallyActiveCell,  True\n
Neuron SubClassOf ElectricallyActiveCell,  True.
Neuron SubClassOf SclerenchymaCell,  False.
Neuron SubClassOf LeafCell,  False.
Neuron SubClassOf Erythrocyte,  False.
Neuron SubClassOf PhotosyntheticCell,  False.
Neuron SubClassOf CirculatingCell,  False.
Neuron SubClassOf PlantCell,  False.
Neuron SubClassOf MatureCell,  False.
Neuron SubClassOf AnimalCell,  False.
Neuron SubClassOf Cell,  True.
Neuron SubClassOf Cell and ElectricallyActiveCell,  False.
Neuron SubClassOf Miocyte,  False.
Neuron SubClassOf InMatureCell,  False.
Neuron SubClassOf Osteocyte,  False.
Neuron SubClassOf ChondroBlast,  False.
Neuron SubClassOf MioBlast,  False.
Neuron SubClassOf CellByDevelopmentStage,  False.
Neuron SubClassOf PhotoreceptorCell,  False.
Neuron SubClassOf CellByOrganism,  False.
Neuron SubClassOf StructuralCell,  False.
Neuron SubClassOf ChondroCyte,  False.
Neuron and SclerenchymaCell SubClassOf CirculatingCell,  False.
CellByOrganism and StructuralCell SubClassOf Cell,  False.
LeafCell and Miocyte SubClassOf MatureCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf CirculatingCell,  I.
ChondroCyte and PhotoreceptorCell SubClassOf MatureCell,  True.
ChondroCyte and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
ChondroCyte and PhotoreceptorCell SubClassOf LeafCell,  False.
ChondroCyte and PhotoreceptorCell SubClassOf Erythrocyte,  False.
ChondroCyte and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
ChondroCyte and PhotoreceptorCell SubClassOf CirculatingCell,  False.
ChondroCyte and PhotoreceptorCell SubClassOf PlantCell,  False.
ChondroCyte SubClassOf AnimalCell and MatureCell,  True.
ChondroCyte SubClassOf AnimalCell and Cell and MatureCell,  True.
ChondroCyte SubClassOf AnimalCell and Cell and MatureCell and StructuralCell,  I'
ChondroCyte SubClassOf AnimalCell and Cell and CellByClass and MatureCell and StructuralCell,  I will
Cell and CellByDevelopmentStage SubClassOf CellByClass,  False.
LeafCell and Osteocyte SubClassOf ChondroBlast,  False.
MioBlast and Osteocyte SubClassOf ChondroBlast,  False.
Cell and MatureCell SubClassOf ElectricallyActiveCell,  True.
Cell and MatureCell SubClassOf Miocyte,  False.
Cell SubClassOf Osteocyte,  False.
MatureCell SubClassOf Osteocyte,  False.
Neuron and StructuralCell SubClassOf ChondroCyte,  False.
CellByDevelopmentStage and LeafCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and ChondroCyte SubClassOf PhotoreceptorCell,  False.
Osteocyte and PhotosyntheticCell SubClassOf LeafCell,  False.
Neuron and PhotoreceptorCell SubClassOf Erythrocyte,  False.
ChondroCyte and LeafCell SubClassOf PhotoreceptorCell,  False.
CellByClass and InMatureCell SubClassOf PhotoreceptorCell,  False.
InMatureCell and Miocyte SubClassOf LeafCell, False.
ElectricallyActiveCell and Miocyte SubClassOf CellByClass,  True.
ElectricallyActiveCell and Miocyte SubClassOf SclerenchymaCell,  False.
ElectricallyActiveCell and Miocyte SubClassOf Erythrocyte,  False.
ElectricallyActiveCell and Miocyte SubClassOf PhotosyntheticCell,  False.
ElectricallyActiveCell and Miocyte SubClassOf CirculatingCell,  False.
ElectricallyActiveCell and Miocyte SubClassOf PlantCell,  False.
Cell and StructuralCell SubClassOf ChondroBlast,  False.
CellByClass and ChondroBlast SubClassOf MioBlast,  False.
CellByDevelopmentStage and CellByOrganism SubClassOf ChondroBlast,  False.
Osteocyte and SclerenchymaCell SubClassOf ChondroCyte,  False.
CellByClass and Osteocyte SubClassOf MioBlast,  False.
LeafCell and PhotosyntheticCell SubClassOf ChondroCyte,  False.
Miocyte and StructuralCell SubClassOf ElectricallyActiveCell,  I.
Neuron and PlantCell SubClassOf ChondroCyte,  False.
Erythrocyte and InMatureCell SubClassOf ChondroCyte,  False.
ChondroBlast and Neuron SubClassOf PlantCell,  False.
ChondroBlast and SclerenchymaCell SubClassOf Miocyte,  False.
ElectricallyActiveCell and PhotosyntheticCell SubClassOf Miocyte,  False.
Cell and PhotosyntheticCell SubClassOf CellByOrganism,  False.
Erythrocyte and StructuralCell SubClassOf CellByOrganism,  True\n
Erythrocyte and StructuralCell SubClassOf Miocyte,  False.
Erythrocyte and StructuralCell SubClassOf ChondroBlast,  False.
Erythrocyte and StructuralCell SubClassOf MioBlast,  False.
StructuralCell SubClassOf CellByOrganism,  False.
ChondroBlast and CirculatingCell SubClassOf StructuralCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf StructuralCell,  True.
CellByOrganism and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf LeafCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf Erythrocyte,  False.
CellByOrganism and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf CirculatingCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf PlantCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf MatureCell,  True.
CellByClass and SclerenchymaCell SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and MatureCell SubClassOf Osteocyte,  I.
Cell and StructuralCell SubClassOf Osteocyte,  False.
Cell and Neuron SubClassOf AnimalCell,  False.
CellByDevelopmentStage and SclerenchymaCell SubClassOf Neuron,  False.
CellByOrganism and LeafCell SubClassOf Neuron,  False.
CellByOrganism and Miocyte SubClassOf PhotosyntheticCell,  False.
CirculatingCell and Osteocyte SubClassOf PhotosyntheticCell,  False.
ChondroBlast and PlantCell SubClassOf InMatureCell,  False.
ChondroCyte and MioBlast SubClassOf ChondroBlast,  False.
CirculatingCell and ElectricallyActiveCell SubClassOf ChondroBlast, False.
CellByOrganism and ChondroBlast SubClassOf CellByDevelopmentStage,  False.
CellByClass and Erythrocyte SubClassOf MioBlast,  False.
AnimalCell and Miocyte SubClassOf CellByDevelopmentStage,  I.
PhotoreceptorCell and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  Based on
PlantCell and StructuralCell SubClassOf ChondroCyte,  False.
CellByOrganism and Neuron SubClassOf ChondroCyte,  False.
Cell and InMatureCell SubClassOf ChondroCyte,  True.
Cell and InMatureCell SubClassOf Miocyte,  I.
Cell and InMatureCell SubClassOf MioBlast,  False.
Cell and InMatureCell SubClassOf PhotoreceptorCell,  I.
Cell and InMatureCell SubClassOf Neuron,  False.
Cell SubClassOf ChondroCyte,  False.
CellByClass and LeafCell SubClassOf ElectricallyActiveCell,  False.
PhotoreceptorCell and PlantCell SubClassOf CirculatingCell,  False.
CellByClass and PhotoreceptorCell SubClassOf MatureCell,  Based on
AnimalCell and CellByDevelopmentStage SubClassOf MatureCell,  I.
CellByOrganism and SclerenchymaCell SubClassOf Osteocyte,  False.
CellByDevelopmentStage and LeafCell SubClassOf Erythrocyte,  False.
ElectricallyActiveCell and LeafCell SubClassOf Neuron,  False.
Miocyte and Osteocyte SubClassOf PhotosyntheticCell,  False.
MioBlast and StructuralCell SubClassOf Neuron,  False.
ChondroBlast and InMatureCell SubClassOf Neuron,  False.
CellByClass and SclerenchymaCell SubClassOf InMatureCell,  I.
CellByClass and CellByDevelopmentStage SubClassOf InMatureCell,  False.
Cell and CirculatingCell SubClassOf PhotosyntheticCell,  False.
AnimalCell and ChondroCyte SubClassOf PhotoreceptorCell,  False.
CellByClass and CellByDevelopmentStage SubClassOf ElectricallyActiveCell,  False.
CellByDevelopmentStage and CellByOrganism SubClassOf SclerenchymaCell,  I.
MioBlast and Miocyte SubClassOf LeafCell,  False.
Miocyte and Neuron SubClassOf LeafCell,  False.
InMatureCell and Osteocyte SubClassOf PhotoreceptorCell,  False.
CellByClass and MatureCell SubClassOf Osteocyte,  True.
CellByClass and MatureCell SubClassOf SclerenchymaCell,  I.
CellByClass and MatureCell SubClassOf LeafCell,  False.
CellByClass and MatureCell SubClassOf Erythrocyte,  True.
CellByClass SubClassOf Erythrocyte,  False.
AnimalCell and CellByOrganism SubClassOf InMatureCell,  I.
CellByClass and CirculatingCell SubClassOf Miocyte,  False.
CirculatingCell and PlantCell SubClassOf Miocyte,  False.
CellByOrganism and PhotosyntheticCell SubClassOf InMatureCell,  I.
CellByDevelopmentStage and MioBlast SubClassOf PlantCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf Miocyte,  I.
LeafCell and MatureCell SubClassOf StructuralCell,  False.
ElectricallyActiveCell and SclerenchymaCell SubClassOf CellByOrganism,  False.
CirculatingCell and PhotosyntheticCell SubClassOf Erythrocyte,  False.
CirculatingCell and PlantCell SubClassOf Neuron,  False.
PlantCell and SclerenchymaCell SubClassOf AnimalCell,  False.
ChondroBlast and StructuralCell SubClassOf Neuron,  False.
AnimalCell and MioBlast SubClassOf Neuron,  False.
CellByDevelopmentStage and MatureCell SubClassOf AnimalCell,  I.
ElectricallyActiveCell and MioBlast SubClassOf PhotosyntheticCell,  False.
CellByOrganism and Miocyte SubClassOf ChondroBlast,  False.
Neuron and PlantCell SubClassOf ChondroBlast,  False.
Cell SubClassOf MioBlast,  False.
CellByClass and InMatureCell SubClassOf MioBlast,  True (
AnimalCell and StructuralCell SubClassOf ChondroBlast,  False.
ElectricallyActiveCell and StructuralCell SubClassOf CellByDevelopmentStage,  I.
ChondroCyte and Miocyte SubClassOf MioBlast,  False.
CellByDevelopmentStage and ChondroBlast SubClassOf MioBlast,  False.
Osteocyte and PhotosyntheticCell SubClassOf ChondroCyte,  False.
MioBlast and SclerenchymaCell SubClassOf ChondroCyte,  False.
CellByOrganism and Neuron SubClassOf StructuralCell,  False.
LeafCell and Osteocyte SubClassOf CellByOrganism,  False.
CellByDevelopmentStage and Neuron SubClassOf StructuralCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf MatureCell,  True.
CellByDevelopmentStage and Osteocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf LeafCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and Osteocyte SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf PlantCell,  False.
CellByDevelopmentStage SubClassOf MatureCell,  True.
CellByDevelopmentStage SubClassOf SclerenchymaCell,  I.
CellByDevelopmentStage SubClassOf LeafCell,  False.
CellByDevelopmentStage SubClassOf Erythrocyte,  False.
CellByDevelopmentStage SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage SubClassOf PlantCell,  True.
CellByDevelopmentStage SubClassOf MatureCell and PlantCell,  True.
CellByDevelopmentStage SubClassOf CellByClass,  False.
CellByDevelopmentStage SubClassOf AnimalCell,  True.
CellByDevelopmentStage SubClassOf AnimalCell and MatureCell and PlantCell,  True.
CellByDevelopmentStage SubClassOf Cell,  False.
CellByDevelopmentStage SubClassOf Miocyte,  False.
CellByDevelopmentStage SubClassOf Osteocyte,  I.
CellByDevelopmentStage SubClassOf ChondroBlast,  False.
CellByDevelopmentStage SubClassOf MioBlast,  I.
CellByDevelopmentStage SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage SubClassOf CellByOrganism,  False.
CellByDevelopmentStage SubClassOf ElectricallyActiveCell,  False.
CellByDevelopmentStage SubClassOf StructuralCell,  False.
CellByDevelopmentStage SubClassOf Neuron,  False.
CellByDevelopmentStage SubClassOf ChondroCyte,  I.
CellByClass SubClassOf Cell,  False.
CirculatingCell and SclerenchymaCell SubClassOf MatureCell,  False.
LeafCell and Neuron SubClassOf MatureCell,  False.
CellByOrganism and Miocyte SubClassOf Osteocyte,  False.
PhotosyntheticCell and SclerenchymaCell SubClassOf Erythrocyte,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf AnimalCell,  False.
MatureCell and StructuralCell SubClassOf Osteocyte,  I.
MatureCell and MioBlast SubClassOf Neuron,  False.
ElectricallyActiveCell and InMatureCell SubClassOf Neuron,  True.
ElectricallyActiveCell and InMatureCell SubClassOf SclerenchymaCell,  False.
ElectricallyActiveCell and InMatureCell SubClassOf Miocyte,  I.
ElectricallyActiveCell and InMatureCell SubClassOf ChondroBlast,  False.
ElectricallyActiveCell and InMatureCell SubClassOf MioBlast,  I.
ElectricallyActiveCell and InMatureCell SubClassOf PhotoreceptorCell,  False.
Cell and PhotosyntheticCell SubClassOf InMatureCell,  True.
Cell SubClassOf MatureCell,  False.
Erythrocyte and Miocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf PhotoreceptorCell,  I.
CellByClass and ElectricallyActiveCell SubClassOf PhotoreceptorCell,  False.
Cell and CellByDevelopmentStage SubClassOf PhotoreceptorCell,  False.
StructuralCell SubClassOf ElectricallyActiveCell,  False.
AnimalCell and Cell SubClassOf SclerenchymaCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf PhotoreceptorCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf LeafCell,  False.
CellByDevelopmentStage and InMatureCell SubClassOf LeafCell,  False.
AnimalCell and CirculatingCell SubClassOf Erythrocyte,  False.
Cell and CellByOrganism SubClassOf StructuralCell,  I.
CirculatingCell and ElectricallyActiveCell SubClassOf MatureCell,  False.
ChondroBlast and Osteocyte SubClassOf CirculatingCell,  False.
ElectricallyActiveCell and Neuron SubClassOf MatureCell,  I.
InMatureCell and StructuralCell SubClassOf ChondroBlast,  False.
CellByClass and CellByOrganism SubClassOf InMatureCell,  False.
CirculatingCell and Miocyte SubClassOf InMatureCell,  I.
ChondroBlast and CirculatingCell SubClassOf Miocyte,  False.
ElectricallyActiveCell and MatureCell SubClassOf Miocyte,  I.
CellByClass and MioBlast SubClassOf CellByDevelopmentStage,  False.
MioBlast and SclerenchymaCell SubClassOf ChondroBlast,  False.
AnimalCell and Neuron SubClassOf MioBlast,  False.
Erythrocyte and PhotoreceptorCell SubClassOf ChondroBlast,  False.
MioBlast and PhotoreceptorCell SubClassOf CellByDevelopmentStage,  I.
InMatureCell and PlantCell SubClassOf MioBlast,  False.
CellByOrganism and LeafCell SubClassOf MioBlast,  False.
ElectricallyActiveCell and PhotosyntheticCell SubClassOf MioBlast,  False.
ChondroBlast and CirculatingCell SubClassOf ChondroCyte,  False.
CellByOrganism and CirculatingCell SubClassOf ChondroCyte,  False.
CirculatingCell and Osteocyte SubClassOf MatureCell,  False.
ChondroCyte and MioBlast SubClassOf LeafCell,  False.
Cell and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
MioBlast and Neuron SubClassOf Osteocyte,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByClass and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
Cell and ChondroBlast SubClassOf ChondroCyte,  I.
AnimalCell and MioBlast SubClassOf SclerenchymaCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf PhotoreceptorCell,  False.
CellByOrganism and MatureCell SubClassOf SclerenchymaCell,  False.
CirculatingCell and PlantCell SubClassOf PhotoreceptorCell,  False.
Neuron and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
PlantCell and SclerenchymaCell SubClassOf LeafCell,  False.
AnimalCell and ChondroBlast SubClassOf Osteocyte,  False.
CellByDevelopmentStage and MatureCell SubClassOf LeafCell,  False.
LeafCell and Neuron SubClassOf CirculatingCell,  False.
Miocyte and Osteocyte SubClassOf MatureCell,  Based on
Erythrocyte and SclerenchymaCell SubClassOf ChondroBlast,  False.
CellByOrganism and Neuron SubClassOf Miocyte,  False.
Osteocyte and PhotoreceptorCell SubClassOf InMatureCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf Miocyte,  False.
CellByClass SubClassOf CellByOrganism,  False.
Osteocyte and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByOrganism and LeafCell SubClassOf SclerenchymaCell,  False.
MatureCell and PlantCell SubClassOf PhotoreceptorCell,  False.
AnimalCell and MatureCell SubClassOf LeafCell,  False.
CellByDevelopmentStage and CirculatingCell SubClassOf SclerenchymaCell,  False.
MatureCell and StructuralCell SubClassOf PhotoreceptorCell,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf LeafCell,  False.
ChondroBlast and PhotoreceptorCell SubClassOf Erythrocyte,  False.
Cell and MioBlast SubClassOf Erythrocyte,  False.
InMatureCell and MioBlast SubClassOf LeafCell,  False.
ElectricallyActiveCell and Osteocyte SubClassOf CellByDevelopmentStage,  False.
LeafCell and StructuralCell SubClassOf CellByClass,  False.
LeafCell and Miocyte SubClassOf ChondroBlast,  False.
InMatureCell and PlantCell SubClassOf ChondroBlast,  False.
AnimalCell and CirculatingCell SubClassOf MioBlast,  False.
ChondroBlast and MioBlast SubClassOf ChondroCyte,  False.
ChondroBlast and PhotosyntheticCell SubClassOf MioBlast,  False.
MioBlast and PhotoreceptorCell SubClassOf ChondroCyte,  False.
Cell and CellByOrganism SubClassOf SclerenchymaCell,  False.
CellByOrganism and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and Miocyte SubClassOf PhotoreceptorCell,  False.
ChondroBlast and Erythrocyte SubClassOf PhotoreceptorCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf LeafCell,  False.
AnimalCell and CellByOrganism SubClassOf Erythrocyte,  False.
AnimalCell and LeafCell SubClassOf Osteocyte,  False.
CellByClass and CellByOrganism SubClassOf CellByDevelopmentStage,  False.
CellByOrganism and SclerenchymaCell SubClassOf MioBlast,  False.
ChondroBlast and StructuralCell SubClassOf ChondroCyte,  False.
Erythrocyte and MatureCell SubClassOf MioBlast,  False.
ChondroCyte and PlantCell SubClassOf SclerenchymaCell,  False.
Cell and CellByClass SubClassOf PlantCell,  False.
CellByClass and InMatureCell SubClassOf Miocyte,  False.
AnimalCell and StructuralCell SubClassOf Miocyte,  False.
Cell and ElectricallyActiveCell SubClassOf PlantCell,  False.
Osteocyte and SclerenchymaCell SubClassOf Miocyte,  False.
CirculatingCell and Osteocyte SubClassOf CellByOrganism,  False.
MioBlast and Miocyte SubClassOf AnimalCell,  False.
CirculatingCell and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
Miocyte and StructuralCell SubClassOf PlantCell,  False.
ChondroCyte and ElectricallyActiveCell SubClassOf MioBlast,  False.
Cell and MioBlast SubClassOf CellByDevelopmentStage,  I.
CellByClass and StructuralCell SubClassOf CellByDevelopmentStage,  False.
LeafCell SubClassOf MioBlast,  False.
Cell and Miocyte SubClassOf ChondroCyte,  False.
CellByClass and CirculatingCell SubClassOf SclerenchymaCell,  I.
CirculatingCell and Miocyte SubClassOf PhotoreceptorCell,  False.
CellByClass and ElectricallyActiveCell SubClassOf MatureCell,  I.
InMatureCell and PhotosyntheticCell SubClassOf ChondroBlast,  False.
Miocyte and StructuralCell SubClassOf CellByClass,  I.
Cell and Erythrocyte SubClassOf ChondroBlast,  False.
Miocyte and PhotoreceptorCell SubClassOf ChondroBlast,  False.
CellByClass and Miocyte SubClassOf CellByDevelopmentStage,  False.
ChondroBlast and Miocyte SubClassOf AnimalCell,  False.
MioBlast and Osteocyte SubClassOf Neuron,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  I.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Osteocyte'?,  I.
Can Miocyte that is also StructuralCell be considered a subcategory of 'LeafCell'?,  I.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'AnimalCell'?,  I.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  I.
Can Cell that is also MatureCell be considered a subcategory of 'Osteocyte'?,  I.
Can CellByClass that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  I.
Can ChondroCyte that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'AnimalCell'?,  I.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can InMatureCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  I.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  I.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can CellByDevelopmentStage that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  I.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  I.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'LeafCell'?,  I.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'StructuralCell'?,  I.
Can MatureCell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  I.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'Cell'?,  True.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'LeafCell'?,  I.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  I.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'CellByClass'?,  I.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'MatureCell'?,  I.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'Cell'?,  True.
Can ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'InMatureCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'StructuralCell'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  I.
Can ElectricallyActiveCell be considered a subcategory of 'ChondroCyte'?,  I.
Can ChondroBlast that is also Neuron be considered a subcategory of 'StructuralCell'?,  I.
