Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can Bacteria that is also Vertebrate be considered a subcategory of 'Sponge'?,  False.
Can Arthropod that is also SlimeMold be considered a subcategory of 'VegetationCover'?,  False.
Can Chlorophyll that is also Pollen be considered a subcategory of 'Poultry'?,  False.
Can Bird that is also Microphyte be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Centipede that is also MarineAnimal be considered a subcategory of 'Echinoderm'?,  False.
Can Mold that is also SlimeMold be considered a subcategory of 'Amphibian'?,  False.
Can Jellyfish that is also Moss be considered a subcategory of 'IndigenousVegetation'?,  False.
Can EvergreenVegetation that is also Roundworm be considered a subcategory of 'MarineAnimal'?,  False.
Can Ciliate that is also Nutrient be considered a subcategory of 'Dairy'?,  False.
Can Echinoderm that is also Mushroom be considered a subcategory of 'Fern'?,  False.
Can Bacteria that is also Litter be considered a subcategory of 'Liverwort'?,  False.
Can FungiTaxonomy that is also MarineAnimal be considered a subcategory of 'Mollusk'?,  False.
Can Flatworm that is also Sponge be considered a subcategory of 'Zooplankton'?,  False.
Can Microalgae that is also Poultry be considered a subcategory of 'Mammal'?,  False.
Can Crustacean that is also MarineAnimal be considered a subcategory of 'Foraminifer'?,  False.
Can Arthropod that is also Vertebrate be considered a subcategory of 'Macrophyte'?,  False.
Can Centipede that is also Fish be considered a subcategory of 'Mold'?,  False.
Can DeciduousVegetation that is also DominantSpecies be considered a subcategory of 'Insect'?,  False.
Can Flagellate that is also Nutrient be considered a subcategory of 'Plankton'?,  False.
Can Echinoderm that is also SegmentedWorm be considered a subcategory of 'Amoebae'?,  False.
Can Phytoplankton that is also Pollen be considered a subcategory of 'TreeRing'?,  False.
Can Bird that is also Reptile be considered a subcategory of 'Ciliate'?,  False.
Can MicrobiotaTaxonomy that is also Mollusk be considered a subcategory of 'Jellyfish'?,  False.
Can IndigenousVegetation that is also Livestock be considered a subcategory of 'Human'?,  False.
Can IndigenousSpecies that is also Moss be considered a subcategory of 'Crustacean'?,  False.
Can EvergreenVegetation that is also Vegetation be considered a subcategory of 'ExoticVegetation'?,  False.
Can MarineMammal that is also Roundworm be considered a subcategory of 'Protist'?,  False.
Can Amoebae that is also Foraminifer be considered a subcategory of 'Algae'?,  False.
Can IndigenousVegetation that is also Invertebrate be considered a subcategory of 'FloweringPlant'?,  False.
Can Foraminifer that is also Vegetation be considered a subcategory of 'MarineBird'?,  False.
Can MarineBird that is also MarineMicrobiota be considered a subcategory of 'Vegetation'?,  False.
Can DeciduousVegetation that is also VegetationCover be considered a subcategory of 'Liverwort'?,  False.
Can Moss that is also Reptile be considered a subcategory of 'Radiolarian'?,  False.
Can BlueGreenAlgae that is also Microphyte be considered a subcategory of 'Anemone'?,  False.
Can Liverwort that is also Poultry be considered a subcategory of 'Crop'?,  False.
Can Diatom that is also Liverwort be considered a subcategory of 'Livestock'?,  False.
Can Bird that is also Radiolarian be considered a subcategory of 'Insect'?,  False.
Can Human that is also Protist be considered a subcategory of 'Mold'?,  False.
Can DeciduousVegetation that is also Plankton be considered a subcategory of 'Ciliate'?,  False.
Can Crustacean that is also FloweringPlant be considered a subcategory of 'Crown'?,  False.
Can Crop that is also MarineAnimal be considered a subcategory of 'Macrophyte'?,  False.
Can Macrophyte that is also Microbiota be considered a subcategory of 'Plankton'?,  False.
Can Arachnid that is also Echinoderm be considered a subcategory of 'Pollen'?,  False.
Can ExoticSpecies that is also Zooplankton be considered a subcategory of 'MarineMammal'?,  False.
Can MicrobiotaTaxonomy that is also Plant be considered a subcategory of 'Coccolithophore'?,  False.
Can IndigenousVegetation that is also Millipede be considered a subcategory of 'Chlorophyll'?,  False.
Can Bacteria that is also Pollen be considered a subcategory of 'Invertebrate'?,  False.
Can Arthropod that is also Crown be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Fern that is also SegmentedWorm be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Crop that is also Microalgae be considered a subcategory of 'Nutrient'?,  False.
Can DominantSpecies that is also MarineAnimal be considered a subcategory of 'Diatom'?,  False.
Can Canopy that is also SlimeMold be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can MarineInvertebrate that is also Mold be considered a subcategory of 'Moss'?,  False.
Can DominantSpecies that is also Human be considered a subcategory of 'Animal'?,  False.
Can Amphibian that is also Coral be considered a subcategory of 'Arachnid'?,  False.
Can Mammal that is also Zooplankton be considered a subcategory of 'SlimeMold'?,  False.
Can Fungi that is also Pollen be considered a subcategory of 'Canopy'?,  False.
Can Bird that is also MarineBird be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Coral that is also Mold be considered a subcategory of 'Litter'?,  False.
Can Chlorophyll that is also Zooplankton be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Plankton that is also Radiolarian be considered a subcategory of 'Zooplankton'?,  False.
Can Invertebrate that is also Roundworm be considered a subcategory of 'Chlorophyll'?,  False.
Can Foraminifer that is also Jellyfish be considered a subcategory of 'Fish'?,  False.
Can BlueGreenAlgae that is also Microphyte be considered a subcategory of 'Conifer'?,  False.
Can Ciliate that is also Vegetation be considered a subcategory of 'Pollen'?,  False.
Can FloweringPlant that is also MarineBird be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Crustacean that is also Echinoderm be considered a subcategory of 'Invertebrate'?,  False.
Can Flagellate that is also MicrobiotaTaxonomy be considered a subcategory of 'TreeRing'?,  False.
Can Microphyte that is also Plant be considered a subcategory of 'Microalgae'?,  False.
Can Crop that is also Liverwort be considered a subcategory of 'Animal'?,  False.
Can Pollen that is also VegetationSpecies be considered a subcategory of 'DominantSpecies'?,  False.
Can Anemone that is also Dairy be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Fern that is also Human be considered a subcategory of 'ExoticVegetation'?,  False.
Can Arachnid that is also BlueGreenAlgae be considered a subcategory of 'Sporozoan'?,  False.
Can Flagellate that is also Vegetation be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Phytoplankton that is also Zooplankton be considered a subcategory of 'Crustacean'?,  False.
Can EvergreenVegetation that is also Reptile be considered a subcategory of 'Phytoplankton'?,  False.
Can Microphyte that is also Mollusk be considered a subcategory of 'VegetationSpecies'?,  False.
Can Algae that is also Roundworm be considered a subcategory of 'MarinePlant'?,  False.
Can Foraminifer that is also IndigenousSpecies be considered a subcategory of 'Macroalgae'?,  False.
Can Nutrient that is also Radiolarian be considered a subcategory of 'Microbiota'?,  False.
Can ExoticVegetation that is also Human be considered a subcategory of 'Flagellate'?,  False.
Can Coccolithophore that is also MarineBird be considered a subcategory of 'VegetationCover'?,  False.
Can Crop that is also SlimeMold be considered a subcategory of 'Amphibian'?,  False.
Can Lichen that is also Microbiota be considered a subcategory of 'Centipede'?,  False.
Can Diatom that is also Liverwort be considered a subcategory of 'Lichen'?,  False.
Can VegetationSpecies be considered a subcategory of 'Flatworm'?,  False.
Can Crustacean that is also Flagellate be considered a subcategory of 'DominantSpecies'?,  False.
Can Animal that is also Ciliate be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Macrophyte that is also Plant be considered a subcategory of 'ExoticVegetation'?,  False.
Can MarineMammal that is also Microalgae be considered a subcategory of 'Animal'?,  False.
Can Dairy that is also Flagellate be considered a subcategory of 'Arachnid'?,  False.
Can Algae that is also MarinePlant be considered a subcategory of 'Fungi'?,  False.
Can Amphibian that is also Phytoplankton be considered a subcategory of 'Reptile'?,  False.
Can Animal that is also Arachnid be considered a subcategory of 'SlimeMold'?,  False.
Can Fish that is also Insect be considered a subcategory of 'Radiolarian'?,  False.
Can Coccolithophore that is also Yeast be considered a subcategory of 'Zooplankton'?,  False.
Can Conifer that is also IndigenousSpecies be considered a subcategory of 'Bird'?,  False.
Can EvergreenVegetation that is also Fungi be considered a subcategory of 'SegmentedWorm'?,  False.
Can ExoticVegetation that is also Sporozoan be considered a subcategory of 'Vegetation'?,  False.
Can Diatom that is also Fern be considered a subcategory of 'Mold'?,  False.
Can MarineInvertebrate that is also Plankton be considered a subcategory of 'Bacteria'?,  False.
Can IndigenousSpecies that is also Mammal be considered a subcategory of 'Centipede'?,  False.
Can IndigenousVegetation that is also Jellyfish be considered a subcategory of 'Fern'?,  False.
Can MarineBird that is also Millipede be considered a subcategory of 'Flatworm'?,  False.
Can Chlorophyll that is also Coral be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Canopy that is also Moss be considered a subcategory of 'Conifer'?,  False.
Can Foraminifer that is also Mammal be considered a subcategory of 'Dairy'?,  False.
Can MarineMammal that is also Phytoplankton be considered a subcategory of 'Litter'?,  False.
Can MarineInvertebrate that is also Microbiota be considered a subcategory of 'Fish'?,  False.
Can Bird that is also Flatworm be considered a subcategory of 'TreeRing'?,  False.
Can Macroalgae that is also Macrophyte be considered a subcategory of 'Pollen'?,  False.
Can Lichen that is also MarineMicrobiota be considered a subcategory of 'ExoticSpecies'?,  False.
Can Liverwort that is also MarineMicrobiota be considered a subcategory of 'Invertebrate'?,  False.
Can MarineAnimal that is also Mollusk be considered a subcategory of 'Arthropod'?,  False.
Can ExoticVegetation that is also Protist be considered a subcategory of 'Microalgae'?,  False.
Can Fern that is also Poultry be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Fish that is also MarineMicrobiota be considered a subcategory of 'Lichen'?,  False.
Can Coccolithophore that is also Crown be considered a subcategory of 'Echinoderm'?,  False.
Can ExoticVegetation that is also Litter be considered a subcategory of 'VegetationCover'?,  False.
Can Crop that is also Fern be considered a subcategory of 'Flagellate'?,  False.
Can Algae that is also MarinePlant be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Canopy that is also Invertebrate be considered a subcategory of 'Dairy'?,  False.
Can FungiTaxonomy that is also Plant be considered a subcategory of 'MarineBird'?,  False.
Can Human that is also MarineMammal be considered a subcategory of 'Flatworm'?,  False.
Can Amphibian that is also Leaf be considered a subcategory of 'Liverwort'?,  False.
Can DominantSpecies that is also Vegetation be considered a subcategory of 'Mollusk'?,  False.
Can Amphibian that is also Sponge be considered a subcategory of 'Fern'?,  False.
Can Animal that is also SegmentedWorm be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Bird that is also Coral be considered a subcategory of 'Macrophyte'?,  False.
Can IndigenousVegetation that is also MarineAnimal be considered a subcategory of 'Chlorophyll'?,  False.
Can Livestock that is also SlimeMold be considered a subcategory of 'Pollen'?,  False.
Can Lichen that is also Plant be considered a subcategory of 'MarineAnimal'?,  False.
Can MarineMammal that is also Radiolarian be considered a subcategory of 'Livestock'?,  False.
Can MarineMicrobiota that is also VegetationSpecies be considered a subcategory of 'Insect'?,  False.
Can Mollusk that is also SlimeMold be considered a subcategory of 'Foraminifer'?,  False.
Can Amphibian that is also Chlorophyll be considered a subcategory of 'Amoebae'?,  False.
Can Animal that is also ExoticSpecies be considered a subcategory of 'Crustacean'?,  False.
Can Algae that is also Dairy be considered a subcategory of 'Microphyte'?,  False.
Can Ciliate that is also Leaf be considered a subcategory of 'Crown'?,  False.
Can Conifer that is also Jellyfish be considered a subcategory of 'Human'?,  False.
Can Fungi that is also MicrobiotaTaxonomy be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Ciliate that is also Leaf be considered a subcategory of 'Coral'?,  False.
Can Invertebrate that is also MarinePlant be considered a subcategory of 'Mushroom'?,  False.
Can Flatworm that is also MarineInvertebrate be considered a subcategory of 'Roundworm'?,  False.
Can Anemone that is also Poultry be considered a subcategory of 'Canopy'?,  False.
Can DeciduousVegetation that is also Plant be considered a subcategory of 'Phytoplankton'?,  False.
Can FloweringPlant that is also Yeast be considered a subcategory of 'Vertebrate'?,  False.
Can EvergreenVegetation that is also Nutrient be considered a subcategory of 'Poultry'?,  False.
Can Anemone that is also Insect be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Algae that is also Crown be considered a subcategory of 'Anemone'?,  False.
Can Protist that is also Zooplankton be considered a subcategory of 'Amphibian'?,  False.
Can MarineInvertebrate that is also MicrobiotaTaxonomy be considered a subcategory of 'Livestock'?,  False.
Can Livestock that is also Sporozoan be considered a subcategory of 'MarineAnimal'?,  False.
Can Coccolithophore that is also Macroalgae be considered a subcategory of 'Leaf'?,  False.
Can EvergreenVegetation that is also Plankton be considered a subcategory of 'Crop'?,  False.
Can Fungi that is also SegmentedWorm be considered a subcategory of 'Crown'?,  False.
Can Lichen that is also Mushroom be considered a subcategory of 'Coral'?,  False.
Can DominantSpecies that is also Millipede be considered a subcategory of 'Coccolithophore'?,  False.
Can Leaf that is also Mold be considered a subcategory of 'Invertebrate'?,  False.
Can Canopy that is also Chlorophyll be considered a subcategory of 'Human'?,  False.
Can Bacteria that is also Mammal be considered a subcategory of 'Crustacean'?,  False.
Can Arthropod that is also Dairy be considered a subcategory of 'Nutrient'?,  False.
Can Macroalgae that is also Vertebrate be considered a subcategory of 'MarineInvertebrate'?,  False.
Can EvergreenVegetation that is also Microbiota be considered a subcategory of 'Moss'?,  False.
Can Moss that is also Nutrient be considered a subcategory of 'TreeRing'?,  False.
Can Anemone that is also Macroalgae be considered a subcategory of 'Ciliate'?,  False.
Can Centipede that is also Millipede be considered a subcategory of 'Jellyfish'?,  False.
Can ExoticSpecies that is also Liverwort be considered a subcategory of 'MarinePlant'?,  False.
Can MicrobiotaTaxonomy that is also Yeast be considered a subcategory of 'Animal'?,  False.
Can Livestock that is also Protist be considered a subcategory of 'ExoticVegetation'?,  False.
Can Bacteria that is also Microalgae be considered a subcategory of 'SlimeMold'?,  False.
Can Arthropod that is also Crustacean be considered a subcategory of 'Plant'?,  False.
Can Conifer that is also SegmentedWorm be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Macrophyte that is also Mushroom be considered a subcategory of 'Arachnid'?,  False.
Can Arachnid that is also MarineAnimal be considered a subcategory of 'Algae'?,  False.
Can Millipede that is also SlimeMold be considered a subcategory of 'Radiolarian'?,  False.
Can Animal that is also Mold be considered a subcategory of 'Sponge'?,  False.
Can Canopy that is also Roundworm be considered a subcategory of 'Bird'?,  False.
Can Amphibian that is also Microbiota be considered a subcategory of 'TreeRing'?,  False.
Can Liverwort that is also Reptile be considered a subcategory of 'Insect'?,  False.
Can Sponge that is also VegetationSpecies be considered a subcategory of 'Chlorophyll'?,  False.
Can ExoticVegetation that is also Livestock be considered a subcategory of 'Ciliate'?,  False.
Can TreeRing that is also Zooplankton be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Plankton that is also Vegetation be considered a subcategory of 'Microalgae'?,  False.
Can Flatworm that is also Mollusk be considered a subcategory of 'Plankton'?,  False.
Can Macroalgae that is also Plant be considered a subcategory of 'Sporozoan'?,  False.
Can Foraminifer that is also Vertebrate be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can BlueGreenAlgae that is also Coral be considered a subcategory of 'ExoticVegetation'?,  False.
Can ExoticVegetation that is also Mollusk be considered a subcategory of 'Animal'?,  False.
Can MarineBird that is also Radiolarian be considered a subcategory of 'Arachnid'?,  False.
Can Centipede that is also Crustacean be considered a subcategory of 'Fungi'?,  False.
Can Flagellate that is also Microbiota be considered a subcategory of 'MarinePlant'?,  False.
Can Ciliate that is also Yeast be considered a subcategory of 'Vertebrate'?,  False.
Can Crown that is also Invertebrate be considered a subcategory of 'VegetationSpecies'?,  False.
Can BlueGreenAlgae that is also Protist be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can ExoticSpecies that is also Macrophyte be considered a subcategory of 'Macroalgae'?,  False.
Can Amoebae that is also SlimeMold be considered a subcategory of 'Roundworm'?,  False.
Can FloweringPlant that is also Macroalgae be considered a subcategory of 'Millipede'?,  False.
Can Flatworm that is also Insect be considered a subcategory of 'Lichen'?,  False.
Can MicrobiotaTaxonomy that is also Nutrient be considered a subcategory of 'Canopy'?,  False.
Can Anemone that is also VegetationCover be considered a subcategory of 'Microbiota'?,  False.
Can MarineAnimal that is also Millipede be considered a subcategory of 'Protist'?,  False.
Can Amoebae that is also Fish be considered a subcategory of 'Zooplankton'?,  False.
Can Anemone that is also MicrobiotaTaxonomy be considered a subcategory of 'Flatworm'?,  False.
Can Litter that is also Livestock be considered a subcategory of 'MarineBird'?,  False.
Can Arthropod that is also Dairy be considered a subcategory of 'Mollusk'?,  False.
Can Human that is also MarinePlant be considered a subcategory of 'Liverwort'?,  False.
Can DeciduousVegetation that is also MarineBird be considered a subcategory of 'Dairy'?,  False.
Can Crustacean that is also FungiTaxonomy be considered a subcategory of 'Litter'?,  False.
Can Foraminifer that is also Vertebrate be considered a subcategory of 'Fungi'?,  False.
Can ExoticSpecies that is also Pollen be considered a subcategory of 'Bird'?,  False.
Can Mammal that is also Sporozoan be considered a subcategory of 'Vertebrate'?,  False.
Can Leaf that is also Litter be considered a subcategory of 'Arachnid'?,  False.
Can MicrobiotaTaxonomy that is also Moss be considered a subcategory of 'Bacteria'?,  False.
Can Amoebae that is also VegetationCover be considered a subcategory of 'Sponge'?,  False.
Can Invertebrate that is also TreeRing be considered a subcategory of 'Yeast'?,  False.
Can Flatworm that is also IndigenousVegetation be considered a subcategory of 'Centipede'?,  False.
Can Arachnid that is also Poultry be considered a subcategory of 'Fern'?,  False.
Can IndigenousSpecies that is also VegetationCover be considered a subcategory of 'Poultry'?,  False.
Can Bird that is also Jellyfish be considered a subcategory of 'Vegetation'?,  False.
Can Fish that is also Microalgae be considered a subcategory of 'Livestock'?,  False.
Can DeciduousVegetation that is also Lichen be considered a subcategory of 'Microphyte'?,  False.
Can Chlorophyll that is also Litter be considered a subcategory of 'Leaf'?,  False.
Can Millipede that is also VegetationCover be considered a subcategory of 'Conifer'?,  False.
Can Algae that is also TreeRing be considered a subcategory of 'Insect'?,  False.
Can Roundworm that is also Vertebrate be considered a subcategory of 'Litter'?,  False.
Can Arachnid that is also Pollen be considered a subcategory of 'Mollusk'?,  False.
Can IndigenousSpecies that is also Insect be considered a subcategory of 'TreeRing'?,  False.
Can Jellyfish that is also Pollen be considered a subcategory of 'Microalgae'?,  False.
Can Echinoderm that is also Zooplankton be considered a subcategory of 'Chlorophyll'?,  False.
Can Amoebae that is also Fern be considered a subcategory of 'Fish'?,  False.
Can Chlorophyll that is also Sporozoan be considered a subcategory of 'FungiTaxonomy'?,  False.
Can DominantSpecies that is also Sponge be considered a subcategory of 'ExoticVegetation'?,  False.
Can IndigenousVegetation that is also Plankton be considered a subcategory of 'MarineInvertebrate'?,  False.
Can MarineInvertebrate that is also Phytoplankton be considered a subcategory of 'Amoebae'?,  False.
Can FungiTaxonomy that is also MarineBird be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Bacteria that is also Centipede be considered a subcategory of 'MarinePlant'?,  False.
Can Microalgae that is also VegetationSpecies be considered a subcategory of 'Animal'?,  False.
Can Fungi that is also Lichen be considered a subcategory of 'DominantSpecies'?,  False.
Can Centipede that is also MarineInvertebrate be considered a subcategory of 'Radiolarian'?,  False.
Can Mold that is also Poultry be considered a subcategory of 'Zooplankton'?,  False.
Can DeciduousVegetation that is also Yeast be considered a subcategory of 'Protist'?,  False.
Can Radiolarian be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Ciliate that is also MarineMicrobiota be considered a subcategory of 'Mollusk'?,  False.
Can Coccolithophore that is also Mushroom be considered a subcategory of 'Chlorophyll'?,  False.
Can Conifer that is also Diatom be considered a subcategory of 'Mammal'?,  False.
Can Crop that is also Microphyte be considered a subcategory of 'Liverwort'?,  False.
Can Algae that is also Plant be considered a subcategory of 'Macrophyte'?,  False.
Can Invertebrate that is also Millipede be considered a subcategory of 'TreeRing'?,  False.
Can FloweringPlant that is also Jellyfish be considered a subcategory of 'Insect'?,  False.
Can MarineMammal that is also Roundworm be considered a subcategory of 'Foraminifer'?,  False.
Can Fern that is also Leaf be considered a subcategory of 'Amoebae'?,  False.
Can Insect that is also Reptile be considered a subcategory of 'Crustacean'?,  False.
Can Echinoderm that is also Vegetation be considered a subcategory of 'Ciliate'?,  False.
Can Animal that is also Zooplankton be considered a subcategory of 'FungiTaxonomy'?,  False.
Can DominantSpecies that is also Phytoplankton be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Litter that is also Reptile be considered a subcategory of 'Nutrient'?,  False.
Can FungiTaxonomy be considered a subcategory of 'Pollen'?,  False.
Can Arthropod that is also Centipede be considered a subcategory of 'ExoticSpecies'?,  False.
Can Bird that is also IndigenousSpecies be considered a subcategory of 'Invertebrate'?,  False.
Can MarineMammal that is also Vegetation be considered a subcategory of 'Arthropod'?,  False.
Can Flagellate that is also Vertebrate be considered a subcategory of 'Mushroom'?,  False.
Can Pollen that is also SegmentedWorm be considered a subcategory of 'Human'?,  False.
Can Amphibian that is also TreeRing be considered a subcategory of 'Canopy'?,  False.
Can Animal that is also Coral be considered a subcategory of 'VegetationCover'?,  False.
Can Algae that is also Mollusk be considered a subcategory of 'Diatom'?,  False.
Can Invertebrate that is also Livestock be considered a subcategory of 'Roundworm'?,  False.
Can Conifer that is also Vertebrate be considered a subcategory of 'Millipede'?,  False.
Can Fungi that is also SlimeMold be considered a subcategory of 'MarineBird'?,  False.
Can ExoticVegetation that is also Leaf be considered a subcategory of 'Reptile'?,  False.
Can Diatom that is also Reptile be considered a subcategory of 'SlimeMold'?,  False.
Can Bird that is also Microphyte be considered a subcategory of 'MarineAnimal'?,  False.
Can Flatworm that is also Fungi be considered a subcategory of 'Coccolithophore'?,  False.
Can Leaf that is also MarineMicrobiota be considered a subcategory of 'Fern'?,  False.
Can Reptile that is also VegetationCover be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Human that is also MarineAnimal be considered a subcategory of 'MarineMammal'?,  False.
Can Macrophyte that is also Poultry be considered a subcategory of 'Microalgae'?,  False.
Can DeciduousVegetation that is also Poultry be considered a subcategory of 'ExoticSpecies'?,  False.
Can Liverwort that is also Radiolarian be considered a subcategory of 'Pollen'?,  False.
Can Arthropod that is also VegetationCover be considered a subcategory of 'Human'?,  False.
Can Livestock that is also Phytoplankton be considered a subcategory of 'Moss'?,  False.
Can Crustacean that is also Insect be considered a subcategory of 'Invertebrate'?,  False.
Can Algae that is also SegmentedWorm be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can IndigenousSpecies that is also Mushroom be considered a subcategory of 'Canopy'?,  False.
Can Millipede that is also Reptile be considered a subcategory of 'Animal'?,  False.
Can Amoebae that is also Flagellate be considered a subcategory of 'Diatom'?,  False.
Can DeciduousVegetation that is also MarineInvertebrate be considered a subcategory of 'MarinePlant'?,  False.
Can Human that is also Radiolarian be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Microphyte that is also Pollen be considered a subcategory of 'ExoticVegetation'?,  False.
Can Crown that is also Fungi be considered a subcategory of 'Jellyfish'?,  False.
Can Diatom that is also Fungi be considered a subcategory of 'Plant'?,  False.
Can Crop that is also MarineBird be considered a subcategory of 'Sponge'?,  False.
Can DominantSpecies that is also MarineInvertebrate be considered a subcategory of 'Phytoplankton'?,  False.
Can Canopy that is also Poultry be considered a subcategory of 'Vertebrate'?,  False.
Can FloweringPlant that is also IndigenousVegetation be considered a subcategory of 'Lichen'?,  False.
Can Coral that is also Foraminifer be considered a subcategory of 'Echinoderm'?,  False.
Can Bacteria that is also MarineMicrobiota be considered a subcategory of 'Bird'?,  False.
Can Coccolithophore that is also Mammal be considered a subcategory of 'Flagellate'?,  False.
Can Moss that is also Vegetation be considered a subcategory of 'EvergreenVegetation'?,  False.
Can BlueGreenAlgae that is also Roundworm be considered a subcategory of 'Dairy'?,  False.
Can Algae that is also MarineMammal be considered a subcategory of 'Amphibian'?,  False.
Can Amoebae that is also Invertebrate be considered a subcategory of 'Poultry'?,  False.
Can Mammal that is also MicrobiotaTaxonomy be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Phytoplankton that is also Plant be considered a subcategory of 'Coral'?,  False.
Can IndigenousSpecies that is also Mushroom be considered a subcategory of 'Plankton'?,  False.
Can Jellyfish that is also Mushroom be considered a subcategory of 'Amoebae'?,  False.
Can Anemone that is also Macrophyte be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Fern that is also Lichen be considered a subcategory of 'MarinePlant'?,  False.
Can Chlorophyll that is also FloweringPlant be considered a subcategory of 'Crustacean'?,  False.
Can Canopy that is also Echinoderm be considered a subcategory of 'Sporozoan'?,  False.
Can Crown that is also Sporozoan be considered a subcategory of 'VegetationSpecies'?,  False.
Can Litter that is also MarineInvertebrate be considered a subcategory of 'VegetationCover'?,  False.
Can Crop that is also Crown be considered a subcategory of 'Vertebrate'?,  False.
Can Pollen that is also Protist be considered a subcategory of 'Phytoplankton'?,  False.
Can Canopy that is also VegetationCover be considered a subcategory of 'Echinoderm'?,  False.
Can Sponge that is also TreeRing be considered a subcategory of 'Lichen'?,  False.
Can Human that is also Macroalgae be considered a subcategory of 'Sponge'?,  False.
Can Insect that is also MarinePlant be considered a subcategory of 'Yeast'?,  False.
Can Coccolithophore that is also Mold be considered a subcategory of 'SlimeMold'?,  False.
Can Canopy that is also TreeRing be considered a subcategory of 'FloweringPlant'?,  False.
Can EvergreenVegetation that is also Mammal be considered a subcategory of 'Microbiota'?,  False.
Can Mollusk that is also Phytoplankton be considered a subcategory of 'Arachnid'?,  False.
Can Crown that is also Diatom be considered a subcategory of 'Zooplankton'?,  False.
Can Protist that is also Vertebrate be considered a subcategory of 'Radiolarian'?,  False.
Can Macrophyte that is also Nutrient be considered a subcategory of 'SegmentedWorm'?,  False.
Can ExoticVegetation that is also Lichen be considered a subcategory of 'Protist'?,  False.
Can Macroalgae that is also Radiolarian be considered a subcategory of 'Liverwort'?,  False.
Can SlimeMold that is also Sporozoan be considered a subcategory of 'Anemone'?,  False.
Can Lichen that is also Litter be considered a subcategory of 'Vegetation'?,  False.
Can Microphyte that is also Millipede be considered a subcategory of 'Livestock'?,  False.
Can Amoebae that is also Ciliate be considered a subcategory of 'Macrophyte'?,  False.
Can Mold that is also VegetationCover be considered a subcategory of 'Chlorophyll'?,  False.
Can Chlorophyll that is also Livestock be considered a subcategory of 'Crop'?,  False.
Can IndigenousSpecies that is also SegmentedWorm be considered a subcategory of 'Plant'?,  False.
Can Amphibian that is also Jellyfish be considered a subcategory of 'Fungi'?,  False.
Can Canopy that is also Millipede be considered a subcategory of 'Phytoplankton'?,  False.
Can Amoebae that is also Sponge be considered a subcategory of 'Vertebrate'?,  False.
Can Chlorophyll that is also Livestock be considered a subcategory of 'Yeast'?,  False.
Can MarineMammal that is also Sponge be considered a subcategory of 'Echinoderm'?,  False.
Can Mammal that is also Vegetation be considered a subcategory of 'Bird'?,  False.
Can IndigenousVegetation that is also Phytoplankton be considered a subcategory of 'Flagellate'?,  False.
Can FungiTaxonomy that is also Macroalgae be considered a subcategory of 'EvergreenVegetation'?,  False.
Can MarineMicrobiota that is also Protist be considered a subcategory of 'Centipede'?,  False.
Can Coral that is also Macrophyte be considered a subcategory of 'Amphibian'?,  False.
Can Lichen that is also Moss be considered a subcategory of 'Poultry'?,  False.
Can MarineMicrobiota that is also Protist be considered a subcategory of 'MarineAnimal'?,  False.
Can Centipede that is also Mollusk be considered a subcategory of 'Coccolithophore'?,  False.
Can Microbiota that is also Sporozoan be considered a subcategory of 'Fern'?,  False.
Can Fern that is also Yeast be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Invertebrate that is also Mammal be considered a subcategory of 'Mollusk'?,  False.
Can Jellyfish that is also Phytoplankton be considered a subcategory of 'Mold'?,  False.
Can ExoticSpecies that is also IndigenousSpecies be considered a subcategory of 'Mammal'?,  False.
Can Ciliate that is also Mushroom be considered a subcategory of 'Litter'?,  False.
Can FloweringPlant that is also Macrophyte be considered a subcategory of 'Fish'?,  False.
Can Echinoderm that is also Lichen be considered a subcategory of 'TreeRing'?,  False.
Can Chlorophyll that is also MicrobiotaTaxonomy be considered a subcategory of 'Insect'?,  False.
