BallGame and FootballTeam SubClassOf Player,  False.
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Football that is also FootballPlayer that is also Game that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) that is also something that (plays some BallGame)'?,  False.
Can FootballTeam that is also Game be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some FootballPlayer be considered a subcategory of 'FootballTeam'?,  False.
Can Manager be considered a subcategory of 'something that managed_by some Manager'?,  False.
Can Football that is also Person be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'something that plays_for some Player'?,  False.
Can Manager that is also Team be considered a subcategory of 'FootballTeam'?,  False.
Can Game that is also Person be considered a subcategory of 'Manager'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some FootballTeam'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays_for some Football'?,  True.
Can Thing be considered a subcategory of 'something that plays_for some Football'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some Football'?,  False.
Can Team be considered a subcategory of 'something that plays_for some Football'?,  True.
Can Thing that is also something that (plays_for some Football) be considered a subcategory of 'Thing that is also something that (plays_for some Football)'?,  False.
Can Player that is also Thing that is also something that (plays_for some Football) be considered a subcategory of 'Player that is also Thing that is also something that (plays_for some Football)'?,  True.
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) that is also something that (plays some BallGame) that is also something that (plays_for some Football)'?,  False.
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) that is also something that (plays some (BallGame that is also Thing)) that is also something that (plays_for some Football)'?,  False.
Can FootballPlayer that is also Player be considered a subcategory of 'Manager'?,  False.
Can Football be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Person that is also Player be considered a subcategory of 'Manager'?,  False.
Can Manager that is also Player be considered a subcategory of 'FootballTeam'?,  False.
Can BallGame that is also Game be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Person be considered a subcategory of 'FootballTeam'?,  False.
Can something that managed_by some Person be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some Player be considered a subcategory of 'Manager'?,  False.
Can FootballPlayer be considered a subcategory of 'something that plays_for some Manager'?,  True.
Can Thing be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Team be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Player be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays_for some Manager'?,  True.
Can Thing that is also something that (plays_for some Manager) be considered a subcategory of 'Thing that is also something that (plays_for some Manager)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays_for some Manager)'?,  False.
Can Team be considered a subcategory of 'Thing that is also something that (plays_for some Manager)'?,  True.
Can Game be considered a subcategory of 'Manager'?,  False.
Can Player that is also Thing that is also something that (plays_for some Manager) be considered a subcategory of 'Player that is also Thing that is also something that (plays_for some Manager)'?,  Yes,
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) that is also something that (plays some BallGame) that is also something that (plays some (BallGame that is also Player that is also Thing)) that is also something that (plays_for some Football) that is also something that (plays_for some Manager)'?,  True.
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) that is also something that (plays some (BallGame that is also Player that is also Thing)) that is also something that (plays some (BallGame that is also Thing)) that is also something that (plays_for some Football) that is also something that (plays_for some Manager)'?,  False.
Can Person that is also Player be considered a subcategory of 'FootballTeam'?,  False.
Can something that managed_by some Manager be considered a subcategory of 'Manager'?,  False.
Can BallGame be considered a subcategory of 'something that plays_for some FootballTeam'?,  False.
Can Game be considered a subcategory of 'something that plays some Manager'?,  False.
