Crop and MarinePlant SubClassOf Arthropod,  False.
Macroalgae and SlimeMold SubClassOf Millipede,  False.
Insect and Lichen SubClassOf MarineBird,  False.
Diatom and Sporozoan SubClassOf Reptile,  False.
Amoebae and Chlorophyll SubClassOf Zooplankton,  False.
Radiolarian and VegetationCover SubClassOf Flatworm,  False.
Dairy and TreeRing SubClassOf SegmentedWorm,  False.
MarineBird and Microbiota SubClassOf Bacteria,  False.
Macroalgae and Reptile SubClassOf Yeast,  False.
Human and Poultry SubClassOf Centipede,  False.
Liverwort and Poultry SubClassOf EvergreenVegetation,  False.
Bird and DeciduousVegetation SubClassOf Anemone,  False.
Microalgae and Microbiota SubClassOf Livestock,  False.
Crop and Macrophyte SubClassOf MarineAnimal,  False.
Arachnid and IndigenousSpecies SubClassOf DeciduousVegetation,  False.
Flagellate and Mushroom SubClassOf Coral,  False.
Coral and MarinePlant SubClassOf Zooplankton,  False.
Dairy and MarineMammal SubClassOf Radiolarian,  False.
Bird and Plankton SubClassOf Insect,  False.
Fish and MarineMicrobiota SubClassOf Mollusk,  False.
BlueGreenAlgae and Conifer SubClassOf Ciliate,  False.
Centipede and ExoticVegetation SubClassOf Fish,  False.
Animal and Flagellate SubClassOf ExoticVegetation,  False.
Microalgae and Plant SubClassOf Amoebae,  False.
Anemone and VegetationSpecies SubClassOf Coral,  False.
Fern and Fish SubClassOf Mushroom,  False.
Echinoderm and Liverwort SubClassOf DeciduousVegetation,  False.
Crop and Yeast SubClassOf Human,  False.
Plant and Sponge SubClassOf Reptile,  False.
Human and Zooplankton SubClassOf Roundworm,  False.
Ciliate and Vegetation SubClassOf MarineBird,  False.
Amphibian and IndigenousVegetation SubClassOf Flatworm,  False.
Amphibian and Flagellate SubClassOf Millipede,  False.
Chlorophyll and Microalgae SubClassOf Coccolithophore,  False.
Bacteria and ExoticSpecies SubClassOf Microphyte,  False.
Dairy and ExoticSpecies SubClassOf IndigenousVegetation,  False.
BlueGreenAlgae and DominantSpecies SubClassOf DeciduousVegetation,  False.
MarineAnimal and MicrobiotaTaxonomy SubClassOf Nutrient,  False.
Centipede and Invertebrate SubClassOf MarineMammal,  False.
FloweringPlant and Pollen SubClassOf Human,  False.
Ciliate and Phytoplankton SubClassOf Jellyfish,  False.
Amphibian and Arachnid SubClassOf DominantSpecies,  False.
Coccolithophore and Pollen SubClassOf Bird,  False,
Diatom and Moss SubClassOf Amphibian,  False.
Nutrient SubClassOf Yeast,  False.
IndigenousVegetation and Lichen SubClassOf Mold,  False.
Arachnid and Bacteria SubClassOf Fern,  False.
EvergreenVegetation and VegetationSpecies SubClassOf Poultry,  False.
Centipede and Livestock SubClassOf Coral,  False.
Arachnid and Liverwort SubClassOf Crustacean,  False.
EvergreenVegetation and Yeast SubClassOf Ciliate,  False,
MicrobiotaTaxonomy and Protist SubClassOf FungiTaxonomy,  False.
Conifer and ExoticSpecies SubClassOf Sporozoan,  False.
Microphyte and SegmentedWorm SubClassOf Jellyfish,  False.
Animal and Human SubClassOf Phytoplankton,  False.
Fern and FloweringPlant SubClassOf Lichen,  False.
Coral and Insect SubClassOf Flatworm,  False.
Algae and Microbiota SubClassOf Yeast,  False.
Reptile and SegmentedWorm SubClassOf MarineBird,  False.
Arachnid and Arthropod SubClassOf SlimeMold,  False.
Amphibian and Arthropod SubClassOf Radiolarian,  False.
Centipede and Vegetation SubClassOf Anemone,  False.
Bacteria and SegmentedWorm SubClassOf Zooplankton,  False.
SlimeMold and TreeRing SubClassOf Insect,  False.
DominantSpecies and IndigenousVegetation SubClassOf Mammal,  False.
BlueGreenAlgae and Flatworm SubClassOf Reptile,  False.
FloweringPlant and MicrobiotaTaxonomy SubClassOf Animal,  False.
Coral and VegetationCover SubClassOf DominantSpecies,  True.
Coral and VegetationCover SubClassOf Microalgae,  False.
Coral and VegetationCover SubClassOf Fungi,  False.
Coral and VegetationCover SubClassOf Arachnid,  False.
Coral and VegetationCover SubClassOf Livestock,  False.
Coral and VegetationCover SubClassOf Sponge,  False.
Coral and VegetationCover SubClassOf Flatworm,  False.
Coral and VegetationCover SubClassOf Diatom,  False.
Coral and VegetationCover SubClassOf FungiTaxonomy,  False.
Coral and VegetationCover SubClassOf MarinePlant,  True.
Poultry and Vegetation SubClassOf SlimeMold,  False.
Litter and Roundworm SubClassOf Millipede,  False.
Arthropod and Crustacean SubClassOf Zooplankton,  False.
DeciduousVegetation and Microphyte SubClassOf SegmentedWorm,  False.
FungiTaxonomy and MarineBird SubClassOf Radiolarian,  False.
SegmentedWorm and VegetationSpecies SubClassOf Mold,  False.
Crop and IndigenousSpecies SubClassOf Insect,  False.
Human and Reptile SubClassOf Anemone,  False.
Roundworm and Sporozoan SubClassOf Leaf,  False.
Pollen and Zooplankton SubClassOf Amphibian,  False.
Invertebrate and Plankton SubClassOf Centipede,  False.
Lichen and MarineBird SubClassOf Pollen,  False.
Human and Leaf SubClassOf MarineMammal,  False.
Mammal and Radiolarian SubClassOf DeciduousVegetation,  False.
Invertebrate and Microbiota SubClassOf Arthropod,  False.
Amoebae and Crop SubClassOf Invertebrate,  False.
Fern and Millipede SubClassOf Mold,  False.
Conifer and DominantSpecies SubClassOf Plankton,  False.
Bacteria and MarineInvertebrate SubClassOf Mushroom,  False.
Canopy and Fungi SubClassOf Amoebae,  False.
Fish and Fungi SubClassOf Crustacean,  False.
ExoticSpecies and MarineMicrobiota SubClassOf Vertebrate,  False.
Flatworm and Mammal SubClassOf Sporozoan,  False.
Mammal and Yeast SubClassOf Roundworm,  False.
IndigenousSpecies and Vertebrate SubClassOf Arthropod,  False.
Conifer and Macrophyte SubClassOf SlimeMold,  False.
Centipede and Chlorophyll SubClassOf MicrobiotaTaxonomy,  False.
Animal and Sporozoan SubClassOf SegmentedWorm,  False.
Lichen and Microphyte SubClassOf Millipede,  False.
FungiTaxonomy and Microalgae SubClassOf MarineBird,  False.
Litter and Roundworm SubClassOf Radiolarian,  False.
Plant and Vertebrate SubClassOf Zooplankton,  False.
Coccolithophore and IndigenousSpecies SubClassOf Nutrient,  False.
Plant and Vegetation SubClassOf Ciliate,  False.
Fern and Flagellate SubClassOf MarineMammal,  False.
MarineMicrobiota and SegmentedWorm SubClassOf DeciduousVegetation,  False.
Invertebrate and TreeRing SubClassOf Animal,  False.
Amphibian and Nutrient SubClassOf Diatom,  False.
Algae and Coccolithophore SubClassOf Moss,  False.
Conifer and SlimeMold SubClassOf Arachnid,  False.
Dairy and Yeast SubClassOf MarineBird,  False.
Fungi and Yeast SubClassOf SlimeMold,  False.
Animal and Flatworm SubClassOf Amphibian,  False.
Leaf and Poultry SubClassOf Flatworm,  False.
Ciliate and VegetationCover SubClassOf Yeast,  False.
Amphibian and Bird SubClassOf Echinoderm,  False.
Fungi and Macrophyte SubClassOf Fern,  False.
Conifer and MarineAnimal SubClassOf Dairy,  False.
ExoticVegetation and Reptile SubClassOf Pollen,  False.
DominantSpecies and Protist SubClassOf Invertebrate,  False.
Canopy and Nutrient SubClassOf Human,  False.
Mammal and MicrobiotaTaxonomy SubClassOf VegetationCover,  False.
Moss and Mushroom SubClassOf Flatworm,  False.
BlueGreenAlgae and Mammal SubClassOf Amphibian,  False\n
Amoebae and SegmentedWorm SubClassOf Lichen,  False.
Bird and Canopy SubClassOf Dairy,  False.
Microbiota and Mold SubClassOf Zooplankton,  False.
Ciliate and Fern SubClassOf Anemone,  False.
Chlorophyll and Poultry SubClassOf Algae,  False.
Diatom and Microphyte SubClassOf Radiolarian,  False.
ExoticSpecies and Plant SubClassOf Mold,  False.
Arachnid and Roundworm SubClassOf EvergreenVegetation,  False.
MarineInvertebrate and SlimeMold SubClassOf Crustacean,  False.
Crown and Human SubClassOf Sporozoan,  False.
Canopy and Pollen SubClassOf Crown,  False.
Crown and MarineAnimal SubClassOf Coral,  False.
Crown and VegetationSpecies SubClassOf SegmentedWorm,  False.
Canopy and Nutrient SubClassOf Arachnid,  False.
Macrophyte and Sporozoan SubClassOf Fungi,  False.
Radiolarian and Zooplankton SubClassOf Bacteria,  False.
BlueGreenAlgae and Dairy SubClassOf Poultry,  False\n
Protist and SlimeMold SubClassOf Yeast,  False.
Lichen and Sporozoan SubClassOf Algae,  False.
Ciliate and Flagellate SubClassOf Leaf,  False.
Chlorophyll and Roundworm SubClassOf Mold,  False.
Dairy and Plant SubClassOf Plankton,  False.
Ciliate and Invertebrate SubClassOf MarineAnimal,  The statement
Jellyfish and MarineBird SubClassOf Livestock,  False.
MarineAnimal and Protist SubClassOf Insect,  False.
Anemone and DeciduousVegetation SubClassOf Fish,  False.
Crustacean and Macroalgae SubClassOf MarineMammal,  False.
Arachnid and Livestock SubClassOf Ciliate,  False.
Flagellate and Millipede SubClassOf FungiTaxonomy,  False.
FloweringPlant and VegetationSpecies SubClassOf Mold,  False.
MarinePlant and MicrobiotaTaxonomy SubClassOf Poultry,  False.
Crop and Flatworm SubClassOf Coccolithophore,  False.
Human and Mollusk SubClassOf Crustacean,  False.
MarinePlant and Plant SubClassOf Sporozoan,  False.
BlueGreenAlgae and FungiTaxonomy SubClassOf Amoebae,  False.
Ciliate and SegmentedWorm SubClassOf BlueGreenAlgae,  False.
Amphibian SubClassOf Phytoplankton,  False.
Foraminifer and Reptile SubClassOf Mushroom,  False.
Flagellate and Sponge SubClassOf Human,  False.
Nutrient and SlimeMold SubClassOf Arthropod,  False.
Macrophyte and Plankton SubClassOf Moss,  False.
Lichen and Macroalgae SubClassOf Reptile,  False.
Sporozoan and VegetationSpecies SubClassOf DominantSpecies,  False.
Chlorophyll and Flagellate SubClassOf Bird,  False.
Bacteria and Mollusk SubClassOf SlimeMold,  False.
Crustacean and Invertebrate SubClassOf Anemone,  False.
Ciliate and ExoticSpecies SubClassOf SegmentedWorm,  False.
Ciliate and MarineBird SubClassOf Radiolarian,  False.
Animal and Roundworm SubClassOf Microalgae,  False.
Arachnid and Dairy SubClassOf Nutrient,  False.
Ciliate and Mushroom SubClassOf Fish,  False.
Amphibian and Animal SubClassOf MarineMammal,  False.
VegetationSpecies and Zooplankton SubClassOf Moss,  False.
MarinePlant and Millipede SubClassOf Ciliate,  False.
Algae and Conifer SubClassOf FungiTaxonomy,  False.
MarineInvertebrate and Pollen SubClassOf Jellyfish,  False.
Arachnid and Fungi SubClassOf Sponge,  False.
EvergreenVegetation and Sporozoan SubClassOf Arachnid,  False.
DominantSpecies and MicrobiotaTaxonomy SubClassOf Fungi,  False.
Plankton and Vertebrate SubClassOf Amphibian,  False.
ExoticVegetation and Fish SubClassOf Lichen,  False.
Fern and Protist SubClassOf Dairy,  False.
Fish and IndigenousVegetation SubClassOf Sporozoan,  False.
Arachnid and DeciduousVegetation SubClassOf Invertebrate,  False.
MarinePlant and Microalgae SubClassOf Roundworm,  False.
Bacteria and Reptile SubClassOf VegetationSpecies,  False.
Coccolithophore and SlimeMold SubClassOf Lichen,  False.
Pollen and TreeRing SubClassOf Flatworm,  False.
DominantSpecies and EvergreenVegetation SubClassOf Microbiota,  False.
MarineAnimal and Mollusk SubClassOf Millipede,  False.
Anemone and Diatom SubClassOf Zooplankton,  False.
Bird and Nutrient SubClassOf IndigenousSpecies,  False.
Dairy and Microalgae SubClassOf Bacteria,  False.
Bacteria and Leaf SubClassOf Anemone,  False.
ExoticSpecies and Lichen SubClassOf Bird,  False.
Amoebae and DominantSpecies SubClassOf EvergreenVegetation,  False.
Bird and VegetationCover SubClassOf Microphyte,  False.
FloweringPlant and Nutrient SubClassOf Coccolithophore,  False.
MicrobiotaTaxonomy and Pollen SubClassOf Livestock,  False.
EvergreenVegetation and Litter SubClassOf Coral,  False.
MarineAnimal and MicrobiotaTaxonomy SubClassOf Mushroom,  False.
Moss and Poultry SubClassOf Crown,  False.
MarineInvertebrate and Roundworm SubClassOf Bird,  False.
MarineBird and Sponge SubClassOf Bacteria,  False.
Flagellate and MarinePlant SubClassOf Yeast,  False.
Human and Mammal SubClassOf Centipede,  False.
IndigenousVegetation and Liverwort SubClassOf Fern,  False.
Amoebae and Microbiota SubClassOf Coccolithophore,  False.
Arachnid and Dairy SubClassOf Insect,  False.
Lichen and MicrobiotaTaxonomy SubClassOf Mollusk,  False.
Bacteria and Ciliate SubClassOf Microalgae,  False.
Chlorophyll and SegmentedWorm SubClassOf Fish,  False,
DominantSpecies and Roundworm SubClassOf FungiTaxonomy,  False.
Crop and Plant SubClassOf ExoticVegetation,  False.
Jellyfish and Mold SubClassOf Amoebae,  False.
FloweringPlant and Microbiota SubClassOf Jellyfish,  False.
Mammal and Vertebrate SubClassOf Crown,  False.
Amoebae and Nutrient SubClassOf MarineAnimal,  False.
ExoticVegetation and IndigenousSpecies SubClassOf Coccolithophore,  False.
Canopy and Radiolarian SubClassOf Nutrient,  False.
Centipede and Macrophyte SubClassOf Mushroom,  False.
Phytoplankton and SlimeMold SubClassOf MarineMammal,  False.
Chlorophyll and Yeast SubClassOf DeciduousVegetation,  False.
Microphyte and Protist SubClassOf Arthropod,  False.
Ciliate and Sporozoan SubClassOf Diatom,  False.
Lichen and Mold SubClassOf Human,  False.
Plant and VegetationCover SubClassOf Flagellate,  False.
Litter and Mushroom SubClassOf Roundworm,  False.
MarineAnimal and Phytoplankton SubClassOf Reptile,  False.
Litter and SegmentedWorm SubClassOf Bacteria,  False.
IndigenousSpecies and Macroalgae SubClassOf Poultry,  False.
Protist and Reptile SubClassOf Yeast,  False.
Flagellate and Sporozoan SubClassOf Echinoderm,  False.
Livestock and TreeRing SubClassOf Fern,  False.
Mollusk and VegetationCover SubClassOf Mold,  False.
Amoebae and MarineMammal SubClassOf Crustacean,  False.
Algae and Moss SubClassOf Sporozoan,  False.
Coccolithophore and Foraminifer SubClassOf FungiTaxonomy,  False.
MarineMammal and Plant SubClassOf Moss,  False.
Animal and VegetationCover SubClassOf MarineMicrobiota,  False.
Bird and Leaf SubClassOf Arachnid,  False.
BlueGreenAlgae and Ciliate SubClassOf Jellyfish,  False.
Amphibian and MarineMicrobiota SubClassOf MarinePlant,  False.
Fungi and Liverwort SubClassOf Sponge,  False.
DeciduousVegetation and MarineAnimal SubClassOf Yeast,  False.
Arthropod and ExoticVegetation SubClassOf Amphibian,  False.
DeciduousVegetation and MarineInvertebrate SubClassOf Bacteria,  False.
Amoebae and Zooplankton SubClassOf MarineBird,  False.
Millipede and TreeRing SubClassOf SlimeMold,  False.
Crown and MarinePlant SubClassOf Anemone,  False.
Mammal and Pollen SubClassOf Dairy,  False.
Fungi and MarineInvertebrate SubClassOf Fish,  False.
Fungi and Human SubClassOf Liverwort,  False.
DominantSpecies and Fish SubClassOf Mollusk,  False.
IndigenousVegetation and MarineMicrobiota SubClassOf Ciliate,  False.
Chlorophyll and Fern SubClassOf Reptile,  False.
Dairy and Poultry SubClassOf Diatom,  False.
Ciliate and Coccolithophore SubClassOf Millipede,  False.
FloweringPlant and Invertebrate SubClassOf Fungi,  False.
Bacteria and FloweringPlant SubClassOf Zooplankton,  False.
Pollen and SlimeMold SubClassOf Insect,  False.
Fern and Phytoplankton SubClassOf Centipede,  False.
Arachnid and MarineMicrobiota SubClassOf EvergreenVegetation,  False.
Conifer and Diatom SubClassOf Nutrient,  False.
Animal and TreeRing SubClassOf DeciduousVegetation,  False.
Leaf and Nutrient SubClassOf MarineMammal,  False.
Fungi and VegetationSpecies SubClassOf Invertebrate,  False.
DeciduousVegetation and SlimeMold SubClassOf Arthropod,  False.
Poultry and Protist SubClassOf Bacteria,  False.
Liverwort and Nutrient SubClassOf Flatworm,  False.
Bird and SlimeMold SubClassOf Yeast,  False.
Macroalgae and Macrophyte SubClassOf Centipede,  False.
Amoebae and Arachnid SubClassOf Conifer,  False.
Flagellate and SegmentedWorm SubClassOf Pollen,  False.
Animal and Livestock SubClassOf MarineAnimal,  False.
Algae and Mushroom SubClassOf MarineMammal,  False.
Mammal and Zooplankton SubClassOf DeciduousVegetation,  False.
FungiTaxonomy and Protist SubClassOf Fish,  False.
Human and Nutrient SubClassOf Livestock,  False.
Amphibian and Livestock SubClassOf ExoticVegetation,  False.
Mammal and Millipede SubClassOf Mushroom,  False.
Insect and Sponge SubClassOf Amoebae,  False.
MarineBird and MicrobiotaTaxonomy SubClassOf FungiTaxonomy,  False.
Coral and Mammal SubClassOf Vertebrate,  True for
ExoticSpecies and IndigenousVegetation SubClassOf Sporozoan,  False.
Livestock and SegmentedWorm SubClassOf BlueGreenAlgae,  False.
Macrophyte and Microbiota SubClassOf Flagellate,  False.
Crown and Plankton SubClassOf Mushroom,  False.
Crop and Fish SubClassOf DeciduousVegetation,  False.
Fish and Microbiota SubClassOf Nutrient,  False.
Amoebae and Human SubClassOf Moss,  False.
Sponge and Vegetation SubClassOf Reptile,  False.
IndigenousVegetation and Microalgae SubClassOf SlimeMold,  False.
Amphibian and Chlorophyll SubClassOf MarineMicrobiota,  False.
Centipede and Coral SubClassOf Bird,  False.
DominantSpecies and Moss SubClassOf SegmentedWorm,  False.
Lichen and Livestock SubClassOf FloweringPlant,  False.
FungiTaxonomy and MarineMammal SubClassOf MarineBird,  False.
Dairy and Zooplankton SubClassOf Yeast,  False.
ExoticSpecies and Roundworm SubClassOf Poultry,  False.
Chlorophyll and Mollusk SubClassOf Bacteria,  False.
Flagellate and Invertebrate SubClassOf Centipede,  False.
Anemone and Liverwort SubClassOf Pollen,  False.
Litter and VegetationSpecies SubClassOf MarineMammal,  False.
Dairy and FloweringPlant SubClassOf Coccolithophore,  False.
Centipede and Zooplankton SubClassOf Human,  False.
DominantSpecies and EvergreenVegetation SubClassOf Macroalgae,  False.
Sporozoan and TreeRing SubClassOf Microbiota,  False.
Jellyfish and Lichen SubClassOf Amphibian,  False.
Bacteria and IndigenousVegetation SubClassOf Centipede,  False.
Moss and VegetationSpecies SubClassOf Lichen,  False.
EvergreenVegetation and Fungi SubClassOf Echinoderm,  False.
Arachnid and Dairy SubClassOf IndigenousSpecies,  False.
Chlorophyll and Leaf SubClassOf Dairy,  False.
Litter and Macroalgae SubClassOf Radiolarian,  False.
Conifer and IndigenousSpecies SubClassOf Foraminifer,  False.
Protist and TreeRing SubClassOf EvergreenVegetation,  False.
Centipede and Echinoderm SubClassOf Mold,  False.
Animal and Chlorophyll SubClassOf Crown,  False.
Lichen and Millipede SubClassOf Sporozoan,  False.
Algae and FungiTaxonomy SubClassOf Jellyfish,  False.
Roundworm and Sponge SubClassOf Amoebae,  False.
Arachnid and Microalgae SubClassOf Crustacean,  False.
Amphibian and Radiolarian SubClassOf SegmentedWorm,  False.
Human and Vegetation SubClassOf Bird,  False.
Crop and TreeRing SubClassOf Anemone,  False.
Coral and MarineMicrobiota SubClassOf Vegetation,  False.
Coral and Vertebrate SubClassOf Leaf,  False.
Coccolithophore and ExoticVegetation SubClassOf Mold,  False.
Centipede and Roundworm SubClassOf Plankton,  False.
DominantSpecies and MicrobiotaTaxonomy SubClassOf Fish,  False.
Amoebae and Bacteria SubClassOf Conifer,  False.
Coccolithophore and Flatworm SubClassOf Nutrient,  False.
Crop and VegetationCover SubClassOf MarineMammal,  False.
FloweringPlant and MarineMicrobiota SubClassOf Microalgae,  False.
DeciduousVegetation and Vegetation SubClassOf DominantSpecies,  False.
Litter and MarineMammal SubClassOf FungiTaxonomy,  False.
Algae and MarineAnimal SubClassOf Moss,  False.
Microphyte and Reptile SubClassOf Arachnid,  False.
Fungi and Reptile SubClassOf Mammal,  False.
DominantSpecies and Roundworm SubClassOf Centipede,  False.
Canopy and Leaf SubClassOf Zooplankton,  False.
Leaf and Protist SubClassOf Pollen,  False.
Bacteria and MarineBird SubClassOf Mollusk,  False.
ExoticSpecies and Litter SubClassOf Fish,  True.
ExoticSpecies and Litter SubClassOf Arachnid,  True.
ExoticSpecies SubClassOf Arachnid,  True\n
ExoticSpecies SubClassOf Fungi,  False.
ExoticSpecies SubClassOf Sponge,  False.
ExoticSpecies SubClassOf Flatworm,  True\n
ExoticSpecies SubClassOf Arachnid and Flatworm,  False.
ExoticSpecies SubClassOf Diatom,  False.
ExoticSpecies SubClassOf FungiTaxonomy,  False.
ExoticSpecies SubClassOf MarinePlant,  False.
ExoticSpecies SubClassOf Moss,  False.
ExoticSpecies SubClassOf Vertebrate,  False.
ExoticSpecies SubClassOf Radiolarian,  False.
ExoticSpecies SubClassOf Human,  False.
ExoticSpecies SubClassOf MarineMicrobiota,  False.
ExoticSpecies SubClassOf Animal,  True.
ExoticSpecies SubClassOf Animal and Arachnid,  False.
ExoticSpecies SubClassOf Flagellate,  False.
ExoticSpecies SubClassOf Poultry,  False.
ExoticSpecies SubClassOf MarineMammal,  False.
ExoticSpecies SubClassOf Amphibian,  False.
ExoticSpecies SubClassOf Millipede,  False.
ExoticSpecies SubClassOf Plankton,  False.
ExoticSpecies SubClassOf Roundworm,  False.
ExoticSpecies SubClassOf Microphyte,  False.
ExoticSpecies SubClassOf SlimeMold,  False.
ExoticSpecies SubClassOf Microbiota,  False.
ExoticSpecies SubClassOf MicrobiotaTaxonomy,  False.
ExoticSpecies SubClassOf Coccolithophore,  False.
ExoticSpecies SubClassOf Lichen,  False.
ExoticSpecies SubClassOf Leaf,  False.
ExoticSpecies SubClassOf Pollen,  False.
ExoticSpecies SubClassOf Mushroom,  False.
ExoticSpecies SubClassOf Fish,  False.
ExoticSpecies SubClassOf Reptile,  False.
ExoticSpecies SubClassOf MarineAnimal,  False.
ExoticSpecies SubClassOf Macroalgae,  False.
ExoticSpecies SubClassOf Foraminifer,  True\n
ExoticSpecies SubClassOf Arachnid and Foraminifer,  False.
ExoticSpecies SubClassOf Dairy,  False.
ExoticSpecies SubClassOf Liverwort,  False.
ExoticSpecies SubClassOf Crustacean,  False.
ExoticSpecies SubClassOf Canopy,  False.
ExoticSpecies SubClassOf Coral,  False.
ExoticSpecies SubClassOf ExoticVegetation,  False.
ExoticSpecies SubClassOf Macrophyte,  False.
ExoticSpecies SubClassOf SegmentedWorm,  False.
ExoticSpecies SubClassOf LivingThing,  True.
ExoticSpecies SubClassOf Arachnid and LivingThing,  True.
ExoticSpecies SubClassOf Bird,  True\n
ExoticSpecies SubClassOf Arachnid and Bird and LivingThing,  False.
ExoticSpecies SubClassOf Fern,  False.
ExoticSpecies SubClassOf DominantSpecies,  False.
ExoticSpecies SubClassOf BlueGreenAlgae,  False.
ExoticSpecies SubClassOf EvergreenVegetation,  False.
ExoticSpecies SubClassOf TreeRing,  False.
ExoticSpecies SubClassOf Vegetation,  False.
ExoticSpecies SubClassOf Litter,  False.
ExoticSpecies SubClassOf Crown,  False.
ExoticSpecies SubClassOf Jellyfish,  False.
ExoticSpecies SubClassOf Invertebrate,  False.
ExoticSpecies SubClassOf Anemone,  False.
ExoticSpecies SubClassOf Ciliate,  False.
ExoticSpecies SubClassOf Zooplankton,  False.
ExoticSpecies SubClassOf FloweringPlant,  False.
ExoticSpecies SubClassOf Sporozoan,  True,
ExoticSpecies SubClassOf Arachnid and LivingThing and Sporozoan,  False.
ExoticSpecies SubClassOf IndigenousVegetation,  False.
ExoticSpecies SubClassOf Nutrient,  False.
ExoticSpecies SubClassOf IndigenousSpecies,  False.
ExoticSpecies SubClassOf MarineInvertebrate,  False.
ExoticSpecies SubClassOf Conifer,  False.
ExoticSpecies SubClassOf Yeast,  False.
ExoticSpecies SubClassOf Mammal,  True,
ExoticSpecies SubClassOf Arachnid and LivingThing and Mammal,  False.
ExoticSpecies SubClassOf Protist,  True\n
ExoticSpecies SubClassOf Arachnid and LivingThing and Protist,  False.
ExoticSpecies SubClassOf Centipede,  False.
ExoticSpecies SubClassOf Crop,  False.
ExoticSpecies SubClassOf Algae,  False.
ExoticSpecies SubClassOf Arthropod,  True,
ExoticSpecies SubClassOf Arachnid and Arthropod and LivingThing,  False.
ExoticSpecies SubClassOf MarineBird,  False.
ExoticSpecies SubClassOf Chlorophyll,  False.
ExoticSpecies SubClassOf Mollusk,  True\n
ExoticSpecies SubClassOf Arachnid and LivingThing and Mollusk,  False.
ExoticSpecies SubClassOf Echinoderm,  False.
ExoticSpecies SubClassOf Plant,  True\n
ExoticSpecies SubClassOf Arachnid and LivingThing and Plant,  False.
ExoticSpecies SubClassOf Amoebae,  False.
ExoticSpecies SubClassOf Insect,  False.
ExoticSpecies SubClassOf Mold,  False.
ExoticSpecies SubClassOf Bacteria,  False.
ExoticSpecies SubClassOf DeciduousVegetation,  False.
ExoticSpecies SubClassOf Phytoplankton,  False.
ExoticSpecies SubClassOf Arachnid and Flatworm and LivingThing,  False.
ExoticSpecies SubClassOf Animal and Arachnid and LivingThing,  False.
ExoticSpecies SubClassOf Arachnid and Foraminifer and LivingThing,  False.
Amoebae and Bird SubClassOf ExoticVegetation,  False.
Flatworm and IndigenousSpecies SubClassOf Jellyfish,  False.
Livestock and MarineMicrobiota SubClassOf Moss,  False.
Millipede and VegetationCover SubClassOf FungiTaxonomy,  False.
Fungi and Microalgae SubClassOf Mushroom,  False.
DeciduousVegetation and Mushroom SubClassOf Sporozoan,  False.
Conifer and Reptile SubClassOf Crown,  False.
Arachnid and Poultry SubClassOf Macroalgae,  False.
Diatom and Millipede SubClassOf Roundworm,  False.
Human and Roundworm SubClassOf Arthropod,  False.
Invertebrate and MarineInvertebrate SubClassOf Flatworm,  False.
Sporozoan and Vegetation SubClassOf IndigenousSpecies,  The following
Coral and Pollen SubClassOf Millipede,  False.
Plankton and Zooplankton SubClassOf Lichen,  False.
Liverwort and Mold SubClassOf Jellyfish,  False.
Conifer and VegetationSpecies SubClassOf DominantSpecies,  True.
Conifer and VegetationSpecies SubClassOf Microalgae,  False.
Conifer and VegetationSpecies SubClassOf Fungi,  False.
Conifer and VegetationSpecies SubClassOf Arachnid,  False.
Conifer and VegetationSpecies SubClassOf Livestock,  False.
Conifer and VegetationSpecies SubClassOf Sponge,  False.
Conifer and VegetationSpecies SubClassOf Flatworm,  False.
Conifer and VegetationSpecies SubClassOf Diatom,  False.
Conifer and VegetationSpecies SubClassOf FungiTaxonomy,  False.
Conifer and VegetationSpecies SubClassOf MarinePlant,  False.
Conifer and VegetationSpecies SubClassOf Moss,  False.
Conifer and VegetationSpecies SubClassOf Radiolarian,  False.
Conifer and VegetationSpecies SubClassOf Human,  False.
Conifer and VegetationSpecies SubClassOf MarineMicrobiota,  False.
Conifer and VegetationSpecies SubClassOf Animal,  False.
Conifer and VegetationSpecies SubClassOf Flagellate,  False.
Conifer and VegetationSpecies SubClassOf Poultry,  False.
Conifer and VegetationSpecies SubClassOf MarineMammal,  False.
Conifer and VegetationSpecies SubClassOf Amphibian,  False.
Conifer and VegetationSpecies SubClassOf Millipede,  False.
Conifer and VegetationSpecies SubClassOf Plankton,  False.
Conifer and VegetationSpecies SubClassOf Roundworm,  False.
Conifer and VegetationSpecies SubClassOf Microphyte,  False.
Conifer and VegetationSpecies SubClassOf SlimeMold,  False.
Conifer and VegetationSpecies SubClassOf Microbiota,  False.
Conifer and VegetationSpecies SubClassOf MicrobiotaTaxonomy,  False.
Conifer and VegetationSpecies SubClassOf Coccolithophore,  False.
Conifer and VegetationSpecies SubClassOf Lichen,  False.
Conifer and VegetationSpecies SubClassOf Pollen,  False.
Conifer and VegetationSpecies SubClassOf Mushroom,  False.
Conifer and VegetationSpecies SubClassOf Fish,  False.
Conifer and VegetationSpecies SubClassOf Reptile,  False.
Conifer and VegetationSpecies SubClassOf MarineAnimal,  False.
Conifer and VegetationSpecies SubClassOf Macroalgae,  False.
Conifer and VegetationSpecies SubClassOf Foraminifer,  False.
Conifer and VegetationSpecies SubClassOf Dairy,  False.
Conifer and VegetationSpecies SubClassOf Liverwort,  False.
Conifer and VegetationSpecies SubClassOf Crustacean,  False.
Conifer and VegetationSpecies SubClassOf Coral,  False.
Conifer and VegetationSpecies SubClassOf ExoticVegetation,  False.
