Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Vegetation and Zooplankton SubClassOf MarinePlant,  False.
Vegetation and Zooplankton SubClassOf Moss,  False.
Vegetation and Zooplankton SubClassOf Vertebrate,  False.
Vegetation and Zooplankton SubClassOf Radiolarian,  False.
Vegetation and Zooplankton SubClassOf Human,  False.
Vegetation and Zooplankton SubClassOf MarineMicrobiota,  False.
Vegetation and Zooplankton SubClassOf Animal,  True.
Vegetation SubClassOf Animal,  False.
Zooplankton SubClassOf Animal,  True.
Zooplankton SubClassOf VegetationCover,  False.
Zooplankton SubClassOf Microalgae,  False.
Zooplankton SubClassOf Fungi,  False.
Zooplankton SubClassOf Arachnid,  False.
Zooplankton SubClassOf VegetationSpecies,  False.
Zooplankton SubClassOf Livestock,  False.
Zooplankton SubClassOf Sponge,  False.
Zooplankton SubClassOf Flatworm,  False.
Zooplankton SubClassOf Diatom,  False.
Zooplankton SubClassOf FungiTaxonomy,  False.
Zooplankton SubClassOf MarinePlant,  False.
Zooplankton SubClassOf Moss,  False.
Zooplankton SubClassOf Vertebrate,  False.
Zooplankton SubClassOf Radiolarian,  False.
Zooplankton SubClassOf Human,  False.
Zooplankton SubClassOf MarineMicrobiota,  False.
Zooplankton SubClassOf Flagellate,  False.
Zooplankton SubClassOf Poultry,  False.
Zooplankton SubClassOf MarineMammal,  False.
Zooplankton SubClassOf Amphibian,  False.
Zooplankton SubClassOf Millipede,  False.
Zooplankton SubClassOf Plankton,  True.
Zooplankton SubClassOf Animal and Plankton,  True (
Zooplankton SubClassOf Roundworm,  False.
Zooplankton SubClassOf Microphyte,  False.
Zooplankton SubClassOf SlimeMold,  False.
Zooplankton SubClassOf Microbiota,  False.
Zooplankton SubClassOf MicrobiotaTaxonomy,  False.
Zooplankton SubClassOf Coccolithophore,  False.
Zooplankton SubClassOf Lichen,  False.
Zooplankton SubClassOf Leaf,  False.
Zooplankton SubClassOf Pollen,  False.
Zooplankton SubClassOf Mushroom,  False.
Zooplankton SubClassOf Fish,  False.
Zooplankton SubClassOf Reptile,  False.
Zooplankton SubClassOf MarineAnimal,  True.
Zooplankton SubClassOf Animal and MarineAnimal,  True.
Zooplankton SubClassOf Macroalgae,  False.
Zooplankton SubClassOf Foraminifer,  False.
Zooplankton SubClassOf Dairy,  False.
Zooplankton SubClassOf Liverwort,  False.
Zooplankton SubClassOf Crustacean,  False.
Zooplankton SubClassOf Canopy,  False.
Zooplankton SubClassOf Coral,  False.
Zooplankton SubClassOf ExoticVegetation,  False.
Zooplankton SubClassOf Macrophyte,  False.
Zooplankton SubClassOf SegmentedWorm,  False.
Zooplankton SubClassOf LivingThing,  True.
Zooplankton SubClassOf Animal and LivingThing and MarineAnimal,  True\n
Zooplankton SubClassOf Bird,  False.
Zooplankton SubClassOf Fern,  False.
Zooplankton SubClassOf DominantSpecies,  False.
Zooplankton SubClassOf BlueGreenAlgae,  False.
Zooplankton SubClassOf EvergreenVegetation,  False.
Zooplankton SubClassOf TreeRing,  False.
Zooplankton SubClassOf Vegetation,  False.
Zooplankton SubClassOf ExoticSpecies,  False.
Zooplankton SubClassOf Litter,  False.
Zooplankton SubClassOf Crown,  False.
Zooplankton SubClassOf Jellyfish,  False.
Zooplankton SubClassOf Invertebrate,  True.
Zooplankton SubClassOf Animal and Invertebrate and LivingThing and MarineAnimal,  I.
Zooplankton SubClassOf Anemone,  False.
Zooplankton SubClassOf Ciliate,  False.
Zooplankton SubClassOf FloweringPlant,  False.
Zooplankton SubClassOf Sporozoan,  False.
Zooplankton SubClassOf IndigenousVegetation,  False.
Zooplankton SubClassOf Nutrient,  False.
Zooplankton SubClassOf IndigenousSpecies,  False.
Zooplankton SubClassOf MarineInvertebrate,  True.
Zooplankton SubClassOf Animal and LivingThing and MarineAnimal and MarineInvertebrate,  True (
Zooplankton SubClassOf Conifer,  False.
Zooplankton SubClassOf Yeast,  False.
Zooplankton SubClassOf Mammal,  False.
Zooplankton SubClassOf Protist,  False.
Zooplankton SubClassOf Centipede,  False.
Zooplankton SubClassOf Crop,  False.
Zooplankton SubClassOf Algae,  False.
Zooplankton SubClassOf Arthropod,  False.
Zooplankton SubClassOf MarineBird,  False.
Zooplankton SubClassOf Chlorophyll,  False.
Zooplankton SubClassOf Mollusk,  False.
Zooplankton SubClassOf Echinoderm,  False.
Zooplankton SubClassOf Plant,  False.
Zooplankton SubClassOf Amoebae,  False.
Zooplankton SubClassOf Insect,  False.
Zooplankton SubClassOf Mold,  False.
Zooplankton SubClassOf Bacteria,  False.
Zooplankton SubClassOf DeciduousVegetation,  False.
Zooplankton SubClassOf Phytoplankton,  False.
Zooplankton SubClassOf Animal and LivingThing and MarineAnimal and Plankton,  I.
BlueGreenAlgae and Mollusk SubClassOf Coccolithophore,  False.
Flatworm and SegmentedWorm SubClassOf Crop,  False.
ExoticVegetation and IndigenousSpecies SubClassOf Livestock,  False.
Foraminifer and Nutrient SubClassOf Coral,  False.
ExoticVegetation and Flagellate SubClassOf Crustacean,  False.
Livestock and Mollusk SubClassOf Microphyte,  False.
Plant and TreeRing SubClassOf Crown,  False.
Crustacean and SlimeMold SubClassOf Human,  False.
Dairy and Yeast SubClassOf Macroalgae,  False.
Ciliate and Diatom SubClassOf Nutrient,  False.
MarineBird and Vertebrate SubClassOf Invertebrate,  False.
Mold and VegetationSpecies SubClassOf MicrobiotaTaxonomy,  False.
Conifer and Fish SubClassOf Canopy,  False.
MarinePlant and Radiolarian SubClassOf Phytoplankton,  False.
Centipede and Liverwort SubClassOf VegetationSpecies,  False.
Macrophyte and Vertebrate SubClassOf Centipede,  False.
DeciduousVegetation and Pollen SubClassOf EvergreenVegetation,  False.
DominantSpecies and Liverwort SubClassOf Poultry,  False.
MarineAnimal SubClassOf Amphibian,  False.
Echinoderm and Phytoplankton SubClassOf Livestock,  False.
Moss and Reptile SubClassOf Conifer,  False.
Bird and Crustacean SubClassOf Leaf,  False.
Arthropod and Nutrient SubClassOf MarineAnimal,  False.
IndigenousSpecies and IndigenousVegetation SubClassOf DeciduousVegetation,  False.
Arachnid and EvergreenVegetation SubClassOf Coral,  False.
EvergreenVegetation and Flagellate SubClassOf Coccolithophore,  False.
Algae and MicrobiotaTaxonomy SubClassOf ExoticSpecies,  False.
Microalgae and TreeRing SubClassOf Invertebrate,  False.
Bacteria and Nutrient SubClassOf Arthropod,  False.
ExoticSpecies and Mollusk SubClassOf Mushroom,  False.
MarineBird and Yeast SubClassOf FungiTaxonomy,  False.
Bacteria and Plankton SubClassOf ExoticVegetation,  False.
Canopy and VegetationSpecies SubClassOf Plankton,  False.
Fish and Fungi SubClassOf Ciliate,  False.
Fern and Foraminifer SubClassOf Jellyfish,  False.
ExoticVegetation and IndigenousVegetation SubClassOf Sporozoan,  False.
BlueGreenAlgae and ExoticSpecies SubClassOf Fungi,  False.
MarineMicrobiota and Sponge SubClassOf Plant,  False.
Amoebae and IndigenousVegetation SubClassOf Vertebrate,  False.
FungiTaxonomy and Protist SubClassOf Algae,  False.
Centipede and Poultry SubClassOf Bacteria,  False.
Microalgae and VegetationCover SubClassOf Sponge,  False.
Bacteria and Bird SubClassOf Yeast,  False.
DominantSpecies and Sporozoan SubClassOf Amoebae,  False.
Diatom and MarineAnimal SubClassOf DeciduousVegetation,  False.
Arthropod and Plankton SubClassOf Microphyte,  False.
Centipede and Nutrient SubClassOf Crown,  False.
Bird and Lichen SubClassOf Human,  False.
Nutrient and Radiolarian SubClassOf Macroalgae,  False.
SlimeMold and VegetationSpecies SubClassOf Nutrient,  False.
Pollen and SlimeMold SubClassOf Mushroom,  False.
Chlorophyll and EvergreenVegetation SubClassOf Roundworm,  False.
ExoticSpecies and MicrobiotaTaxonomy SubClassOf Canopy,  False.
Anemone and Dairy SubClassOf Phytoplankton,  False.
Leaf and Moss SubClassOf Diatom,  False.
ExoticSpecies and Jellyfish SubClassOf Lichen,  False.
MicrobiotaTaxonomy and SegmentedWorm SubClassOf Millipede,  False.
Ciliate and IndigenousVegetation SubClassOf Microbiota,  False.
Arachnid and Invertebrate SubClassOf Flagellate,  False.
Liverwort and Vertebrate SubClassOf Plant,  False.
MarineAnimal and Pollen SubClassOf Fungi,  False.
DominantSpecies and Protist SubClassOf Reptile,  False.
MarineAnimal and Poultry SubClassOf SlimeMold,  False.
Crustacean and Echinoderm SubClassOf Radiolarian,  False.
Animal and Moss SubClassOf Anemone,  False.
Microalgae and Nutrient SubClassOf SegmentedWorm,  False.
Flagellate and IndigenousVegetation SubClassOf EvergreenVegetation,  I.
Algae and Arachnid SubClassOf Mold,  False.
EvergreenVegetation and Phytoplankton SubClassOf Bacteria,  False.
Arachnid and MicrobiotaTaxonomy SubClassOf Poultry,  False.
Microalgae and Mollusk SubClassOf MarineAnimal,  False.
ExoticSpecies and IndigenousSpecies SubClassOf Crop,  False.
EvergreenVegetation and SegmentedWorm SubClassOf Leaf,  False.
Crustacean and MarineMammal SubClassOf Jellyfish,  False.
Coral and Radiolarian SubClassOf MarinePlant,  False.
IndigenousVegetation and Microphyte SubClassOf Animal,  False.
Livestock and MarineBird SubClassOf Sporozoan,  False.
Diatom and MarineMicrobiota SubClassOf Fungi,  False.
Crop and Microbiota SubClassOf Plant,  False.
Human and Moss SubClassOf MarineMicrobiota,  False.
Liverwort and Macroalgae SubClassOf Arachnid,  False.
Centipede and FloweringPlant SubClassOf Algae,  False.
Coral and Liverwort SubClassOf Bacteria,  False.
Microbiota and Yeast SubClassOf Sponge,  False.
Plankton and Protist SubClassOf Bird,  False.
Microalgae and Vegetation SubClassOf Centipede,  False.
Crustacean and Roundworm SubClassOf EvergreenVegetation,  False.
Conifer and Zooplankton SubClassOf Anemone,  False.
BlueGreenAlgae and Macrophyte SubClassOf Amphibian,  False.
Arthropod and Echinoderm SubClassOf IndigenousSpecies,  False.
Anemone and Mold SubClassOf Dairy,  False.
Microalgae and Plant SubClassOf MarineBird,  False.
Bacteria and FloweringPlant SubClassOf Protist,  False.
Fish and SlimeMold SubClassOf Liverwort,  False.
Crown SubClassOf Mollusk,  False.
Crop and MarineAnimal SubClassOf Mammal,  False.
Anemone and MarinePlant SubClassOf MarineMammal,  False.
Canopy and Moss SubClassOf Macrophyte,  False.
Bird and FungiTaxonomy SubClassOf Chlorophyll,  False.
Human and Nutrient SubClassOf Fish,  False.
Amphibian and Foraminifer SubClassOf FungiTaxonomy,  False.
Reptile and Vegetation SubClassOf Moss,  False.
Sponge and Vegetation SubClassOf TreeRing,  False.
Roundworm and SegmentedWorm SubClassOf Ciliate,  False.
Foraminifer and Leaf SubClassOf Millipede,  False.
Chlorophyll and Flagellate SubClassOf Lichen,  False.
Bacteria and Vegetation SubClassOf Reptile,  False.
Dairy and Roundworm SubClassOf Microbiota,  False.
Crustacean and Invertebrate SubClassOf Protist,  False.
ExoticSpecies and Microphyte SubClassOf FloweringPlant,  False.
Amoebae and MarineBird SubClassOf SegmentedWorm,  False.
FloweringPlant and VegetationSpecies SubClassOf Vegetation,  True.
FloweringPlant and VegetationSpecies SubClassOf VegetationCover,  True.
FloweringPlant SubClassOf VegetationCover,  True.
FloweringPlant SubClassOf Microalgae,  False.
FloweringPlant SubClassOf Fungi,  False.
FloweringPlant SubClassOf Arachnid,  False.
FloweringPlant SubClassOf VegetationSpecies,  True.
FloweringPlant SubClassOf VegetationCover and VegetationSpecies,  I.
FloweringPlant SubClassOf Livestock,  False.
FloweringPlant SubClassOf Sponge,  False.
FloweringPlant SubClassOf Flatworm,  False.
FloweringPlant SubClassOf Diatom,  False.
FloweringPlant SubClassOf FungiTaxonomy,  False.
FloweringPlant SubClassOf MarinePlant,  False.
FloweringPlant SubClassOf Moss,  False.
FloweringPlant SubClassOf Vertebrate,  False.
FloweringPlant SubClassOf Radiolarian,  False.
FloweringPlant SubClassOf Human,  False.
FloweringPlant SubClassOf MarineMicrobiota,  False.
FloweringPlant SubClassOf Animal,  False.
FloweringPlant SubClassOf Flagellate,  False.
FloweringPlant SubClassOf Poultry,  False.
FloweringPlant SubClassOf MarineMammal,  False.
FloweringPlant SubClassOf Amphibian,  False.
FloweringPlant SubClassOf Millipede,  False.
FloweringPlant SubClassOf Plankton,  False.
FloweringPlant SubClassOf Roundworm,  False.
FloweringPlant SubClassOf Microphyte,  False.
FloweringPlant SubClassOf SlimeMold,  False.
FloweringPlant SubClassOf Microbiota,  False.
FloweringPlant SubClassOf MicrobiotaTaxonomy,  False.
FloweringPlant SubClassOf Coccolithophore,  False.
FloweringPlant SubClassOf Lichen,  False.
FloweringPlant SubClassOf Leaf,  False.
FloweringPlant SubClassOf Pollen,  False.
FloweringPlant SubClassOf Mushroom,  False.
FloweringPlant SubClassOf Fish,  False.
FloweringPlant SubClassOf Reptile,  False.
FloweringPlant SubClassOf MarineAnimal,  False.
FloweringPlant SubClassOf Macroalgae,  False.
FloweringPlant SubClassOf Foraminifer,  False.
FloweringPlant SubClassOf Dairy,  False.
FloweringPlant SubClassOf Liverwort,  False.
FloweringPlant SubClassOf Crustacean,  False.
FloweringPlant SubClassOf Canopy,  False.
FloweringPlant SubClassOf Coral,  False.
FloweringPlant SubClassOf ExoticVegetation,  True.
FloweringPlant SubClassOf ExoticVegetation and VegetationCover,  I.
FloweringPlant SubClassOf Macrophyte,  False.
FloweringPlant SubClassOf SegmentedWorm,  False.
FloweringPlant SubClassOf LivingThing,  True.
FloweringPlant SubClassOf LivingThing and VegetationCover,  True.
FloweringPlant SubClassOf Bird,  False.
FloweringPlant SubClassOf Fern,  False.
FloweringPlant SubClassOf DominantSpecies,  False.
FloweringPlant SubClassOf BlueGreenAlgae,  False.
FloweringPlant SubClassOf EvergreenVegetation,  False.
FloweringPlant SubClassOf TreeRing,  False.
FloweringPlant SubClassOf Vegetation,  True.
FloweringPlant SubClassOf LivingThing and Vegetation and VegetationCover,  True (
FloweringPlant SubClassOf ExoticSpecies,  False.
FloweringPlant SubClassOf Litter,  False.
FloweringPlant SubClassOf Crown,  False.
FloweringPlant SubClassOf Jellyfish,  False.
FloweringPlant SubClassOf Invertebrate,  False.
FloweringPlant SubClassOf Anemone,  False.
FloweringPlant SubClassOf Ciliate,  False.
FloweringPlant SubClassOf Zooplankton,  False.
FloweringPlant SubClassOf Sporozoan,  False.
FloweringPlant SubClassOf IndigenousVegetation,  True.
FloweringPlant SubClassOf IndigenousVegetation and LivingThing and VegetationCover,  I.
FloweringPlant SubClassOf Nutrient,  False.
FloweringPlant SubClassOf IndigenousSpecies,  False.
FloweringPlant SubClassOf MarineInvertebrate,  False.
FloweringPlant SubClassOf Conifer,  False.
FloweringPlant SubClassOf Yeast,  False.
FloweringPlant SubClassOf Mammal,  False.
FloweringPlant SubClassOf Protist,  False.
FloweringPlant SubClassOf Centipede,  False.
FloweringPlant SubClassOf Crop,  False.
FloweringPlant SubClassOf Algae,  False.
FloweringPlant SubClassOf Arthropod,  False.
FloweringPlant SubClassOf MarineBird,  False.
FloweringPlant SubClassOf Chlorophyll,  False.
FloweringPlant SubClassOf Mollusk,  False.
FloweringPlant SubClassOf Echinoderm,  False.
FloweringPlant SubClassOf Plant,  True.
FloweringPlant SubClassOf LivingThing and Plant and VegetationCover,  True.
FloweringPlant SubClassOf Amoebae,  False.
FloweringPlant SubClassOf Insect,  False.
FloweringPlant SubClassOf Mold,  False.
FloweringPlant SubClassOf Bacteria,  False.
FloweringPlant SubClassOf DeciduousVegetation,  True.
FloweringPlant SubClassOf DeciduousVegetation and LivingThing and Plant and VegetationCover,  True.
FloweringPlant SubClassOf Phytoplankton,  False.
FloweringPlant SubClassOf DeciduousVegetation and LivingThing and Plant and VegetationCover and VegetationSpecies,  I.
FloweringPlant SubClassOf DeciduousVegetation and ExoticVegetation and LivingThing and Plant and VegetationCover,  True.
FloweringPlant SubClassOf DeciduousVegetation and ExoticVegetation and LivingThing and Plant and Vegetation and VegetationCover,  True.
FloweringPlant SubClassOf DeciduousVegetation and ExoticVegetation and IndigenousVegetation and LivingThing and Plant and Vegetation and VegetationCover,  True.
Fish and Flatworm SubClassOf Liverwort,  False.
Human and MicrobiotaTaxonomy SubClassOf Mammal,  False.
Liverwort and VegetationCover SubClassOf Litter,  False.
Crop and Echinoderm SubClassOf Fish,  False.
Amoebae and Fish SubClassOf TreeRing,  False.
Anemone and Microbiota SubClassOf Insect,  False.
Litter and TreeRing SubClassOf Foraminifer,  False.
Arachnid and Microphyte SubClassOf Livestock,  False.
MarineBird and Millipede SubClassOf Conifer,  False.
Animal and Foraminifer SubClassOf Leaf,  False.
Flagellate and Roundworm SubClassOf Crop,  False.
EvergreenVegetation and Human SubClassOf Crown,  False.
Insect and Liverwort SubClassOf Coral,  False.
Algae and Crustacean SubClassOf Coccolithophore,  False.
Radiolarian and Zooplankton SubClassOf ExoticSpecies,  False.
Microbiota and Nutrient SubClassOf Invertebrate,  False.
Plankton and Sporozoan SubClassOf Arthropod,  False.
Crop and Plankton SubClassOf Nutrient,  False.
Fungi and Zooplankton SubClassOf Diatom,  False.
BlueGreenAlgae and Lichen SubClassOf MicrobiotaTaxonomy,  False.
DominantSpecies and Flatworm SubClassOf Macroalgae,  False.
Coral and VegetationSpecies SubClassOf Roundworm,  False.
Echinoderm and Microbiota SubClassOf Bacteria,  False.
Moss and Yeast SubClassOf Poultry,  False.
Chlorophyll and Microphyte SubClassOf MarineAnimal,  False.
Microalgae and Sponge SubClassOf Coccolithophore,  False.
IndigenousVegetation and Mold SubClassOf Fern,  False.
Arachnid and Conifer SubClassOf Leaf,  False.
FungiTaxonomy and Roundworm SubClassOf ExoticSpecies,  False.
Arachnid and Centipede SubClassOf DeciduousVegetation,  False.
Microalgae and Mushroom SubClassOf Conifer,  False.
Animal and Lichen SubClassOf Pollen,  False.
Vertebrate and Zooplankton SubClassOf MarineInvertebrate,  False.
Fern and Pollen SubClassOf Moss,  False.
DominantSpecies and Millipede SubClassOf Nutrient,  False.
Echinoderm and Litter SubClassOf Mushroom,  False.
Arthropod and IndigenousVegetation SubClassOf Amoebae,  False.
MarinePlant and Phytoplankton SubClassOf FungiTaxonomy,  False.
DeciduousVegetation and IndigenousSpecies SubClassOf Macrophyte,  False.
FungiTaxonomy and Jellyfish SubClassOf Plankton,  False.
Microalgae and SegmentedWorm SubClassOf Sporozoan,  False.
Amphibian and Lichen SubClassOf BlueGreenAlgae,  False.
Chlorophyll and Reptile SubClassOf ExoticVegetation,  False.
Sponge SubClassOf Jellyfish,  False.
DominantSpecies and Livestock SubClassOf Plant,  False.
Litter and TreeRing SubClassOf Fungi,  False.
FungiTaxonomy and Vegetation SubClassOf MarinePlant,  False.
Centipede and Mollusk SubClassOf Vertebrate,  False.
Macroalgae and VegetationCover SubClassOf Yeast,  False.
TreeRing and Vertebrate SubClassOf Echinoderm,  False.
Coral and Vertebrate SubClassOf VegetationCover,  False.
ExoticVegetation and Pollen SubClassOf Sponge,  False.
Fish and Invertebrate SubClassOf Moss,  False.
Amphibian and DeciduousVegetation SubClassOf Arthropod,  False.
Litter and MarineMammal SubClassOf Mushroom,  False.
Algae and MarineAnimal SubClassOf Human,  False.
MarinePlant and Reptile SubClassOf Canopy,  False.
Conifer and Reptile SubClassOf MarineMicrobiota,  False.
Animal and FungiTaxonomy SubClassOf Diatom,  False.
Arthropod and Leaf SubClassOf Roundworm,  False.
Bird and IndigenousSpecies SubClassOf FloweringPlant,  False.
Nutrient and Vegetation SubClassOf MarineBird,  False.
Flagellate and SlimeMold SubClassOf Reptile,  False.
Crown and SegmentedWorm SubClassOf SlimeMold,  False.
EvergreenVegetation and TreeRing SubClassOf Radiolarian,  False.
Coral and MicrobiotaTaxonomy SubClassOf Anemone,  False.
Anemone and Mollusk SubClassOf Protist,  False.
Livestock and Macroalgae SubClassOf SegmentedWorm,  False.
Animal and Lichen SubClassOf Echinoderm,  False.
Ciliate and VegetationSpecies SubClassOf Flagellate,  False.
Amphibian and Fungi SubClassOf Yeast,  False.
Foraminifer and Fungi SubClassOf Centipede,  False.
DeciduousVegetation and ExoticSpecies SubClassOf Fern,  False.
Mammal and MarinePlant SubClassOf Poultry,  False.
BlueGreenAlgae and Poultry SubClassOf Coccolithophore,  False.
ExoticVegetation and MicrobiotaTaxonomy SubClassOf Microphyte,  False.
Amoebae and Yeast SubClassOf Leaf,  False.
Coccolithophore and Flatworm SubClassOf DeciduousVegetation,  False.
Plant and Poultry SubClassOf Nutrient,  False.
Fern and VegetationCover SubClassOf Pollen,  False.
Bird and MarineMicrobiota SubClassOf MarineMammal,  False.
Fern and Livestock SubClassOf Plant,  False.
Insect and Millipede SubClassOf Sponge,  False.
Echinoderm and Insect SubClassOf Phytoplankton,  False.
MicrobiotaTaxonomy and Zooplankton SubClassOf VegetationSpecies,  False.
MarineInvertebrate and Mushroom SubClassOf Lichen,  False.
Human and Mammal SubClassOf Echinoderm,  False.
ExoticSpecies and Pollen SubClassOf Yeast,  False.
Crown and SegmentedWorm SubClassOf Flagellate,  False.
Canopy and Fungi SubClassOf EvergreenVegetation,  False.
Macrophyte and MarineBird SubClassOf Dairy,  False.
Arthropod and DominantSpecies SubClassOf Amphibian,  False.
Canopy and Mold SubClassOf Centipede,  False.
Leaf and Protist SubClassOf Conifer,  False.
Foraminifer and Sporozoan SubClassOf Coccolithophore,  False.
Bacteria and SlimeMold SubClassOf Fern,  False.
Crown and Mammal SubClassOf IndigenousVegetation,  False.
ExoticSpecies and Vertebrate SubClassOf Mollusk,  False.
SegmentedWorm and SlimeMold SubClassOf Mold,  False.
ExoticVegetation and Livestock SubClassOf Mammal,  False.
Diatom and Millipede SubClassOf Liverwort,  False.
Arthropod and Centipede SubClassOf Macrophyte,  False.
Mold SubClassOf Plankton,  False.
Mushroom and Yeast SubClassOf Crop,  False.
Mammal and Radiolarian SubClassOf Foraminifer,  False.
Microalgae and SlimeMold SubClassOf Amoebae,  False.
Crown and Mushroom SubClassOf Crustacean,  False.
Canopy and Conifer SubClassOf Ciliate,  False.
MarineAnimal and Microphyte SubClassOf Crown,  False.
Anemone and Plant SubClassOf MarinePlant,  True.
Anemone and Plant SubClassOf VegetationCover,  False.
Anemone and Plant SubClassOf Microalgae,  False.
Anemone and Plant SubClassOf Fungi,  False.
Anemone and Plant SubClassOf Arachnid,  False.
Anemone and Plant SubClassOf VegetationSpecies,  False.
Anemone and Plant SubClassOf Livestock,  False.
Anemone and Plant SubClassOf Sponge,  False.
Anemone and Plant SubClassOf Flatworm,  False.
Anemone and Plant SubClassOf Diatom,  False.
Anemone and Plant SubClassOf FungiTaxonomy,  False.
Anemone SubClassOf MarinePlant,  False.
Plant SubClassOf MarinePlant,  False.
Macroalgae and Millipede SubClassOf BlueGreenAlgae,  False.
Jellyfish and Protist SubClassOf Sporozoan,  False.
Nutrient and Roundworm SubClassOf Jellyfish,  False.
SegmentedWorm and Zooplankton SubClassOf Algae,  False.
BlueGreenAlgae and IndigenousSpecies SubClassOf Bacteria,  False.
Flatworm and Reptile SubClassOf SegmentedWorm,  False.
ExoticVegetation and Flagellate SubClassOf Protist,  True.
ExoticVegetation and Flagellate SubClassOf Microalgae,  True.
Flagellate SubClassOf Microalgae,  False.
Coccolithophore and Foraminifer SubClassOf Liverwort,  False.
Flagellate and TreeRing SubClassOf Insect,  False.
EvergreenVegetation and Mollusk SubClassOf Anemone,  False.
Mollusk and Plant SubClassOf Vegetation,  False.
Crustacean and Diatom SubClassOf Livestock,  False.
Dairy and Vertebrate SubClassOf Microphyte,  False.
Ciliate and Nutrient SubClassOf Leaf,  False.
Amphibian and ExoticVegetation SubClassOf Crop,  False.
Radiolarian and VegetationSpecies SubClassOf Crown,  False.
Dairy and Fish SubClassOf Coral,  False.
MarinePlant and SlimeMold SubClassOf Plankton,  False.
Lichen and Liverwort SubClassOf Amoebae,  False.
Insect and Moss SubClassOf MarineMammal,  False.
Anemone and MarineMammal SubClassOf ExoticSpecies,  False.
Amoebae and Macroalgae SubClassOf Fish,  False.
Amoebae and Bird SubClassOf Arthropod,  False.
Flatworm and SegmentedWorm SubClassOf Moss,  False.
Livestock and MarineMicrobiota SubClassOf Nutrient,  False.
Millipede and VegetationCover SubClassOf Invertebrate,  True.
Millipede and VegetationCover SubClassOf Microalgae,  False.
Millipede and VegetationCover SubClassOf Fungi,  False.
Millipede and VegetationCover SubClassOf Arachnid,  False.
Millipede and VegetationCover SubClassOf VegetationSpecies,  False.
Millipede and VegetationCover SubClassOf Livestock,  False.
Millipede and VegetationCover SubClassOf Sponge,  False.
Millipede and VegetationCover SubClassOf Flatworm,  False.
Millipede and VegetationCover SubClassOf Diatom,  False.
Millipede and VegetationCover SubClassOf FungiTaxonomy,  False.
Millipede and VegetationCover SubClassOf MarinePlant,  False.
Millipede and VegetationCover SubClassOf Moss,  False.
Millipede and VegetationCover SubClassOf Vertebrate,  False.
Millipede and VegetationCover SubClassOf Radiolarian,  False.
Millipede and VegetationCover SubClassOf Human,  False.
Millipede and VegetationCover SubClassOf MarineMicrobiota,  False.
Millipede and VegetationCover SubClassOf Animal,  False.
Millipede and VegetationCover SubClassOf Flagellate,  False.
Millipede and VegetationCover SubClassOf Poultry,  False.
Millipede and VegetationCover SubClassOf MarineMammal,  False.
Millipede and VegetationCover SubClassOf Amphibian,  False.
Millipede and VegetationCover SubClassOf Plankton,  False.
Millipede and VegetationCover SubClassOf Roundworm,  False.
Millipede and VegetationCover SubClassOf Microphyte,  False.
Millipede and VegetationCover SubClassOf SlimeMold,  False.
Millipede and VegetationCover SubClassOf Microbiota,  False.
Millipede and VegetationCover SubClassOf MicrobiotaTaxonomy,  False.
Millipede and VegetationCover SubClassOf Coccolithophore,  False.
Millipede and VegetationCover SubClassOf Lichen,  False.
Millipede and VegetationCover SubClassOf Leaf,  False.
Millipede and VegetationCover SubClassOf Pollen,  False.
Millipede and VegetationCover SubClassOf Mushroom,  False.
Millipede and VegetationCover SubClassOf Fish,  False.
Millipede and VegetationCover SubClassOf Reptile,  False.
Millipede and VegetationCover SubClassOf MarineAnimal,  False.
Millipede and VegetationCover SubClassOf Macroalgae,  False.
Millipede and VegetationCover SubClassOf Foraminifer,  False.
Millipede and VegetationCover SubClassOf Dairy,  False.
Millipede and VegetationCover SubClassOf Liverwort,  False.
Millipede and VegetationCover SubClassOf Crustacean,  False.
Millipede and VegetationCover SubClassOf Canopy,  False.
Millipede and VegetationCover SubClassOf Coral,  False.
Millipede and VegetationCover SubClassOf ExoticVegetation,  False.
Millipede and VegetationCover SubClassOf Macrophyte,  False.
Millipede and VegetationCover SubClassOf SegmentedWorm,  False.
Millipede and VegetationCover SubClassOf LivingThing,  True.
Millipede SubClassOf LivingThing,  True.
Millipede SubClassOf VegetationCover,  False.
Millipede SubClassOf Microalgae,  False.
Millipede SubClassOf Fungi,  False.
Millipede SubClassOf Arachnid,  False.
Millipede SubClassOf VegetationSpecies,  False.
Millipede SubClassOf Livestock,  False.
Millipede SubClassOf Sponge,  False.
Millipede SubClassOf Flatworm,  False.
Millipede SubClassOf Diatom,  False.
Millipede SubClassOf FungiTaxonomy,  False.
Millipede SubClassOf MarinePlant,  False.
Millipede SubClassOf Moss,  False.
Millipede SubClassOf Vertebrate,  False.
Millipede SubClassOf Radiolarian,  False.
Millipede SubClassOf Human,  False.
Millipede SubClassOf MarineMicrobiota,  False.
Millipede SubClassOf Animal,  True.
Millipede SubClassOf Animal and LivingThing,  Millip
Millipede SubClassOf Flagellate,  False.
Millipede SubClassOf Poultry,  False.
Millipede SubClassOf MarineMammal,  False.
Millipede SubClassOf Amphibian,  False.
Millipede SubClassOf Plankton,  False.
Millipede SubClassOf Roundworm,  False.
Millipede SubClassOf Microphyte,  False.
Millipede SubClassOf SlimeMold,  False.
Millipede SubClassOf Microbiota,  False.
Millipede SubClassOf MicrobiotaTaxonomy,  False.
