Crop and MarinePlant SubClassOf Arthropod,  False.
Can MarinePlant be considered a subcategory of 'Pollen'?,  False.
Can MarinePlant be considered a subcategory of 'Mushroom'?,  False.
Can MarinePlant be considered a subcategory of 'Fish'?,  False.
Can MarinePlant be considered a subcategory of 'Reptile'?,  False.
Can MarinePlant be considered a subcategory of 'MarineAnimal'?,  False.
Can MarinePlant be considered a subcategory of 'Macroalgae'?,  True.
Can MarinePlant be considered a subcategory of 'Macroalgae that is also Plankton that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'Foraminifer'?,  False.
Can MarinePlant be considered a subcategory of 'Dairy'?,  False.
Can MarinePlant be considered a subcategory of 'Liverwort'?,  False.
Can MarinePlant be considered a subcategory of 'Crustacean'?,  False.
Can MarinePlant be considered a subcategory of 'Canopy'?,  False.
Can MarinePlant be considered a subcategory of 'Coral'?,  False.
Can MarinePlant be considered a subcategory of 'ExoticVegetation'?,  I cannot
Can MarinePlant be considered a subcategory of 'Macrophyte'?,  True.
Can MarinePlant be considered a subcategory of 'Macrophyte that is also Plankton that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'SegmentedWorm'?,  False.
Can MarinePlant be considered a subcategory of 'LivingThing'?,  True.
Can MarinePlant be considered a subcategory of 'LivingThing that is also Plankton that is also VegetationCover'?,  I cannot
Can MarinePlant be considered a subcategory of 'Bird'?,  False.
Can MarinePlant be considered a subcategory of 'Fern'?,  False.
Can MarinePlant be considered a subcategory of 'DominantSpecies'?,  False.
Can MarinePlant be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can MarinePlant be considered a subcategory of 'EvergreenVegetation'?,  False.
Can MarinePlant be considered a subcategory of 'TreeRing'?,  False.
Can MarinePlant be considered a subcategory of 'Vegetation'?,  True.
Can MarinePlant be considered a subcategory of 'Plankton that is also Vegetation that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'ExoticSpecies'?,  False.
Can MarinePlant be considered a subcategory of 'Litter'?,  False.
Can MarinePlant be considered a subcategory of 'Crown'?,  False.
Can MarinePlant be considered a subcategory of 'Jellyfish'?,  False.
Can MarinePlant be considered a subcategory of 'Invertebrate'?,  False.
Can MarinePlant be considered a subcategory of 'Anemone'?,  False.
Can MarinePlant be considered a subcategory of 'Ciliate'?,  False.
Can MarinePlant be considered a subcategory of 'Zooplankton'?,  False.
Can MarinePlant be considered a subcategory of 'FloweringPlant'?,  False.
Can MarinePlant be considered a subcategory of 'Sporozoan'?,  False.
Can MarinePlant be considered a subcategory of 'IndigenousVegetation'?,  True,
Can MarinePlant be considered a subcategory of 'IndigenousVegetation that is also Plankton that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'Nutrient'?,  False.
Can MarinePlant be considered a subcategory of 'IndigenousSpecies'?,  True,
Can MarinePlant be considered a subcategory of 'IndigenousSpecies that is also Plankton that is also VegetationCover'?,  I cannot
Can MarinePlant be considered a subcategory of 'MarineInvertebrate'?,  False.
Can MarinePlant be considered a subcategory of 'Conifer'?,  False.
Can MarinePlant be considered a subcategory of 'Yeast'?,  False.
Can MarinePlant be considered a subcategory of 'Mammal'?,  False.
Can MarinePlant be considered a subcategory of 'Protist'?,  False.
Can MarinePlant be considered a subcategory of 'Centipede'?,  False.
Can MarinePlant be considered a subcategory of 'Crop'?,  False.
Can MarinePlant be considered a subcategory of 'Algae'?,  True,
Can MarinePlant be considered a subcategory of 'Algae that is also Plankton that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can MarinePlant be considered a subcategory of 'MarineBird'?,  False.
Can MarinePlant be considered a subcategory of 'Chlorophyll'?,  False.
Can MarinePlant be considered a subcategory of 'Mollusk'?,  False.
Can MarinePlant be considered a subcategory of 'Echinoderm'?,  False.
Can MarinePlant be considered a subcategory of 'Plant'?,  True,
Can MarinePlant be considered a subcategory of 'Plankton that is also Plant that is also VegetationCover'?,  True.
Can MarinePlant be considered a subcategory of 'Amoebae'?,  False.
Can MarinePlant be considered a subcategory of 'Insect'?,  False.
Can MarinePlant be considered a subcategory of 'Mold'?,  False.
Can MarinePlant be considered a subcategory of 'Bacteria'?,  False.
Can MarinePlant be considered a subcategory of 'DeciduousVegetation'?,  False.
Can MarinePlant be considered a subcategory of 'Phytoplankton'?,  False.
Can MarinePlant be considered a subcategory of 'Plankton that is also Plant that is also VegetationCover that is also VegetationSpecies'?,  false.
Can MarinePlant be considered a subcategory of 'Macroalgae that is also Plankton that is also Plant that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'Macrophyte that is also Plankton that is also Plant that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'LivingThing that is also Plankton that is also Plant that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'Plankton that is also Plant that is also Vegetation that is also VegetationCover'?,  True.
Can MarinePlant be considered a subcategory of 'IndigenousVegetation that is also Plankton that is also Plant that is also Vegetation that is also VegetationCover'?,  False.
Can MarinePlant be considered a subcategory of 'IndigenousSpecies that is also Plankton that is also Plant that is also Vegetation that is also VegetationCover'?,  I cannot
Can MarinePlant be considered a subcategory of 'Algae that is also Plankton that is also Plant that is also Vegetation that is also VegetationCover'?,  True.
Can Centipede that is also Liverwort be considered a subcategory of 'VegetationSpecies'?,  centip
Can Macrophyte that is also Vertebrate be considered a subcategory of 'Centipede'?,  False.
Can DeciduousVegetation that is also Pollen be considered a subcategory of 'EvergreenVegetation'?,  False.
Can DominantSpecies that is also Liverwort be considered a subcategory of 'Poultry'?,  False.
Can MarineAnimal be considered a subcategory of 'Amphibian'?,  False.
Can Echinoderm that is also Phytoplankton be considered a subcategory of 'Livestock'?,  False.
Can Moss that is also Reptile be considered a subcategory of 'Conifer'?,  False.
Can Bird that is also Crustacean be considered a subcategory of 'Leaf'?,  False.
Can Arthropod that is also Nutrient be considered a subcategory of 'MarineAnimal'?,  False.
Can IndigenousSpecies that is also IndigenousVegetation be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Arachnid that is also EvergreenVegetation be considered a subcategory of 'Coral'?,  False.
Can EvergreenVegetation that is also Flagellate be considered a subcategory of 'Coccolithophore'?,  False.
Can Algae that is also MicrobiotaTaxonomy be considered a subcategory of 'ExoticSpecies'?,  False.
Can Microalgae that is also TreeRing be considered a subcategory of 'Invertebrate'?,  False.
Can Bacteria that is also Nutrient be considered a subcategory of 'Arthropod'?,  False.
Can ExoticSpecies that is also Mollusk be considered a subcategory of 'Mushroom'?,  False.
Can Bacteria that is also Plankton be considered a subcategory of 'ExoticVegetation'?,  False.
Can Canopy that is also VegetationSpecies be considered a subcategory of 'Plankton'?,  False.
Can Fish that is also Fungi be considered a subcategory of 'Ciliate'?,  False.
Can Fern that is also Foraminifer be considered a subcategory of 'Jellyfish'?,  False.
Can ExoticVegetation that is also IndigenousVegetation be considered a subcategory of 'Sporozoan'?,  False.
Can BlueGreenAlgae that is also ExoticSpecies be considered a subcategory of 'Fungi'?,  False.
Can MarineMicrobiota that is also Sponge be considered a subcategory of 'Plant'?,  False.
Can Amoebae that is also IndigenousVegetation be considered a subcategory of 'Vertebrate'?,  False.
Can FungiTaxonomy that is also Protist be considered a subcategory of 'Algae'?,  False.
Can Centipede that is also Poultry be considered a subcategory of 'Bacteria'?,  False.
Can Microalgae that is also VegetationCover be considered a subcategory of 'Sponge'?,  False.
Can Bacteria that is also Bird be considered a subcategory of 'Yeast'?,  False.
Can DominantSpecies that is also Sporozoan be considered a subcategory of 'Amoebae'?,  False.
Can Diatom that is also MarineAnimal be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Arthropod that is also Plankton be considered a subcategory of 'Microphyte'?,  False.
Can Centipede that is also Nutrient be considered a subcategory of 'Crown'?,  False.
Can Bird that is also Lichen be considered a subcategory of 'Human'?,  False.
Can Nutrient that is also Radiolarian be considered a subcategory of 'Macroalgae'?,  False.
Can SlimeMold that is also VegetationSpecies be considered a subcategory of 'Nutrient'?,  False.
Can Pollen that is also SlimeMold be considered a subcategory of 'Mushroom'?,  False.
Can Chlorophyll that is also EvergreenVegetation be considered a subcategory of 'Roundworm'?,  False.
Can ExoticSpecies that is also MicrobiotaTaxonomy be considered a subcategory of 'Canopy'?,  False.
Can Anemone that is also Dairy be considered a subcategory of 'Phytoplankton'?,  False.
Can Leaf that is also Moss be considered a subcategory of 'Diatom'?,  False.
Can ExoticSpecies that is also Jellyfish be considered a subcategory of 'Lichen'?,  False.
Can MicrobiotaTaxonomy that is also SegmentedWorm be considered a subcategory of 'Millipede'?,  False.
Can Ciliate that is also IndigenousVegetation be considered a subcategory of 'Microbiota'?,  False.
Can Arachnid that is also Invertebrate be considered a subcategory of 'Flagellate'?,  False.
Can Liverwort that is also Vertebrate be considered a subcategory of 'Plant'?,  False.
Can MarineAnimal that is also Pollen be considered a subcategory of 'Fungi'?,  False.
Can DominantSpecies that is also Protist be considered a subcategory of 'Reptile'?,  False.
Can MarineAnimal that is also Poultry be considered a subcategory of 'SlimeMold'?,  False.
Can Crustacean that is also Echinoderm be considered a subcategory of 'Radiolarian'?,  False.
Can Animal that is also Moss be considered a subcategory of 'Anemone'?,  False.
Can Microalgae that is also Nutrient be considered a subcategory of 'SegmentedWorm'?,  False.
Can Flagellate that is also IndigenousVegetation be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Algae that is also Arachnid be considered a subcategory of 'Mold'?,  False.
Can EvergreenVegetation that is also Phytoplankton be considered a subcategory of 'Bacteria'?,  False.
Can Arachnid that is also MicrobiotaTaxonomy be considered a subcategory of 'Poultry'?,  False.
Can Microalgae that is also Mollusk be considered a subcategory of 'MarineAnimal'?,  False.
Can ExoticSpecies that is also IndigenousSpecies be considered a subcategory of 'Crop'?,  False.
Can EvergreenVegetation that is also SegmentedWorm be considered a subcategory of 'Leaf'?,  False.
Can Crustacean that is also MarineMammal be considered a subcategory of 'Jellyfish'?,  False.
Can Coral that is also Radiolarian be considered a subcategory of 'MarinePlant'?,  False.
Can Livestock that is also MarineBird be considered a subcategory of 'Sporozoan'?,  False.
Can Diatom that is also MarineMicrobiota be considered a subcategory of 'Fungi'?,  False.
Can Crop that is also Microbiota be considered a subcategory of 'Plant'?,  False.
Can Liverwort that is also Macroalgae be considered a subcategory of 'Arachnid'?,  False.
Can Centipede that is also FloweringPlant be considered a subcategory of 'Algae'?,  False.
Can Coral that is also Liverwort be considered a subcategory of 'Bacteria'?,  False.
Can Microbiota that is also Yeast be considered a subcategory of 'Sponge'?,  False.
Can Plankton that is also Protist be considered a subcategory of 'Bird'?,  False.
Can Microalgae that is also Vegetation be considered a subcategory of 'Centipede'?,  False.
Can Crustacean that is also Roundworm be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Conifer that is also Zooplankton be considered a subcategory of 'Anemone'?,  False.
Can BlueGreenAlgae that is also Macrophyte be considered a subcategory of 'Amphibian'?,  False.
Can Arthropod that is also Echinoderm be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Anemone that is also Mold be considered a subcategory of 'Dairy'?,  False.
Can Microalgae that is also Plant be considered a subcategory of 'MarineBird'?,  False.
Can Bacteria that is also FloweringPlant be considered a subcategory of 'Protist'?,  False.
Can Fish that is also SlimeMold be considered a subcategory of 'Liverwort'?,  False.
Can Crown be considered a subcategory of 'Mollusk'?,  False.
Can Crop that is also MarineAnimal be considered a subcategory of 'Mammal'?,  False.
Can Anemone that is also MarinePlant be considered a subcategory of 'MarineMammal'?,  False.
Can Canopy that is also Moss be considered a subcategory of 'Macrophyte'?,  True.
Can Canopy that is also Moss be considered a subcategory of 'Microalgae'?,  False.
Can Canopy that is also Moss be considered a subcategory of 'Arachnid'?,  False.
Can Canopy that is also Moss be considered a subcategory of 'VegetationSpecies'?,  True,
Can Moss be considered a subcategory of 'VegetationCover that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'Fungi that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'FungiTaxonomy that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'MarinePlant that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'MarinePlant that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'MarineMicrobiota that is also MarinePlant that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'Animal that is also MarinePlant that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'MarinePlant that is also Microphyte that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'MarineAnimal that is also MarinePlant that is also Microphyte that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'Liverwort that is also MarinePlant that is also Microphyte that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'ExoticVegetation that is also MarinePlant that is also Microphyte that is also VegetationSpecies'?, False.
Can Moss be considered a subcategory of 'Macrophyte that is also MarinePlant that is also Microphyte that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'LivingThing that is also MarinePlant that is also Microphyte that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'EvergreenVegetation that is also LivingThing that is also MarinePlant that is also Microphyte that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'LivingThing that is also MarinePlant that is also Microphyte that is also Vegetation that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'Invertebrate that is also LivingThing that is also MarinePlant that is also Microphyte that is also Vegetation that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'FloweringPlant that is also LivingThing that is also MarinePlant that is also Microphyte that is also Vegetation that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'IndigenousVegetation that is also LivingThing that is also MarinePlant that is also Microphyte that is also Vegetation that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'IndigenousSpecies that is also LivingThing that is also MarinePlant that is also Microphyte that is also Vegetation that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'IndigenousSpecies that is also LivingThing that is also MarinePlant that is also Microphyte that is also Protist that is also Vegetation that is also VegetationSpecies'?,  False.
Can Moss be considered a subcategory of 'Algae that is also IndigenousSpecies that is also LivingThing that is also MarinePlant that is also Microphyte that is also Vegetation that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'Algae that is also IndigenousSpecies that is also LivingThing that is also MarinePlant that is also Microphyte that is also Plant that is also Vegetation that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'Algae that is also IndigenousSpecies that is also LivingThing that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationSpecies'?,  True.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also Fungi that is also FungiTaxonomy that is also IndigenousSpecies that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also Fungi that is also IndigenousSpecies that is also Liverwort that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also ExoticVegetation that is also Fungi that is also IndigenousSpecies that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also Fungi that is also IndigenousSpecies that is also LivingThing that is also Macrophyte that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also EvergreenVegetation that is also Fungi that is also IndigenousSpecies that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also Fungi that is also IndigenousSpecies that is also Invertebrate that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also FloweringPlant that is also Fungi that is also IndigenousSpecies that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also Fungi that is also IndigenousSpecies that is also IndigenousVegetation that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Moss be considered a subcategory of 'Algae that is also Animal that is also Fungi that is also IndigenousSpecies that is also LivingThing that is also MarineAnimal that is also MarineMicrobiota that is also MarinePlant that is also Microphyte that is also Mold that is also Plant that is also Protist that is also Vegetation that is also VegetationCover that is also VegetationSpecies that is also Vertebrate'?,  False.
Can Bird that is also FungiTaxonomy be considered a subcategory of 'Chlorophyll'?,  False.
Can Human that is also Nutrient be considered a subcategory of 'Fish'?,  False.
Can Amphibian that is also Foraminifer be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Reptile that is also Vegetation be considered a subcategory of 'Moss'?,  False.
Can Sponge that is also Vegetation be considered a subcategory of 'TreeRing'?,  False.
Can Roundworm that is also SegmentedWorm be considered a subcategory of 'Ciliate'?,  False.
Can Foraminifer that is also Leaf be considered a subcategory of 'Millipede'?,  False.
Can Chlorophyll that is also Flagellate be considered a subcategory of 'Lichen'?,  False.
Can Bacteria that is also Vegetation be considered a subcategory of 'Reptile'?,  False.
Can Dairy that is also Roundworm be considered a subcategory of 'Microbiota'?,  False.
Can Crustacean that is also Invertebrate be considered a subcategory of 'Protist'?,  False.
Can Amoebae that is also MarineBird be considered a subcategory of 'SegmentedWorm'?,  False.
Can Fish that is also Flatworm be considered a subcategory of 'Liverwort'?,  False.
Can Human that is also MicrobiotaTaxonomy be considered a subcategory of 'Mammal'?,  False.
Can Liverwort that is also VegetationCover be considered a subcategory of 'Litter'?,  False.
Can Crop that is also Echinoderm be considered a subcategory of 'Fish'?,  False.
Can Amoebae that is also Fish be considered a subcategory of 'TreeRing'?,  False.
Can Anemone that is also Microbiota be considered a subcategory of 'Insect'?,  False.
Can Litter that is also TreeRing be considered a subcategory of 'Foraminifer'?,  False.
Can Arachnid that is also Microphyte be considered a subcategory of 'Livestock'?,  False.
Can MarineBird that is also Millipede be considered a subcategory of 'Conifer'?,  False.
Can Animal that is also Foraminifer be considered a subcategory of 'Leaf'?,  False.
Can Flagellate that is also Roundworm be considered a subcategory of 'Crop'?,  False.
Can EvergreenVegetation that is also Human be considered a subcategory of 'Crown'?,  False.
Can Insect that is also Liverwort be considered a subcategory of 'Coral'?,  False.
Can Algae that is also Crustacean be considered a subcategory of 'Coccolithophore'?,  False.
Can Radiolarian that is also Zooplankton be considered a subcategory of 'ExoticSpecies'?,  False.
Can Microbiota that is also Nutrient be considered a subcategory of 'Invertebrate'?,  False.
Can Plankton that is also Sporozoan be considered a subcategory of 'Arthropod'?,  False.
Can Crop that is also Plankton be considered a subcategory of 'Nutrient'?,  False.
Can Fungi that is also Zooplankton be considered a subcategory of 'Diatom'?,  False.
Can BlueGreenAlgae that is also Lichen be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can DominantSpecies that is also Flatworm be considered a subcategory of 'Macroalgae'?,  False.
Can Coral that is also VegetationSpecies be considered a subcategory of 'Roundworm'?,  False.
Can Echinoderm that is also Microbiota be considered a subcategory of 'Bacteria'?,  False.
Can Moss that is also Yeast be considered a subcategory of 'Poultry'?,  False.
Can Microalgae that is also Sponge be considered a subcategory of 'Coccolithophore'?,  False.
Can IndigenousVegetation that is also Mold be considered a subcategory of 'Fern'?,  False.
Can Arachnid that is also Conifer be considered a subcategory of 'Leaf'?,  False.
Can FungiTaxonomy that is also Roundworm be considered a subcategory of 'ExoticSpecies'?,  False.
Can Arachnid that is also Centipede be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Microalgae that is also Mushroom be considered a subcategory of 'Conifer'?,  False.
Can Animal that is also Lichen be considered a subcategory of 'Pollen'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'MarineInvertebrate'?,  True,
Can Vertebrate that is also Zooplankton be considered a subcategory of 'VegetationCover'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Microalgae'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Fungi'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Arachnid'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'VegetationSpecies'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Livestock'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Sponge'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Flatworm'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Diatom'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'MarinePlant'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Moss'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Radiolarian'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Human'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Vertebrate that is also Zooplankton be considered a subcategory of 'Animal'?,  True.
Can Vertebrate be considered a subcategory of 'Animal'?,  True.
Can Vertebrate be considered a subcategory of 'VegetationCover'?,  False.
Can Vertebrate be considered a subcategory of 'Microalgae'?,  False.
Can Vertebrate be considered a subcategory of 'Fungi'?,  False.
Can Vertebrate be considered a subcategory of 'Arachnid'?,  False.
Can Vertebrate be considered a subcategory of 'VegetationSpecies'?,  False.
Can Vertebrate be considered a subcategory of 'Livestock'?,  False.
Can Vertebrate be considered a subcategory of 'Sponge'?,  False.
Can Vertebrate be considered a subcategory of 'Flatworm'?,  False.
Can Vertebrate be considered a subcategory of 'Diatom'?,  False.
Can Vertebrate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Vertebrate be considered a subcategory of 'MarinePlant'?,  False.
Can Vertebrate be considered a subcategory of 'Moss'?,  False.
Can Vertebrate be considered a subcategory of 'Radiolarian'?,  False.
Can Vertebrate be considered a subcategory of 'Human'?,  False.
Can Vertebrate be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Vertebrate be considered a subcategory of 'Flagellate'?,  False.
Can Vertebrate be considered a subcategory of 'Poultry'?,  False.
Can Vertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can Vertebrate be considered a subcategory of 'Amphibian'?,  False.
Can Vertebrate be considered a subcategory of 'Millipede'?,  False.
Can Vertebrate be considered a subcategory of 'Plankton'?,  False.
Can Vertebrate be considered a subcategory of 'Roundworm'?,  False.
Can Vertebrate be considered a subcategory of 'Microphyte'?,  False.
Can Vertebrate be considered a subcategory of 'SlimeMold'?,  False.
Can Vertebrate be considered a subcategory of 'Microbiota'?,  False.
Can Vertebrate be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Vertebrate be considered a subcategory of 'Coccolithophore'?,  False.
Can Vertebrate be considered a subcategory of 'Lichen'?,  False.
Can Vertebrate be considered a subcategory of 'Leaf'?,  False.
Can Vertebrate be considered a subcategory of 'Pollen'?,  False.
Can Vertebrate be considered a subcategory of 'Mushroom'?,  False.
Can Vertebrate be considered a subcategory of 'Fish'?,  False.
Can Vertebrate be considered a subcategory of 'Reptile'?,  False.
Can Vertebrate be considered a subcategory of 'MarineAnimal'?,  False.
Can Vertebrate be considered a subcategory of 'Macroalgae'?,  False.
Can Vertebrate be considered a subcategory of 'Foraminifer'?,  False.
Can Vertebrate be considered a subcategory of 'Dairy'?,  False.
Can Vertebrate be considered a subcategory of 'Liverwort'?,  False.
Can Vertebrate be considered a subcategory of 'Crustacean'?,  False.
Can Vertebrate be considered a subcategory of 'Canopy'?,  False.
Can Vertebrate be considered a subcategory of 'Coral'?,  False.
Can Vertebrate be considered a subcategory of 'ExoticVegetation'?,  False.
Can Vertebrate be considered a subcategory of 'Macrophyte'?,  False.
Can Vertebrate be considered a subcategory of 'SegmentedWorm'?,  False.
Can Vertebrate be considered a subcategory of 'LivingThing'?,  True.
Can Vertebrate be considered a subcategory of 'Animal that is also LivingThing'?,  True.
Can Vertebrate be considered a subcategory of 'Bird'?,  False.
Can Vertebrate be considered a subcategory of 'Fern'?,  False.
Can Vertebrate be considered a subcategory of 'DominantSpecies'?,  False.
Can Vertebrate be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Vertebrate be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Vertebrate be considered a subcategory of 'TreeRing'?,  False.
Can Vertebrate be considered a subcategory of 'Vegetation'?,  False.
Can Vertebrate be considered a subcategory of 'ExoticSpecies'?,  False.
Can Vertebrate be considered a subcategory of 'Litter'?,  False.
Can Vertebrate be considered a subcategory of 'Crown'?,  False.
Can Vertebrate be considered a subcategory of 'Jellyfish'?,  False.
Can Vertebrate be considered a subcategory of 'Invertebrate'?,  False.
Can Vertebrate be considered a subcategory of 'Anemone'?,  False.
Can Vertebrate be considered a subcategory of 'Ciliate'?,  False.
Can Vertebrate be considered a subcategory of 'Zooplankton'?,  False.
Can Vertebrate be considered a subcategory of 'FloweringPlant'?,  False.
Can Vertebrate be considered a subcategory of 'Sporozoan'?,  False.
Can Vertebrate be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Vertebrate be considered a subcategory of 'Nutrient'?,  False.
Can Vertebrate be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Vertebrate be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Vertebrate be considered a subcategory of 'Conifer'?,  False.
Can Vertebrate be considered a subcategory of 'Yeast'?,  False.
Can Vertebrate be considered a subcategory of 'Mammal'?,  False.
Can Vertebrate be considered a subcategory of 'Protist'?,  False.
Can Vertebrate be considered a subcategory of 'Centipede'?,  False.
Can Vertebrate be considered a subcategory of 'Crop'?,  False.
Can Vertebrate be considered a subcategory of 'Algae'?,  False.
Can Vertebrate be considered a subcategory of 'Arthropod'?,  False.
Can Vertebrate be considered a subcategory of 'MarineBird'?,  False.
Can Vertebrate be considered a subcategory of 'Chlorophyll'?,  False.
Can Vertebrate be considered a subcategory of 'Mollusk'?,  False.
Can Vertebrate be considered a subcategory of 'Echinoderm'?,  False.
Can Vertebrate be considered a subcategory of 'Plant'?,  False.
Can Vertebrate be considered a subcategory of 'Amoebae'?,  False.
Can Vertebrate be considered a subcategory of 'Insect'?,  False.
Can Vertebrate be considered a subcategory of 'Mold'?,  False.
Can Vertebrate be considered a subcategory of 'Bacteria'?,  False.
Can Vertebrate be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Vertebrate be considered a subcategory of 'Phytoplankton'?,  False.
Can Fern that is also Pollen be considered a subcategory of 'Moss'?,  False.
Can DominantSpecies that is also Millipede be considered a subcategory of 'Nutrient'?,  False.
Can Echinoderm that is also Litter be considered a subcategory of 'Mushroom'?,  False.
Can Arthropod that is also IndigenousVegetation be considered a subcategory of 'Amoebae'?,  False.
Can MarinePlant that is also Phytoplankton be considered a subcategory of 'FungiTaxonomy'?,  False.
