Neuron and StructuralCell SubClassOf Erythrocyte,  False.
PhotosyntheticCell and StructuralCell SubClassOf CirculatingCell,  False.
ChondroCyte and MioBlast SubClassOf CellByClass,  True.
ChondroCyte and MioBlast SubClassOf SclerenchymaCell,  False.
ChondroCyte and MioBlast SubClassOf LeafCell,  False.
ChondroCyte and MioBlast SubClassOf Erythrocyte,  False.
ChondroCyte and MioBlast SubClassOf PhotosyntheticCell,  False.
ChondroCyte and MioBlast SubClassOf CirculatingCell,  False.
ChondroCyte and MioBlast SubClassOf PlantCell,  False.
MioBlast SubClassOf CellByClass,  False.
ChondroCyte SubClassOf CellByClass,  True.
ChondroCyte SubClassOf SclerenchymaCell,  False.
ChondroCyte SubClassOf LeafCell,  False.
ChondroCyte SubClassOf Erythrocyte,  False.
ChondroCyte SubClassOf PhotosyntheticCell,  False.
ChondroCyte SubClassOf CirculatingCell,  False.
ChondroCyte SubClassOf MatureCell,  The statement
ChondroCyte SubClassOf AnimalCell,  False.
ChondroCyte SubClassOf Cell,  True.
ChondroCyte SubClassOf Cell and CellByClass,  False.
ChondroCyte SubClassOf Miocyte,  False.
ChondroCyte SubClassOf InMatureCell,  False.
ChondroCyte SubClassOf ChondroBlast,  False.
ChondroCyte SubClassOf CellByDevelopmentStage,  False.
ChondroCyte SubClassOf CellByOrganism,  False.
ChondroCyte SubClassOf ElectricallyActiveCell,  False.
ChondroCyte SubClassOf StructuralCell,  False.
ChondroCyte SubClassOf Neuron,  False.
CellByDevelopmentStage and Miocyte SubClassOf MatureCell,  False.
CirculatingCell and SclerenchymaCell SubClassOf MatureCell,  False.
LeafCell and Neuron SubClassOf MatureCell,  False.
CellByOrganism and Miocyte SubClassOf Osteocyte,  False.
CellByOrganism and Erythrocyte SubClassOf AnimalCell,  False.
PhotosyntheticCell and SclerenchymaCell SubClassOf Erythrocyte,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf AnimalCell,  False.
CirculatingCell and MioBlast SubClassOf AnimalCell,  False.
MatureCell and StructuralCell SubClassOf Osteocyte,  False.
ChondroBlast and PhotoreceptorCell SubClassOf AnimalCell,  False.
MatureCell and MioBlast SubClassOf Neuron,  False.
ElectricallyActiveCell and InMatureCell SubClassOf Neuron,  False.
AnimalCell and ChondroCyte SubClassOf PhotosyntheticCell,  False.
Cell and PhotosyntheticCell SubClassOf InMatureCell,  False.
CellByOrganism and Erythrocyte SubClassOf Neuron,  False.
Erythrocyte and Miocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf PhotoreceptorCell,  False.
CellByClass and Neuron SubClassOf ElectricallyActiveCell,  True.
CellByClass and Neuron SubClassOf SclerenchymaCell,  False.
CellByClass and Neuron SubClassOf LeafCell,  False.
CellByClass and Neuron SubClassOf Erythrocyte,  False.
CellByClass and Neuron SubClassOf PhotosyntheticCell,  False.
CellByClass and Neuron SubClassOf CirculatingCell,  False.
CellByClass and Neuron SubClassOf PlantCell,  False.
CellByClass and Neuron SubClassOf MatureCell,  False.
CellByClass and Neuron SubClassOf AnimalCell,  False.
CellByClass and Neuron SubClassOf Cell,  False.
CellByClass and Neuron SubClassOf Miocyte,  False.
CellByClass and Neuron SubClassOf InMatureCell,  False.
CellByClass and Neuron SubClassOf Osteocyte,  False.
CellByClass and Neuron SubClassOf ChondroBlast,  False.
CellByClass and Neuron SubClassOf MioBlast,  False.
CellByClass and Neuron SubClassOf CellByDevelopmentStage,  False.
CellByClass and Neuron SubClassOf PhotoreceptorCell,  False.
CellByClass and Neuron SubClassOf CellByOrganism,  False.
CellByClass SubClassOf ElectricallyActiveCell,  False.
Neuron SubClassOf ElectricallyActiveCell,  False.
CellByClass and ElectricallyActiveCell SubClassOf PhotoreceptorCell,  False.
Cell and CellByDevelopmentStage SubClassOf PhotoreceptorCell,  False.
StructuralCell SubClassOf ElectricallyActiveCell,  False.
AnimalCell and Cell SubClassOf SclerenchymaCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage and InMatureCell SubClassOf LeafCell,  False.
AnimalCell and CirculatingCell SubClassOf Erythrocyte,  False.
AnimalCell and PhotosyntheticCell SubClassOf Osteocyte,  False.
CirculatingCell and PhotoreceptorCell SubClassOf Cell,  True.
CirculatingCell and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CirculatingCell and PhotoreceptorCell SubClassOf LeafCell,  False.
CirculatingCell and PhotoreceptorCell SubClassOf Erythrocyte,  False.
CirculatingCell and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
CirculatingCell and PhotoreceptorCell SubClassOf CellByClass,  True.
CirculatingCell SubClassOf CellByClass,  False.
ChondroBlast and MatureCell SubClassOf StructuralCell,  False.
Cell and CellByOrganism SubClassOf StructuralCell,  False.
CellByOrganism and InMatureCell SubClassOf CirculatingCell,  False.
CirculatingCell and ElectricallyActiveCell SubClassOf MatureCell,  False.
MatureCell and Miocyte SubClassOf CirculatingCell,  False.
ChondroBlast and Osteocyte SubClassOf CirculatingCell,  False.
CellByClass and Erythrocyte SubClassOf MatureCell,  False.
ElectricallyActiveCell and Neuron SubClassOf MatureCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf Cell,  True.
PhotoreceptorCell and SclerenchymaCell SubClassOf LeafCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf Erythrocyte,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf PhotosyntheticCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf CirculatingCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf CellByClass,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf MatureCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf AnimalCell,  False.
PhotoreceptorCell SubClassOf Cell,  True.
PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
PhotoreceptorCell SubClassOf LeafCell,  False.
PhotoreceptorCell SubClassOf Erythrocyte,  False.
PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
PhotoreceptorCell SubClassOf CirculatingCell,  False.
PhotoreceptorCell SubClassOf PlantCell,  False.
PhotoreceptorCell SubClassOf AnimalCell,  False.
PhotoreceptorCell SubClassOf Miocyte,  False.
PhotoreceptorCell SubClassOf InMatureCell,  False.
PhotoreceptorCell SubClassOf Osteocyte,  False.
PhotoreceptorCell SubClassOf ChondroBlast,  False.
PhotoreceptorCell SubClassOf CellByDevelopmentStage,  False.
PhotoreceptorCell SubClassOf CellByOrganism,  False.
PhotoreceptorCell SubClassOf ElectricallyActiveCell,  True.
PhotoreceptorCell SubClassOf Cell and ElectricallyActiveCell,  True.
PhotoreceptorCell SubClassOf StructuralCell,  The given
PhotoreceptorCell SubClassOf Neuron,  The given
PhotoreceptorCell SubClassOf ChondroCyte,  False.
InMatureCell and StructuralCell SubClassOf ChondroBlast,  False.
AnimalCell and InMatureCell SubClassOf CellByClass,  False.
CellByDevelopmentStage and Neuron SubClassOf CellByClass,  False.
CellByClass and CellByOrganism SubClassOf InMatureCell,  False.
CirculatingCell and Miocyte SubClassOf InMatureCell,  False.
ChondroBlast and CirculatingCell SubClassOf Miocyte,  False.
Erythrocyte and MatureCell SubClassOf PlantCell,  False.
PhotoreceptorCell and PlantCell SubClassOf CellByOrganism,  False.
Erythrocyte and LeafCell SubClassOf CellByOrganism,  False.
ElectricallyActiveCell and SclerenchymaCell SubClassOf PlantCell,  False.
ElectricallyActiveCell and MatureCell SubClassOf Miocyte,  The given
ChondroCyte and PlantCell SubClassOf StructuralCell,  False.
AnimalCell and CellByDevelopmentStage SubClassOf StructuralCell,  False.
CellByClass and MioBlast SubClassOf CellByDevelopmentStage,  False.
ElectricallyActiveCell and PlantCell SubClassOf CellByClass,  False.
ChondroBlast and PhotosyntheticCell SubClassOf CellByClass,  False.
MioBlast and SclerenchymaCell SubClassOf ChondroBlast,  False.
Erythrocyte and StructuralCell SubClassOf CellByDevelopmentStage,  False.
AnimalCell and Neuron SubClassOf MioBlast,  False.
Erythrocyte and PhotoreceptorCell SubClassOf ChondroBlast,  False.
MioBlast and PhotoreceptorCell SubClassOf CellByDevelopmentStage,  False.
InMatureCell and PlantCell SubClassOf MioBlast,  False.
CellByOrganism and LeafCell SubClassOf MioBlast,  False.
ElectricallyActiveCell and PhotosyntheticCell SubClassOf MioBlast,  False.
MatureCell and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  False.
ChondroBlast and CirculatingCell SubClassOf ChondroCyte,  False.
CellByOrganism and CirculatingCell SubClassOf ChondroCyte,  False.
ChondroCyte and Erythrocyte SubClassOf StructuralCell,  False.
CellByClass and SclerenchymaCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and SclerenchymaCell SubClassOf CirculatingCell,  False.
LeafCell and PhotosyntheticCell SubClassOf MatureCell,  False.
ChondroBlast and PlantCell SubClassOf MatureCell,  False.
ChondroCyte and CirculatingCell SubClassOf MatureCell,  False.
CirculatingCell and Osteocyte SubClassOf MatureCell,  False.
Cell and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
MioBlast and Neuron SubClassOf Osteocyte,  False.
ChondroBlast and Erythrocyte SubClassOf AnimalCell,  False.
Miocyte and SclerenchymaCell SubClassOf Neuron,  False.
CirculatingCell and InMatureCell SubClassOf AnimalCell,  False.
CellByClass and CellByDevelopmentStage SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf PhotosyntheticCell,  False.
Cell and PlantCell SubClassOf Neuron,  False.
CellByClass and Erythrocyte SubClassOf Neuron,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByClass and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
Cell and ChondroBlast SubClassOf ChondroCyte,  False.
MioBlast and PhotosyntheticCell SubClassOf ElectricallyActiveCell,  False.
AnimalCell and MioBlast SubClassOf SclerenchymaCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf PhotoreceptorCell,  False.
CellByOrganism and MatureCell SubClassOf SclerenchymaCell,  False.
CirculatingCell and PlantCell SubClassOf PhotoreceptorCell,  False.
Neuron and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
PlantCell and SclerenchymaCell SubClassOf LeafCell,  False.
AnimalCell and ChondroBlast SubClassOf Osteocyte,  False.
CellByDevelopmentStage and MatureCell SubClassOf LeafCell,  False.
MatureCell and Osteocyte SubClassOf Cell,  False.
Neuron and SclerenchymaCell SubClassOf StructuralCell,  False.
LeafCell and Neuron SubClassOf CirculatingCell,  False.
CellByClass and PhotosyntheticCell SubClassOf MatureCell,  False.
Miocyte and Osteocyte SubClassOf MatureCell,  False.
ChondroCyte and StructuralCell SubClassOf MatureCell,  False.
Erythrocyte and SclerenchymaCell SubClassOf ChondroBlast,  False.
AnimalCell and ChondroCyte SubClassOf InMatureCell,  False.
CellByOrganism and Neuron SubClassOf Miocyte,  False.
Osteocyte and PhotoreceptorCell SubClassOf InMatureCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf Miocyte,  False.
Cell and SclerenchymaCell SubClassOf CellByOrganism,  False.
ChondroCyte and Miocyte SubClassOf PlantCell,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf CellByOrganism,  False.
CellByDevelopmentStage and ChondroCyte SubClassOf CellByOrganism,  False.
CellByClass SubClassOf CellByOrganism,  False.
CirculatingCell and Erythrocyte SubClassOf ElectricallyActiveCell,  False.
AnimalCell and Neuron SubClassOf ElectricallyActiveCell,  False.
Osteocyte and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
PlantCell SubClassOf PhotoreceptorCell,  False.
CellByOrganism and LeafCell SubClassOf SclerenchymaCell,  False.
MatureCell and PlantCell SubClassOf PhotoreceptorCell,  False.
AnimalCell and MatureCell SubClassOf LeafCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf LeafCell,  False.
CellByDevelopmentStage and CirculatingCell SubClassOf SclerenchymaCell,  False.
MatureCell and StructuralCell SubClassOf PhotoreceptorCell,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf LeafCell,  False.
ChondroBlast and PhotoreceptorCell SubClassOf Erythrocyte,  False.
Cell and MioBlast SubClassOf Erythrocyte,  False.
InMatureCell and MioBlast SubClassOf LeafCell,  False.
Neuron and Osteocyte SubClassOf ChondroBlast,  False.
ElectricallyActiveCell and Osteocyte SubClassOf CellByDevelopmentStage,  False.
LeafCell and StructuralCell SubClassOf CellByClass,  False.
LeafCell and Miocyte SubClassOf ChondroBlast,  False.
MatureCell and Neuron SubClassOf CellByDevelopmentStage,  False.
InMatureCell and PlantCell SubClassOf ChondroBlast,  False.
Cell and MatureCell SubClassOf CellByDevelopmentStage,  False.
AnimalCell and CirculatingCell SubClassOf MioBlast,  False.
ChondroBlast and MioBlast SubClassOf ChondroCyte,  False.
ChondroBlast and PhotosyntheticCell SubClassOf MioBlast,  False.
MioBlast and PhotoreceptorCell SubClassOf ChondroCyte,  False.
CellByClass and MatureCell SubClassOf SclerenchymaCell,  False.
Cell and CellByOrganism SubClassOf SclerenchymaCell,  False.
CellByOrganism and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
MioBlast SubClassOf LeafCell,  False.
ChondroBlast and Miocyte SubClassOf PhotoreceptorCell,  False.
ChondroBlast and Erythrocyte SubClassOf PhotoreceptorCell,  False.
AnimalCell and PlantCell SubClassOf Erythrocyte,  False.
CellByOrganism and PlantCell SubClassOf AnimalCell,  False.
AnimalCell and CellByOrganism SubClassOf Erythrocyte,  False.
AnimalCell and LeafCell SubClassOf Osteocyte,  False.
CellByDevelopmentStage and PhotosyntheticCell SubClassOf Osteocyte,  False.
CellByClass and CellByOrganism SubClassOf CellByDevelopmentStage,  False.
CirculatingCell and PlantCell SubClassOf CellByDevelopmentStage,  False.
PhotosyntheticCell and PlantCell SubClassOf CellByDevelopmentStage,  False.
CellByOrganism and SclerenchymaCell SubClassOf MioBlast,  False.
ChondroBlast and StructuralCell SubClassOf ChondroCyte,  False.
Erythrocyte and MatureCell SubClassOf MioBlast,  False.
Erythrocyte and LeafCell SubClassOf ElectricallyActiveCell,  False.
ElectricallyActiveCell SubClassOf MioBlast,  False.
Osteocyte and PhotosyntheticCell SubClassOf ElectricallyActiveCell,  False.
ChondroCyte and PlantCell SubClassOf SclerenchymaCell,  False.
AnimalCell and ChondroBlast SubClassOf SclerenchymaCell,  False.
CellByOrganism and PhotosyntheticCell SubClassOf ChondroCyte,  False.
Cell and CellByClass SubClassOf PlantCell,  False.
CellByClass and InMatureCell SubClassOf Miocyte,  False.
AnimalCell and StructuralCell SubClassOf Miocyte,  False.
Cell and ElectricallyActiveCell SubClassOf PlantCell,  False.
Osteocyte and SclerenchymaCell SubClassOf Miocyte,  False.
ChondroBlast and ChondroCyte SubClassOf CellByOrganism,  False.
ChondroCyte and LeafCell SubClassOf CellByOrganism,  False.
CellByClass and InMatureCell SubClassOf CirculatingCell,  False.
Miocyte and PlantCell SubClassOf StructuralCell,  False.
ChondroBlast and PhotoreceptorCell SubClassOf Neuron,  False.
CellByOrganism and ChondroCyte SubClassOf Osteocyte,  False.
Cell and CirculatingCell SubClassOf AnimalCell,  False.
ElectricallyActiveCell and Osteocyte SubClassOf Neuron,  False.
MioBlast and PhotoreceptorCell SubClassOf Neuron,  False.
ChondroBlast SubClassOf PhotosyntheticCell,  False.
MioBlast and Miocyte SubClassOf AnimalCell,  False.
AnimalCell and MatureCell SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and Miocyte SubClassOf PlantCell,  False.
Miocyte and StructuralCell SubClassOf PlantCell,  False.
ChondroCyte and ElectricallyActiveCell SubClassOf MioBlast,  False.
Cell and MioBlast SubClassOf CellByDevelopmentStage,  False.
CellByClass and StructuralCell SubClassOf CellByDevelopmentStage,  False.
CellByDevelopmentStage and Osteocyte SubClassOf ChondroCyte,  False.
ChondroCyte and MatureCell SubClassOf CellByDevelopmentStage,  False.
Cell and Miocyte SubClassOf ChondroCyte,  False.
CellByOrganism and Osteocyte SubClassOf ElectricallyActiveCell,  True.
CellByOrganism and Osteocyte SubClassOf SclerenchymaCell,  False.
CellByOrganism and Osteocyte SubClassOf LeafCell,  False.
CellByOrganism and Osteocyte SubClassOf Erythrocyte,  False.
CellByOrganism and Osteocyte SubClassOf PhotosyntheticCell,  False.
CellByOrganism and Osteocyte SubClassOf PlantCell,  False.
CellByOrganism and Osteocyte SubClassOf MatureCell,  False.
CellByOrganism and Osteocyte SubClassOf AnimalCell,  False.
CellByOrganism and Osteocyte SubClassOf Cell,  The statement
CellByOrganism and Osteocyte SubClassOf Miocyte,  False.
CellByOrganism and Osteocyte SubClassOf InMatureCell,  False.
CellByOrganism and Osteocyte SubClassOf ChondroBlast,  False.
CellByOrganism and Osteocyte SubClassOf CellByDevelopmentStage,  False.
CellByOrganism and Osteocyte SubClassOf PhotoreceptorCell,  False.
CellByOrganism SubClassOf ElectricallyActiveCell,  False.
CellByClass and CirculatingCell SubClassOf SclerenchymaCell,  False.
CirculatingCell and Miocyte SubClassOf PhotoreceptorCell,  False.
CellByClass and ElectricallyActiveCell SubClassOf MatureCell,  False.
CellByDevelopmentStage and MatureCell SubClassOf Cell,  True.
CellByDevelopmentStage and MatureCell SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and MatureCell SubClassOf Erythrocyte,  The given
CellByDevelopmentStage and MatureCell SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and MatureCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and MatureCell SubClassOf PlantCell,  False.
CellByDevelopmentStage and MatureCell SubClassOf CellByClass,  False.
CellByDevelopmentStage SubClassOf Cell,  True.
CellByDevelopmentStage SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage SubClassOf LeafCell,  False.
CellByDevelopmentStage SubClassOf Erythrocyte,  False.
CellByDevelopmentStage SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage SubClassOf PlantCell,  False.
CellByDevelopmentStage SubClassOf CellByClass,  False.
CellByDevelopmentStage SubClassOf MatureCell,  False.
CellByDevelopmentStage SubClassOf Miocyte,  False.
CellByDevelopmentStage SubClassOf InMatureCell,  False.
CellByDevelopmentStage SubClassOf Osteocyte,  False.
CellByDevelopmentStage SubClassOf ChondroBlast,  False.
CellByDevelopmentStage SubClassOf MioBlast,  False.
CellByDevelopmentStage SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage SubClassOf CellByOrganism,  False.
CellByDevelopmentStage SubClassOf ElectricallyActiveCell,  False.
CellByDevelopmentStage SubClassOf StructuralCell,  False.
CellByDevelopmentStage SubClassOf Neuron,  False.
CellByDevelopmentStage SubClassOf ChondroCyte,  False.
ChondroBlast and SclerenchymaCell SubClassOf MatureCell,  False.
CellByOrganism and LeafCell SubClassOf CellByClass,  False.
ChondroCyte and LeafCell SubClassOf MatureCell,  False.
CirculatingCell and Neuron SubClassOf CellByClass,  False.
InMatureCell and PhotosyntheticCell SubClassOf ChondroBlast,  False.
ChondroCyte and Osteocyte SubClassOf MatureCell,  False.
Miocyte and StructuralCell SubClassOf CellByClass,  False.
Cell and Erythrocyte SubClassOf ChondroBlast,  False.
Miocyte and PhotoreceptorCell SubClassOf ChondroBlast,  False.
CellByClass and Miocyte SubClassOf CellByDevelopmentStage,  False.
MioBlast SubClassOf AnimalCell,  False.
CirculatingCell and ElectricallyActiveCell SubClassOf AnimalCell,  False.
ChondroBlast and Miocyte SubClassOf AnimalCell,  False.
MioBlast and Osteocyte SubClassOf Neuron,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can Miocyte that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroCyte that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'AnimalCell'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can InMatureCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'StructuralCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'Cell'?,  False.
Can ChondroBlast that is also Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell be considered a subcategory of 'Cell'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Cell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'MatureCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByOrganism that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
Can StructuralCell be considered a subcategory of 'PlantCell'?,  False.
Can CirculatingCell that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  False.
Can LeafCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByOrganism'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'MatureCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'CellByClass'?,  False.
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'InMatureCell'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'InMatureCell'?,  False.
Can Cell that is also LeafCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByOrganism'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
