Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can StructuralCell be considered a subcategory of 'CellByClass'?,  False.
Can StructuralCell be considered a subcategory of 'MatureCell'?,  False.
Can StructuralCell be considered a subcategory of 'AnimalCell'?,  False.
Can StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can StructuralCell be considered a subcategory of 'InMatureCell'?,  False.
Can StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can StructuralCell be considered a subcategory of 'MioBlast'?,  False.
Can StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can StructuralCell be considered a subcategory of 'CellByOrganism'?,  False.
Can StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroCyte that is also Neuron be considered a subcategory of 'MatureCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'Cell'?,  True.
Can CellByClass that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  True,
Can MioBlast be considered a subcategory of 'CirculatingCell'?,  I cannot
Can CellByClass be considered a subcategory of 'CirculatingCell'?,  I cannot
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'MatureCell'?,  False.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  I cannot
Can PhotosyntheticCell be considered a subcategory of 'PlantCell'?,  True,
Can PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByClass'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Cell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'Cell that is also PlantCell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Neuron'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'InMatureCell'?,  False.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'StructuralCell'?,  False.
Can Cell that is also ChondroCyte be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also ChondroBlast be considered a subcategory of 'CellByOrganism'?,  False.
Can Osteocyte that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can LeafCell that is also Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can MatureCell that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'AnimalCell'?,  True,
Can Osteocyte be considered a subcategory of 'AnimalCell'?,  False.
Can MatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can AnimalCell that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can MatureCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also LeafCell be considered a subcategory of 'MatureCell'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  True,
Can AnimalCell that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CellByClass'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MatureCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  I cannot
Can CellByClass be considered a subcategory of 'MioBlast'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'MioBlast'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can Neuron that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'InMatureCell'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'InMatureCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'CellByOrganism'?,  False.
Can MatureCell that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'CellByOrganism'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can Neuron that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  I cannot
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'AnimalCell'?,  True.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'CellByClass'?,  True,
Can MioBlast be considered a subcategory of 'CellByClass'?,  I cannot
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'AnimalCell'?,  True.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'CellByClass'?,  True,
Can MatureCell be considered a subcategory of 'CellByClass'?,  I cannot
Can Cell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroCyte that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ChondroCyte that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'StructuralCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'StructuralCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Cell'?,  True.
Can MatureCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'CellByClass'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'AnimalCell'?,  True.
Can MioBlast be considered a subcategory of 'AnimalCell'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'Cell'?,  True.
Can MioBlast that is also Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'CellByClass'?,  I cannot
Can MioBlast that is also Neuron be considered a subcategory of 'MatureCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'AnimalCell'?,  False.
Can MioBlast be considered a subcategory of 'Cell'?,  False.
Can Neuron be considered a subcategory of 'Cell'?,  True.
Can Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Neuron be considered a subcategory of 'LeafCell'?,  False.
Can Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Neuron be considered a subcategory of 'CirculatingCell'?,  False.
Can Neuron be considered a subcategory of 'PlantCell'?,  False.
Can Neuron be considered a subcategory of 'CellByClass'?,  False.
Can Neuron be considered a subcategory of 'MatureCell'?,  False.
Can Neuron be considered a subcategory of 'AnimalCell'?,  False.
Can Neuron be considered a subcategory of 'Miocyte'?,  False.
Can Neuron be considered a subcategory of 'InMatureCell'?,  False.
Can Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can Neuron be considered a subcategory of 'MioBlast'?,  False.
Can Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Neuron be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron be considered a subcategory of 'CellByOrganism'?,  False.
Can Neuron be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Neuron be considered a subcategory of 'Cell that is also ElectricallyActiveCell'?,  True.
Can Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'MatureCell'?,  True,
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'CellByClass'?,  True.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MatureCell'?,  False.
Can Erythrocyte that is also LeafCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  True,
Can CirculatingCell that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'Erythrocyte'?,  True,
Can CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'CellByClass'?,  I cannot
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'CellByClass'?,  true,
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PlantCell'?,  False.
Can CirculatingCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByOrganism be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also ChondroCyte be considered a subcategory of 'InMatureCell'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also LeafCell be considered a subcategory of 'PlantCell'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also PlantCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also LeafCell be considered a subcategory of 'CellByOrganism'?,  False.
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'LeafCell'?,  False.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'AnimalCell'?,  True,
Can CellByOrganism that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'CellByClass'?,  True.
Can Miocyte that is also PlantCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'CellByClass'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can LeafCell that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  True,
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByClass'?,  I cannot
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'MatureCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Cell'?,  True.
Can InMatureCell be considered a subcategory of 'Cell'?,  True,
Can InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can InMatureCell be considered a subcategory of 'CirculatingCell'?,  I cannot
Can InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can InMatureCell be considered a subcategory of 'CellByClass'?,  I cannot
Can InMatureCell be considered a subcategory of 'MatureCell'?,  False.
Can InMatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can InMatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can InMatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can InMatureCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can InMatureCell be considered a subcategory of 'CellByOrganism'?,  False.
Can InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can InMatureCell be considered a subcategory of 'StructuralCell'?,  False.
Can InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'MioBlast'?,  I cannot
Can MatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'CellByOrganism'?,  True,
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'CellByClass'?,  True,
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'StructuralCell'?,  I cannot
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'Cell'?,  True.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'MatureCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'AnimalCell'?,  True,
Can ChondroBlast be considered a subcategory of 'AnimalCell'?,  False.
