Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Can Meat that is also Vertebrate be considered a subcategory of 'Plant'?,  False.
Can something that eats some Meat be considered a subcategory of 'Reptile'?,  False.
Can Plant that is also Water be considered a subcategory of 'Meat'?,  False.
Can Backbone that is also Cat be considered a subcategory of 'Wing'?,  False.
Can something that has_part some Herbivore be considered a subcategory of 'Fish'?,  False.
Can Animal be considered a subcategory of 'something that eats some Backbone'?,  False.
Can Elephant that is also Leg be considered a subcategory of 'Carnivore'?,  False.
Can Elephant be considered a subcategory of 'something that lays some Plant'?,  False.
Can something that eats some Elephant be considered a subcategory of 'Cat'?,  False.
Can Carnivore be considered a subcategory of 'something that lives_in some Egg'?,  False.
Can something that lives_in some Water be considered a subcategory of 'Leg'?,  False.
Can Fish be considered a subcategory of 'something that eats some Backbone'?,  True.
Can Egg be considered a subcategory of 'something that eats some Backbone'?,  False.
Can Meat be considered a subcategory of 'something that eats some Backbone'?,  False.
Can Carnivore be considered a subcategory of 'something that eats some Backbone'?,  True.
Can Thing that is also something that (eats some Backbone) be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?,  False.
Can Animal be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?,  False.
Can Mammal be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?,  False.
Can Carnivore be considered a subcategory of 'Animal that is also Thing that is also something that (eats some Backbone)'?,  True.
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Thing that is also something that (eats some Backbone)'?,  True.
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Thing that is also something that (eats some (Animal that is also Backbone))'?,  True.
Can Carnivore be considered a subcategory of 'Animal that is also Mammal that is also Thing that is also something that (eats some (Animal that is also Backbone that is also Mammal))'?,  True.
Can Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Backbone that is also Mammal)) be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Backbone that is also Mammal))'?,  True.
Can Egg be considered a subcategory of 'Animal that is also Backbone that is also Mammal'?,  False.
Can Meat be considered a subcategory of 'Animal that is also Backbone that is also Mammal'?,  False.
Can Carnivore be considered a subcategory of 'Animal that is also Backbone that is also Mammal'?,  True,
Can Wing be considered a subcategory of 'something that lives_in some Plant'?,  False.
Can Water be considered a subcategory of 'something that lives_in some Carnivore'?,  False.
Can Cat be considered a subcategory of 'something that lives_in some Wing'?,  False.
Can Carnivore that is also Meat be considered a subcategory of 'Cat'?,  False.
Animal and Backbone SubClassOf Carnivore,  False.
eats some Carnivore SubClassOf Fish,  False.
has_part some Reptile SubClassOf Egg,  False.
Meat SubClassOf Water,  False.
lives_in some Backbone SubClassOf Reptile,  True\n
lives_in some Backbone SubClassOf Egg,  False.
lives_in some Backbone SubClassOf Meat,  False.
lives_in some Backbone SubClassOf Carnivore,  False.
lives_in some Backbone SubClassOf Water,  False.
lives_in some Backbone SubClassOf Animal,  True.
Backbone SubClassOf Animal,  True.
Backbone SubClassOf Egg,  False.
Backbone SubClassOf Meat,  False.
Backbone SubClassOf Carnivore,  False.
Backbone SubClassOf Water,  False.
Backbone SubClassOf Reptile,  False.
Backbone SubClassOf Plant,  True.
Backbone SubClassOf Animal and Plant,  False.
Backbone SubClassOf Vertebrate,  True.
Backbone SubClassOf Animal and Vertebrate,  False.
Backbone SubClassOf Cat,  False.
Backbone SubClassOf Fish,  False.
Backbone SubClassOf Mammal,  True.
Backbone SubClassOf Animal and Mammal,  False.
Backbone SubClassOf Herbivore,  False.
Backbone SubClassOf Leg,  False.
Backbone SubClassOf Elephant,  False.
Backbone SubClassOf Bird,  False.
Backbone SubClassOf Wing,  False.
Carnivore and Vertebrate SubClassOf Egg,  False.
eats some Bird SubClassOf Cat,  False.
Backbone SubClassOf has_part some Leg,  False.
Backbone and Fish SubClassOf Carnivore,  False.
Carnivore and Herbivore SubClassOf Fish,  False.
Meat and Reptile SubClassOf Water,  False.
Cat and Water SubClassOf Leg,  False.
Carnivore and Leg SubClassOf Egg,  False.
Meat SubClassOf Egg,  False.
Meat and Plant SubClassOf Backbone,  False.
Animal and Backbone SubClassOf Water,  False.
eats some Water SubClassOf Carnivore,  False.
Meat SubClassOf Elephant,  False.
Thing SubClassOf lives_in some (Animal and Backbone),  False.
Thing SubClassOf Egg,  False.
Thing SubClassOf Meat,  False.
Thing SubClassOf Carnivore,  The answer
Thing SubClassOf Water,  False.
Thing SubClassOf Animal,  True.
Vertebrate and Water SubClassOf Leg,  False.
Carnivore and Reptile SubClassOf Fish,  False.
Bird SubClassOf lays some Backbone,  False.
Backbone and Fish SubClassOf Water,  True.
Backbone and Fish SubClassOf Egg,  False.
Backbone and Fish SubClassOf Meat,  False.
Fish SubClassOf Water,  True,
Fish SubClassOf Egg,  False.
Fish SubClassOf Meat,  False.
Fish SubClassOf Carnivore,  False.
Fish SubClassOf Animal,  True.
Fish SubClassOf Animal and Water,  Fish is
Fish SubClassOf Reptile,  False.
Fish SubClassOf Plant,  False.
Fish SubClassOf Vertebrate,  True.
Fish SubClassOf Vertebrate and Water,  False.
Fish SubClassOf Cat,  False.
Fish SubClassOf Mammal,  False.
Fish SubClassOf Herbivore,  False.
Fish SubClassOf Leg,  False.
Fish SubClassOf Elephant,  False.
Fish SubClassOf Bird,  False.
Fish SubClassOf Backbone,  False.
Fish SubClassOf Wing,  False.
Elephant and Water SubClassOf Vertebrate,  True.
Elephant and Water SubClassOf Egg,  False.
Elephant and Water SubClassOf Meat,  False.
Elephant and Water SubClassOf Carnivore,  False.
Elephant and Water SubClassOf Reptile,  False.
Elephant and Water SubClassOf Plant,  False.
Water SubClassOf Vertebrate,  False.
Elephant SubClassOf Vertebrate,  True\n
Elephant SubClassOf Egg,  False.
Elephant SubClassOf Meat,  False.
Elephant SubClassOf Carnivore,  False.
Elephant SubClassOf Water,  False.
Elephant SubClassOf Animal,  True.
Elephant SubClassOf Animal and Vertebrate,  True,
Elephant SubClassOf Reptile,  False.
Elephant SubClassOf Plant,  False.
Elephant SubClassOf Cat,  False.
Elephant SubClassOf Fish,  False.
Elephant SubClassOf Mammal,  True.
Elephant SubClassOf Animal and Mammal and Vertebrate,  True,
Elephant SubClassOf Herbivore,  True.
Elephant SubClassOf Animal and Herbivore and Mammal and Vertebrate,  True\n
Elephant SubClassOf Leg,  False.
Elephant SubClassOf Bird,  False.
Elephant SubClassOf Backbone,  False.
Elephant SubClassOf Wing,  False.
Reptile and Wing SubClassOf Egg,  False.
Backbone and Meat SubClassOf Elephant,  False.
Backbone and Water SubClassOf Reptile,  False.
Fish and Leg SubClassOf Vertebrate,  True.
Fish and Leg SubClassOf Egg,  False.
Fish and Leg SubClassOf Meat,  False.
Fish and Leg SubClassOf Carnivore,  False.
Fish and Leg SubClassOf Reptile,  False.
Fish and Leg SubClassOf Plant,  False.
Fish SubClassOf Animal and Vertebrate,  True,
Egg and Mammal SubClassOf Backbone,  False.
Egg and Leg SubClassOf Vertebrate,  False.
has_part some Cat SubClassOf Water,  False.
Meat and Vertebrate SubClassOf Carnivore,  False.
Backbone and Leg SubClassOf Egg,  False.
Mammal and Vertebrate SubClassOf Wing,  False.
Cat and Mammal SubClassOf Backbone,  True.
Cat and Mammal SubClassOf Egg,  False.
Cat and Mammal SubClassOf Meat,  False.
Cat and Mammal SubClassOf Carnivore,  False.
Cat and Mammal SubClassOf Water,  False.
Cat and Mammal SubClassOf Reptile,  False.
Cat and Mammal SubClassOf Plant,  False.
Cat and Mammal SubClassOf Vertebrate,  True\n
Cat SubClassOf Vertebrate,  True.
Cat SubClassOf Egg,  False.
Cat SubClassOf Meat,  False.
Cat SubClassOf Carnivore,  True.
Cat SubClassOf Carnivore and Vertebrate,  True,
Cat SubClassOf Water,  False.
Cat SubClassOf Animal,  True.
Cat SubClassOf Animal and Carnivore and Vertebrate,  True,
Cat SubClassOf Reptile,  False.
Cat SubClassOf Plant,  False.
Cat SubClassOf Fish,  False.
Cat SubClassOf Mammal,  True.
Cat SubClassOf Animal and Carnivore and Mammal and Vertebrate,  True\n
Cat SubClassOf Herbivore,  False.
Cat SubClassOf Leg,  False.
Cat SubClassOf Elephant,  False.
Cat SubClassOf Bird,  False.
Cat SubClassOf Backbone,  False.
Cat SubClassOf Wing,  False.
Bird and Vertebrate SubClassOf Leg,  False.
Animal SubClassOf lays some Vertebrate,  False.
Animal and Elephant SubClassOf Water,  False.
Reptile and Vertebrate SubClassOf Carnivore,  False.
Leg and Water SubClassOf Egg,  False.
Animal and Mammal SubClassOf Wing,  False.
Animal and Cat SubClassOf Backbone,  False.
lays some Vertebrate SubClassOf Leg,  False.
Animal and Leg SubClassOf Bird,  False.
has_part some Reptile SubClassOf Elephant,  False.
lives_in some Leg SubClassOf Leg,  False.
Mammal and Vertebrate SubClassOf Egg,  False.
Bird and Vertebrate SubClassOf Wing,  False.
Bird and Carnivore SubClassOf Backbone,  False.
lays some Wing SubClassOf Herbivore,  False.
Cat and Wing SubClassOf Elephant,  False.
lays some Vertebrate SubClassOf Reptile,  False.
Cat and Elephant SubClassOf Leg,  False.
lives_in some Fish SubClassOf Backbone,  False.
has_part some Animal SubClassOf Carnivore,  True.
has_part some Animal SubClassOf Egg,  False.
has_part some Animal SubClassOf Meat,  False.
Animal SubClassOf Carnivore,  False.
Animal and Thing SubClassOf Animal and Thing and (has_part some (Animal and Thing)),  False.
Animal and Thing SubClassOf Egg,  False.
Animal and Thing SubClassOf Meat,  False.
Animal and Thing SubClassOf Carnivore,  False.
Animal and Thing SubClassOf Water,  False.
Animal and Thing SubClassOf Reptile,  False.
Animal and Thing SubClassOf Plant,  False.
Animal and Thing SubClassOf Vertebrate,  False.
Animal and Thing SubClassOf Cat,  False.
Animal and Thing SubClassOf Fish,  False.
Animal and Thing SubClassOf Mammal,  False.
Animal and Thing SubClassOf Herbivore,  False.
Animal and Thing SubClassOf Leg,  False.
Animal and Thing SubClassOf Elephant,  False.
Animal and Thing SubClassOf Bird,  False.
Animal and Thing SubClassOf Backbone,  False.
Animal and Thing SubClassOf Wing,  False.
Animal and Thing and (has_part some Animal) and (has_part some Thing) SubClassOf Animal and Thing and (has_part some (Animal and Thing)),  True.
Animal and Thing and (has_part some (Animal and Thing)) SubClassOf Animal and Thing and (has_part some (Animal and Thing)),  True.
Thing and (has_part some (Animal and Thing)) SubClassOf Carnivore,  False.
Animal and Thing and (has_part some Thing) SubClassOf Carnivore,  False.
Backbone and Bird SubClassOf Wing,  False.
Egg and Mammal SubClassOf Cat,  False.
Fish and Wing SubClassOf Egg,  False.
has_part some Backbone SubClassOf Reptile,  True.
has_part some Backbone SubClassOf Egg,  False.
has_part some Backbone SubClassOf Meat,  False.
has_part some Backbone SubClassOf Water,  True.
Animal and Carnivore and Thing SubClassOf Animal and Carnivore and Thing and (has_part some (Animal and Backbone and Thing)),  True.
Animal and Backbone and Thing SubClassOf Egg,  False.
Animal and Backbone and Thing SubClassOf Meat,  False.
Animal and Backbone and Thing SubClassOf Carnivore,  False.
Animal and Backbone and Thing SubClassOf Water,  False.
Animal and Backbone and Thing SubClassOf Reptile,  False.
Animal and Backbone and Thing SubClassOf Plant,  False.
Animal and Backbone and Thing SubClassOf Vertebrate,  True.
Backbone and Thing SubClassOf Vertebrate,  True.
Thing SubClassOf Vertebrate,  True or
Herbivore and Plant SubClassOf Backbone,  False.
Fish and Reptile SubClassOf Plant,  False.
Bird and Meat SubClassOf Herbivore,  False.
Animal and Plant SubClassOf Carnivore,  False.
lays some Water SubClassOf Plant,  True.
lays some Water SubClassOf Egg,  False.
lays some Water SubClassOf Meat,  False.
lays some Water SubClassOf Carnivore,  False.
lays some Water SubClassOf Water,  True.
Water SubClassOf Water,  True.
Animal and Thing SubClassOf Animal and Thing and (lays some (Animal and Water and Thing)),  False.
Animal and Water and Thing SubClassOf Egg,  False.
Animal and Water and Thing SubClassOf Meat,  False.
Animal and Water and Thing SubClassOf Carnivore,  False.
Animal and Water and Thing SubClassOf Reptile,  False.
Animal and Water and Thing SubClassOf Plant,  False.
Animal and Water and Thing SubClassOf Vertebrate,  False.
Animal and Water and Thing SubClassOf Cat,  False.
Animal and Water and Thing SubClassOf Fish,  False.
Animal and Water and Thing SubClassOf Mammal,  False.
Animal and Water and Thing SubClassOf Herbivore,  False.
Animal and Water and Thing SubClassOf Leg,  False.
Animal and Water and Thing SubClassOf Elephant,  False.
Animal and Water and Thing SubClassOf Bird,  False.
Animal and Water and Thing SubClassOf Backbone,  True.
Water and Thing SubClassOf Backbone,  False.
has_part some Plant SubClassOf Backbone,  True.
has_part some Plant SubClassOf Egg,  False.
has_part some Plant SubClassOf Meat,  False.
has_part some Plant SubClassOf Water,  False.
has_part some Plant SubClassOf Reptile,  False.
has_part some Plant SubClassOf Plant,  True.
Plant SubClassOf Plant,  True.
Animal and Carnivore and Thing SubClassOf Animal and Carnivore and Thing and (has_part some (Animal and Plant and Thing)),  True.
Animal and Plant and Thing SubClassOf Egg,  False.
Animal and Plant and Thing SubClassOf Meat,  False.
Animal and Plant and Thing SubClassOf Carnivore,  False.
Animal and Plant and Thing SubClassOf Water,  False.
Animal and Plant and Thing SubClassOf Reptile,  False.
Animal and Plant and Thing SubClassOf Vertebrate,  False.
Animal and Plant and Thing SubClassOf Cat,  False.
Animal and Plant and Thing SubClassOf Fish,  False.
Animal and Plant and Thing SubClassOf Mammal,  False.
Animal and Plant and Thing SubClassOf Herbivore,  False.
Animal and Plant and Thing SubClassOf Leg,  False.
Animal and Plant and Thing SubClassOf Elephant,  False.
Animal and Plant and Thing SubClassOf Bird,  False.
Animal and Plant and Thing SubClassOf Backbone,  The statement
Animal and Plant and Thing SubClassOf Wing,  False.
Animal and Carnivore and Thing and (has_part some Animal) and (has_part some (Plant and Thing)) SubClassOf Animal and Carnivore and Thing and (has_part some (Animal and Plant and Thing)),  True.
Animal and Carnivore and Thing and (has_part some (Animal and Plant and Thing)) SubClassOf Animal and Carnivore and Thing and (has_part some (Animal and Plant and Thing)),  True.
Carnivore and Thing and (has_part some (Animal and Plant and Thing)) SubClassOf Plant,  False.
Animal and Thing and (has_part some (Animal and Plant and Thing)) SubClassOf Plant,  False.
Animal and Carnivore and Thing and (has_part some (Plant and Thing)) SubClassOf Plant,  False.
Animal and Carnivore and Thing and (has_part some (Animal and Thing)) SubClassOf Plant,  Based on
Backbone and Leg SubClassOf Wing,  False.
Animal and Mammal SubClassOf Backbone,  True.
Animal and Mammal SubClassOf Egg,  False.
Animal and Mammal SubClassOf Meat,  False.
Animal and Mammal SubClassOf Carnivore,  False.
Animal and Mammal SubClassOf Water,  False.
Animal and Mammal SubClassOf Reptile,  False.
Animal and Mammal SubClassOf Plant,  False.
Animal and Mammal SubClassOf Vertebrate,  True.
Mammal SubClassOf Vertebrate,  True.
Mammal SubClassOf Egg,  False.
Mammal SubClassOf Meat,  False.
Mammal SubClassOf Carnivore,  False.
Mammal SubClassOf Water,  False.
Mammal SubClassOf Animal,  True.
Mammal SubClassOf Animal and Vertebrate,  True.
Mammal SubClassOf Reptile,  False.
Mammal SubClassOf Plant,  False.
Mammal SubClassOf Cat,  False.
Mammal SubClassOf Fish,  False.
Mammal SubClassOf Herbivore,  False.
Mammal SubClassOf Leg,  False.
Mammal SubClassOf Elephant,  False.
Mammal SubClassOf Bird,  False.
Mammal SubClassOf Backbone,  True.
Mammal SubClassOf Animal and Backbone and Vertebrate,  True,
Mammal SubClassOf Wing,  False.
lays some Fish SubClassOf Fish,  True\n
lays some Fish SubClassOf Egg,  False.
lays some Fish SubClassOf Meat,  False.
lays some Fish SubClassOf Carnivore,  True.
Animal and Thing SubClassOf Animal and Thing and (lays some (Animal and Backbone and Fish and Vertebrate and Water and Thing)),  False.
Animal and Backbone and Fish and Vertebrate and Water and Thing SubClassOf Egg,  False\n
Animal and Backbone and Fish and Vertebrate and Water and Thing SubClassOf Meat,  Here are
Animal and Backbone and Fish and Vertebrate and Water and Thing SubClassOf Carnivore,  False\n
Animal and Backbone and Fish and Vertebrate and Water and Thing SubClassOf Reptile,  True\n
Backbone and Fish and Vertebrate and Water and Thing SubClassOf Reptile,  False\n
Animal and Fish and Vertebrate and Water and Thing SubClassOf Reptile,  False\n
Animal and Backbone and Vertebrate and Water and Thing SubClassOf Reptile,  False\n
Animal and Backbone and Fish and Water and Thing SubClassOf Reptile,  False\n
Animal and Backbone and Fish and Vertebrate and Thing SubClassOf Reptile,  Here are
Animal and Elephant SubClassOf Carnivore,  False.
Leg and Water SubClassOf Wing,  False.
Animal and Leg SubClassOf Cat,  False.
lays some Vertebrate SubClassOf Egg,  False.
Bird SubClassOf Backbone,  False.
lives_in some Plant SubClassOf Cat,  False.
eats some Wing SubClassOf Plant,  False.
Plant and Reptile SubClassOf Elephant,  False.
Backbone and Bird SubClassOf Carnivore,  False.
Fish SubClassOf has_part some Vertebrate,  False.
Vertebrate and Wing SubClassOf Egg,  False.
Wing SubClassOf lays some Herbivore,  False.
Bird and Plant SubClassOf Backbone,  In a
Water SubClassOf has_part some Animal,  False.
Elephant and Wing SubClassOf Plant,  False.
Bird and Water SubClassOf Meat,  False.
Bird and Meat SubClassOf Carnivore,  False.
Egg SubClassOf has_part some Vertebrate,  False.
lays some Elephant SubClassOf Carnivore,  False.
lives_in some Plant SubClassOf Backbone,  False.
eats some Egg SubClassOf Vertebrate,  True.
eats some Egg SubClassOf Egg,  True.
Egg SubClassOf Egg,  True.
Animal and Thing SubClassOf Animal and Thing and (eats some (Animal and Egg and Thing)),  False.
Animal and Egg and Thing SubClassOf Meat,  False.
Animal and Egg and Thing SubClassOf Carnivore,  False.
Animal and Egg and Thing SubClassOf Water,  False.
Animal and Egg and Thing SubClassOf Reptile,  True.
Egg and Thing SubClassOf Reptile,  False.
Carnivore SubClassOf lays some Plant,  False.
Backbone and Bird SubClassOf Herbivore,  False.
Fish and Plant SubClassOf Carnivore,  False.
Wing SubClassOf lays some Wing,  False.
Plant and Water SubClassOf Cat,  False.
Cat SubClassOf eats some Egg,  False.
Animal and Plant SubClassOf Vertebrate,  False.
Leg and Wing SubClassOf Egg,  False.
Backbone and Herbivore SubClassOf Wing,  False.
lays some Cat SubClassOf Elephant,  False.
lays some Animal SubClassOf Reptile,  True.
lays some Animal SubClassOf Egg,  True.
Animal SubClassOf Egg,  False.
Animal and Thing SubClassOf Animal and Thing and (lays some (Animal and Thing)),  False.
Animal and Thing and (lays some Animal) and (lays some Thing) SubClassOf Animal and Thing and (lays some (Animal and Thing)),  False.
Animal and Thing and (lays some Animal) and (lays some Thing) SubClassOf Egg,  False.
Animal and Thing and (lays some (Animal and Thing)) SubClassOf Animal and Thing and (lays some (Animal and Thing)),  False.
Animal and Thing and (lays some (Animal and Thing)) SubClassOf Egg,  False\n
Thing and (lays some (Animal and Thing)) SubClassOf Egg,  True\n
Thing and (lays some Thing) SubClassOf Egg,  False.
Plant and Vertebrate SubClassOf Fish,  False.
Fish and Mammal SubClassOf Wing,  False.
eats some Fish SubClassOf Meat,  False.
Animal and Carnivore SubClassOf Mammal,  True.
Animal and Carnivore SubClassOf Egg,  False.
Animal and Carnivore SubClassOf Meat,  False.
Animal and Carnivore SubClassOf Water,  False.
Animal and Carnivore SubClassOf Reptile,  False.
Animal and Carnivore SubClassOf Plant,  False.
Animal and Carnivore SubClassOf Vertebrate,  False.
Animal and Carnivore SubClassOf Cat,  False.
Animal and Carnivore SubClassOf Fish,  False.
Carnivore SubClassOf Mammal,  True.
Carnivore SubClassOf Egg,  False.
Carnivore SubClassOf Meat,  False.
Carnivore SubClassOf Water,  False.
Carnivore SubClassOf Animal,  True.
Carnivore SubClassOf Animal and Mammal,  True,
Carnivore SubClassOf Reptile,  False.
Carnivore SubClassOf Plant,  False.
Carnivore SubClassOf Vertebrate,  True.
Carnivore SubClassOf Animal and Mammal and Vertebrate,  True,
Carnivore SubClassOf Cat,  False.
Carnivore SubClassOf Fish,  False.
Carnivore SubClassOf Herbivore,  False.
Carnivore SubClassOf Leg,  False.
Carnivore SubClassOf Elephant,  False.
Carnivore SubClassOf Bird,  False.
Carnivore SubClassOf Backbone,  True.
Carnivore SubClassOf Animal and Backbone and Mammal and Vertebrate,  True,
Carnivore SubClassOf Wing,  False.
Animal and Egg SubClassOf Elephant,  False.
Water and Wing SubClassOf Meat,  False.
Animal and Wing SubClassOf Leg,  False.
Bird and Plant SubClassOf Fish,  False.
Elephant and Plant SubClassOf Water,  False.
Elephant and Fish SubClassOf Meat,  False.
Backbone and Plant SubClassOf Bird,  False.
Egg and Fish SubClassOf Elephant,  False.
Fish and Herbivore SubClassOf Leg,  False.
Cat and Herbivore SubClassOf Fish,  False.
has_part some Vertebrate SubClassOf Elephant,  True.
has_part some Vertebrate SubClassOf Egg,  False.
has_part some Vertebrate SubClassOf Meat,  False.
has_part some Vertebrate SubClassOf Water,  False.
has_part some Vertebrate SubClassOf Reptile,  False.
has_part some Vertebrate SubClassOf Plant,  False.
has_part some Vertebrate SubClassOf Cat,  False.
has_part some Vertebrate SubClassOf Fish,  False.
has_part some Vertebrate SubClassOf Herbivore,  False.
has_part some Vertebrate SubClassOf Leg,  False.
Vertebrate SubClassOf Elephant,  False.
Animal and Backbone and Carnivore and Mammal and Vertebrate and Thing SubClassOf Animal and Backbone and Carnivore and Mammal and Vertebrate and Thing and (has_part some (Animal and Vertebrate and Thing)),  True.
Animal and Vertebrate and Thing SubClassOf Egg,  False.
Animal and Vertebrate and Thing SubClassOf Meat,  False.
Animal and Vertebrate and Thing SubClassOf Carnivore,  False.
Animal and Vertebrate and Thing SubClassOf Water,  False.
Animal and Vertebrate and Thing SubClassOf Reptile,  False.
Animal and Vertebrate and Thing SubClassOf Plant,  False.
Animal and Vertebrate and Thing SubClassOf Cat,  False.
Animal and Vertebrate and Thing SubClassOf Fish,  False.
Animal and Vertebrate and Thing SubClassOf Mammal,  True.
Vertebrate and Thing SubClassOf Mammal,  False.
Carnivore and Leg SubClassOf Meat,  False.
Animal and Cat SubClassOf Bird,  False.
Cat SubClassOf lives_in some Bird,  False.
Leg and Wing SubClassOf Reptile,  False.
Backbone and Elephant SubClassOf Egg,  False.
Animal and Fish SubClassOf Bird,  False.
Leg SubClassOf lays some Reptile,  False.
has_part some Bird SubClassOf Bird,  True.
has_part some Bird SubClassOf Egg,  False.
has_part some Bird SubClassOf Meat,  False.
has_part some Bird SubClassOf Water,  False.
has_part some Bird SubClassOf Reptile,  False.
has_part some Bird SubClassOf Plant,  False.
has_part some Bird SubClassOf Cat,  False.
has_part some Bird SubClassOf Fish,  False.
has_part some Bird SubClassOf Herbivore,  False.
has_part some Bird SubClassOf Leg,  False.
has_part some Bird SubClassOf Elephant,  False.
Bird SubClassOf Bird,  True.
Animal and Backbone and Carnivore and Mammal and Vertebrate and Thing SubClassOf Animal and Backbone and Carnivore and Mammal and Vertebrate and Thing and (has_part some (Animal and Bird and Thing)),  True.
Animal and Bird and Thing SubClassOf Egg,  False.
Animal and Bird and Thing SubClassOf Meat,  False.
Animal and Bird and Thing SubClassOf Carnivore,  False.
Animal and Bird and Thing SubClassOf Water,  False.
Animal and Bird and Thing SubClassOf Reptile,  False.
Animal and Bird and Thing SubClassOf Plant,  False.
Animal and Bird and Thing SubClassOf Vertebrate,  True\n
Bird and Thing SubClassOf Vertebrate,  True.
Cat and Meat SubClassOf Water,  False.
Mammal and Plant SubClassOf Bird,  False.
Bird and Mammal SubClassOf Fish,  False.
Meat and Plant SubClassOf Elephant,  False.
Egg SubClassOf Water,  False.
Vertebrate SubClassOf lays some Leg,  False.
lives_in some Egg SubClassOf Reptile,  False.
Herbivore SubClassOf lays some Mammal,  False.
Animal and Wing SubClassOf Meat,  False.
has_part some Animal SubClassOf Leg,  False.
Plant SubClassOf Fish,  False.
Bird and Carnivore SubClassOf Fish,  False.
Meat and Plant SubClassOf Bird,  False.
Vertebrate SubClassOf Fish,  False.
Leg and Plant SubClassOf Mammal,  False.
Bird and Cat SubClassOf Fish,  False.
Plant and Reptile SubClassOf Bird,  False.
Animal SubClassOf has_part some Bird,  False.
has_part some Wing SubClassOf Elephant,  False.
Carnivore and Reptile SubClassOf Egg,  False.
Elephant and Water SubClassOf Leg,  False.
Carnivore SubClassOf lays some Bird,  False.
Carnivore SubClassOf eats some Water,  False.
Vertebrate SubClassOf has_part some Bird,  False.
Bird SubClassOf eats some Reptile,  False.
Backbone and Elephant SubClassOf Leg,  False.
Egg SubClassOf lives_in some Elephant,  False.
Meat and Wing SubClassOf Herbivore,  False.
Reptile SubClassOf eats some Carnivore,  False.
Elephant and Plant SubClassOf Fish,  False.
Leg SubClassOf has_part some Leg,  True.
Leg SubClassOf Egg,  False.
Leg SubClassOf Meat,  False.
Leg SubClassOf Carnivore,  False.
Leg SubClassOf Water,  False.
Leg SubClassOf Reptile,  False.
Leg SubClassOf Plant,  False.
Leg SubClassOf Vertebrate,  False.
Leg SubClassOf Cat,  False.
Leg SubClassOf Fish,  False.
Leg SubClassOf Mammal,  True.
Leg SubClassOf Animal,  True.
Leg SubClassOf Animal and Mammal,  The statements
Leg SubClassOf Herbivore,  False.
Leg SubClassOf Elephant,  False.
Leg SubClassOf Bird,  False.
Leg SubClassOf Backbone,  True.
Leg SubClassOf Backbone and Mammal,  True.
Leg SubClassOf Wing,  False.
Leg SubClassOf Animal and Backbone and Mammal,  True,
has_part some Wing SubClassOf Bird,  True.
has_part some Wing SubClassOf Egg,  False.
has_part some Wing SubClassOf Meat,  False.
has_part some Wing SubClassOf Water,  False.
has_part some Wing SubClassOf Reptile,  False.
has_part some Wing SubClassOf Plant,  True.
Wing SubClassOf Plant,  False.
Animal and Backbone and Carnivore and Mammal and Vertebrate and Thing SubClassOf Animal and Backbone and Carnivore and Mammal and Vertebrate and Thing and (has_part some (Animal and Wing and Thing)),  True.
Animal and Wing and Thing SubClassOf Egg,  False.
Animal and Wing and Thing SubClassOf Meat,  False.
Animal and Wing and Thing SubClassOf Carnivore,  False.
Animal and Wing and Thing SubClassOf Water,  False.
Animal and Wing and Thing SubClassOf Reptile,  False.
Animal and Wing and Thing SubClassOf Plant,  False.
Animal and Wing and Thing SubClassOf Vertebrate,  False.
Animal and Wing and Thing SubClassOf Cat,  False.
Animal and Wing and Thing SubClassOf Fish,  False.
Animal and Wing and Thing SubClassOf Mammal,  False.
Animal and Wing and Thing SubClassOf Herbivore,  False.
Animal and Wing and Thing SubClassOf Leg,  False.
Animal and Wing and Thing SubClassOf Elephant,  False.
Animal and Wing and Thing SubClassOf Bird,  True.
Wing and Thing SubClassOf Bird,  True\n
Thing SubClassOf Bird,  True or
Plant SubClassOf lays some Elephant,  False.
Animal and Herbivore SubClassOf Cat,  False.
Meat SubClassOf lays some Water,  False.
Vertebrate SubClassOf has_part some Egg,  False.
Elephant and Herbivore SubClassOf Cat,  False.
Backbone and Elephant SubClassOf Reptile,  False.
Herbivore SubClassOf has_part some Fish,  False.
Reptile SubClassOf lays some Water,  False.
Animal and Backbone SubClassOf Elephant,  False.
eats some Water SubClassOf Water,  False.
lays some Herbivore SubClassOf Mammal,  True.
lays some Herbivore SubClassOf Meat,  False.
lays some Herbivore SubClassOf Carnivore,  False.
lays some Herbivore SubClassOf Water,  False.
lays some Herbivore SubClassOf Plant,  False.
lays some Herbivore SubClassOf Vertebrate,  True.
Herbivore SubClassOf Vertebrate,  False.
Animal and Egg and Reptile and Thing SubClassOf Animal and Egg and Reptile and Thing and (lays some (Animal and Herbivore and Thing)),  True.
Animal and Herbivore and Thing SubClassOf Egg,  False.
Animal and Herbivore and Thing SubClassOf Meat,  False.
Animal and Herbivore and Thing SubClassOf Carnivore,  False,
Animal and Herbivore and Thing SubClassOf Water,  False.
Animal and Herbivore and Thing SubClassOf Reptile,  False.
