HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
AsthmaFrequency and MyocardialInfarctionFrequency SubClassOf SatietyDifference,  False.
DailyBloodPressure and HighReductionInHamiltonDepressionScore SubClassOf GeneExpressionMeasure,  False.
AsthmaFrequency and RemissionMeasure SubClassOf TissueMeasure,  True.
AsthmaFrequency and RemissionMeasure SubClassOf RemissionFrequency,  False.
AsthmaFrequency and RemissionMeasure SubClassOf SatietyFrequency,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ASAAConcentrationIncrease,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ForcedExperiatoryVolume,  False.
AsthmaFrequency and RemissionMeasure SubClassOf DailyBloodPressure,  False.
AsthmaFrequency and RemissionMeasure SubClassOf HighRemission,  False.
AsthmaFrequency and RemissionMeasure SubClassOf WeigthDifference,  False.
AsthmaFrequency and RemissionMeasure SubClassOf NeoplasmFrequency,  False.
AsthmaFrequency and RemissionMeasure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
AsthmaFrequency and RemissionMeasure SubClassOf QualityOfLife,  False.
AsthmaFrequency and RemissionMeasure SubClassOf AirwayResponsivenessUsingMethacholine,  False.
AsthmaFrequency and RemissionMeasure SubClassOf HighReductionInHamiltonAnxietyScore,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ModerateHamiltonDepressionScore,  False.
AsthmaFrequency and RemissionMeasure SubClassOf LowReductionInChildDepressionScore,  False.
AsthmaFrequency and RemissionMeasure SubClassOf BodyMassIndexDifference,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ForcedVitalCapacity,  False.
AsthmaFrequency and RemissionMeasure SubClassOf PlasmaDrugConcentration,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ElectrocardiogramQTInterval,  False.
AsthmaFrequency and RemissionMeasure SubClassOf PharmacokineticMeasure,  False.
AsthmaFrequency and RemissionMeasure SubClassOf LowMontgomeryAsbergDepressionRating,  False.
AsthmaFrequency and RemissionMeasure SubClassOf GeneExpressionMeasure,  False.
AsthmaFrequency and RemissionMeasure SubClassOf CellCount,  False.
AsthmaFrequency and RemissionMeasure SubClassOf MetabolicMeasure,  False.
AsthmaFrequency and RemissionMeasure SubClassOf LowRemission,  False.
AsthmaFrequency and RemissionMeasure SubClassOf DrugClearance,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ASAAConcentrationDifference,  False.
AsthmaFrequency and RemissionMeasure SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ASAAConcentrationDecrease,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
AsthmaFrequency and RemissionMeasure SubClassOf BodyMassIndexMeasure,  False.
AsthmaFrequency and RemissionMeasure SubClassOf IncreasedGeneExpression,  False.
AsthmaFrequency and RemissionMeasure SubClassOf PathogenCount,  False.
AsthmaFrequency and RemissionMeasure SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
AsthmaFrequency and RemissionMeasure SubClassOf SatietyDifference,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
AsthmaFrequency and RemissionMeasure SubClassOf HighMontgomeryAsbergDepressionRating,  False.
AsthmaFrequency and RemissionMeasure SubClassOf WeightLoss,  False.
AsthmaFrequency and RemissionMeasure SubClassOf Gender,  False.
AsthmaFrequency and RemissionMeasure SubClassOf HamiltonAnxietyScore,  False.
AsthmaFrequency and RemissionMeasure SubClassOf SatietyDecrease,  False.
AsthmaFrequency and RemissionMeasure SubClassOf Weigth,  False.
AsthmaFrequency and RemissionMeasure SubClassOf Race,  False.
AsthmaFrequency and RemissionMeasure SubClassOf WeigthGain,  False.
AsthmaFrequency and RemissionMeasure SubClassOf DecreasedGeneExpression,  False.
AsthmaFrequency and RemissionMeasure SubClassOf ModerateRemission,  False.
ForcedVitalCapacity and PulmonaryFunctionMeasure SubClassOf RemissionFrequency,  False.
MolecularMeasure and PopulationVariation SubClassOf ErythromycinClearanceMeasure,  False.
ChildDepressionScore and DrugEfficacyMeasure SubClassOf ModerateReductionInHamiltonDepressionScore,  False.
AsthmaFrequency and HighReductionInChildDepressionScore SubClassOf NeoplasmFrequency,  False.
HigherDiseaseSusceptibiltyOdds and QualityOfLife SubClassOf Race,  False.
BiophysicalMeasure and BodyMassIndexMeasure SubClassOf SatietyFrequency,  False.
BodyMassIndexDifference and RemissionMeasure SubClassOf SatietyMeasure,  False.
ChildDepressionScore and HighReductionInHamiltonDepressionScore SubClassOf BodyMassIndexIncrease,  False.
ASAAMeasure and Gender SubClassOf MontgomeryAsbergDepressionRating,  False.
ERVisitFrequency and GeneExpression SubClassOf GeneExpressionMeasure,  True,
ERVisitFrequency and GeneExpression SubClassOf ChildDepressionScore,  False.
ERVisitFrequency and GeneExpression SubClassOf RemissionFrequency,  False.
ERVisitFrequency and GeneExpression SubClassOf SatietyFrequency,  False.
ERVisitFrequency and GeneExpression SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
ERVisitFrequency and GeneExpression SubClassOf ASAAConcentrationIncrease,  False.
ERVisitFrequency and GeneExpression SubClassOf ForcedExperiatoryVolume,  False\n
ERVisitFrequency and GeneExpression SubClassOf DailyBloodPressure,  False.
ERVisitFrequency and GeneExpression SubClassOf HighRemission,  False.
ERVisitFrequency and GeneExpression SubClassOf WeigthDifference,  False.
ERVisitFrequency and GeneExpression SubClassOf GeneExpressionDifference,  False.
ERVisitFrequency and GeneExpression SubClassOf ExerciseResponse,  False.
ERVisitFrequency and GeneExpression SubClassOf NeoplasmFrequency,  False.
ERVisitFrequency and GeneExpression SubClassOf GenotypeMeasure,  False.
ERVisitFrequency and GeneExpression SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
ERVisitFrequency and GeneExpression SubClassOf QualityOfLife,  False.
ERVisitFrequency and GeneExpression SubClassOf AirwayResponsivenessUsingMethacholine,  False.
ERVisitFrequency and GeneExpression SubClassOf HighReductionInHamiltonAnxietyScore,  False.
ERVisitFrequency and GeneExpression SubClassOf ModerateHamiltonDepressionScore,  False.
ERVisitFrequency and GeneExpression SubClassOf LowReductionInChildDepressionScore,  False.
ERVisitFrequency and GeneExpression SubClassOf BodyMassIndexDifference,  False.
ERVisitFrequency and GeneExpression SubClassOf HighHamiltonDepressionScore,  False.
ERVisitFrequency and GeneExpression SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
ERVisitFrequency and GeneExpression SubClassOf ForcedVitalCapacity,  False\n
ERVisitFrequency and GeneExpression SubClassOf HamiltonDepressionMeasure,  False.
ERVisitFrequency and GeneExpression SubClassOf PlasmaDrugConcentration,  False.
ERVisitFrequency and GeneExpression SubClassOf ElectrocardiogramQTInterval,  False.
ERVisitFrequency and GeneExpression SubClassOf PharmacokineticMeasure,  False.
ERVisitFrequency and GeneExpression SubClassOf LowMontgomeryAsbergDepressionRating,  False.
ERVisitFrequency and GeneExpression SubClassOf RemissionMeasure,  False.
ERVisitFrequency and GeneExpression SubClassOf BiologicalMeasure,  True\n
GeneExpression SubClassOf BiologicalMeasure and TaxonomicMeasure,  False.
GeneExpression SubClassOf BiologicalMeasure and NormalGeneExpression,  False:
GeneExpression SubClassOf BiologicalMeasure and BiophysicalMeasure,  True.
GeneExpression SubClassOf BiologicalMeasure and BiophysicalMeasure and MolecularMeasure and TaxonomicMeasure,  False.
GeneExpression SubClassOf BiologicalMeasure and BiophysicalMeasure and MolecularMeasure and NormalGeneExpression,  False.
LowHamiltonDepressionScore and LowReductionInChildDepressionScore SubClassOf Satiety,  False.
DiseaseFrequency and PharmacodynamicMeasure SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
CoagulationProfile and LowReductionInHamiltonDepressionScore SubClassOf SatietyDifference,  False.
BiologicalMeasure and HighDrugEfficacy SubClassOf Race,  False.
GenotypeMeasure and SideEffectFrequency SubClassOf TissueMeasure,  False.
AirwayResponsivenessUsingMethacholine and HighMontgomeryAsbergDepressionRating SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
HamiltonAnxietyScore and ZeroRemission SubClassOf CellCount,  False.
ClinicalOutcomeMeasure and CoagulationProfile SubClassOf PathogenCount,  False.
MyocardialInfarctionFrequency and PharmacokineticMeasure SubClassOf NeoplasmFrequency,  False.
HighDrugEfficacy and PulmonaryFunctionMeasure SubClassOf SatietyMeasure,  False.
NormalGeneExpression and SatietyDifference SubClassOf MontgomeryAsbergDepressionRating,  False.
AsthmaFrequency and SatietyFrequency SubClassOf RemissionMeasure,  False.
ASAAMeasure and DailyBloodPressure SubClassOf HamiltonAnxietyScore,  False.
SideEffectRate and WeigthGain SubClassOf ZeroDrugEfficacy,  False.
DrugClearance and HighMontgomeryAsbergDepressionRating SubClassOf LowerDiseaseSusceptibilityOdds,  False.
ForcedVitalCapacity and LowDrugEfficacy SubClassOf IncreasedGeneExpression,  False.
PharmacodynamicMeasure and RemissionMeasure SubClassOf BodyMassIndex,  False.
RemissionOddsRatio and SatietyDecrease SubClassOf DiseaseSusceptibilityOdds,  False.
BiologicalMeasure and SideEffectFrequency SubClassOf ASAAConcentrationIncrease,  False.
BodyMassIndexIncrease and EventFreeSurvivalTime SubClassOf HighReductionInHamiltonAnxietyScore,  False.
CellCount and HighMontgomeryAsbergDepressionRating SubClassOf WeightLoss,  False.
ASAAConcentration and LowDrugEfficacy SubClassOf LowReductionInHamiltonAnxietyScore,  False.
IncreasedGeneExpression and SideEffectRate SubClassOf BloodPressure,  False.
DrugClearance and MolecularMeasure SubClassOf HighReductionInHamiltonAnxietyScore,  False.
HamiltonDepressionMeasure and RemissionMeasure SubClassOf WeightLoss,  False.
HighReductionInHamiltonDepressionScore and Satiety SubClassOf ExerciseResponse,  False\n
LowReductionInMontgomeryAsbergDepressionRating and ModerateRemission SubClassOf BodyMassIndex,  False.
BiophysicalMeasure and RemissionOddsRatio SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
HigherDiseaseSusceptibiltyOdds and MontgomeryAsbergDepressionRatingDifference SubClassOf ASAAConcentrationIncrease,  False.
ASAAMeasure and EventFreeSurvivalTime SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
BodyMassIndexDecrease and SimilarDiseaseSusceptibilityOdds SubClassOf SatietyDifference,  False.
HamiltonDepressionScoreDifference and HighReductionInHamiltonDepressionScore SubClassOf LowReductionInHamiltonAnxietyScore,  False.
PulmonaryFunctionMeasure and SatietyFrequency SubClassOf TissueMeasure,  False.
ForcedExperiatoryVolume and HighRemission SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
BodyMassIndexIncrease and RemissionMeasure SubClassOf DecreasedGeneExpression,  False.
BiologicalMeasure and HighRemissionOddsRatio SubClassOf ErythromycinClearanceMeasure,  False.
HighReductionInChildDepressionScore and PharmacokineticMeasure SubClassOf WeigthGain,  False.
HamiltonAnxietyScore and LowReductionInHamiltonAnxietyScore SubClassOf Gender,  False.
BodyMassIndexMeasure and PopulationVariation SubClassOf SideEffectRate,  False.
GeneExpressionMeasure and ModerateReductionInChildDepressionScore SubClassOf ASAAConcentrationDecrease,  False.
BodyMassIndexDifference and SatietyFrequency SubClassOf _24HourBloodPressure,  False.
ClinicalOutcomeMeasure and HighDrugEfficacy SubClassOf ModerateRemission,  False.
Gender and WeightLoss SubClassOf ForcedVitalCapacity,  False.
ModerateReductionInChildDepressionScore and PathogenCount SubClassOf AnxietyMeasure,  False.
ForcedVitalCapacity and LowMontgomeryAsbergDepressionRating SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
LowReductionInMontgomeryAsbergDepressionRating and ModerateReductionInChildDepressionScore SubClassOf SatietyDecrease,  False.
BodyMassIndex and MolecularMeasure SubClassOf ChildDepressionScoreDifference,  False.
BloodSerumProteinCount and MolecularMeasure SubClassOf DiseaseSusceptibilityOdds,  False.
AsthmaFrequency and LowerDiseaseSusceptibilityOdds SubClassOf LowMontgomeryAsbergDepressionRating,  False.
HigherDiseaseSusceptibiltyOdds and SideEffectFrequency SubClassOf HamiltonAnxietyScore,  False.
ASAAConcentrationDecrease and SatietyDecrease SubClassOf BodyMassIndexMeasure,  False.
AnxietyMeasure and Satiety SubClassOf _24HourBloodPressure,  False.
CellCount and TissueMeasure SubClassOf ModerateRemission,  False.
DrugEfficacy and QualityOfLife SubClassOf HamiltonAnxietyScore,  False.
PharmacokineticMeasure and ZeroRemission SubClassOf AnxietyMeasure,  False.
CellCount and ModerateReductionInChildDepressionScore SubClassOf ExerciseResponse,  False.
ASAAConcentrationDecrease and HighReductionInHamiltonDepressionScore SubClassOf BodyMassIndex,  False.
RemissionOddsRatio and SideEffectRate SubClassOf DiseaseSusceptibilityOdds,  False.
GeneExpressionDifference and WeigthDifference SubClassOf BloodPressure,  False.
BodyMassIndexMeasure and PathogenCount SubClassOf HighReductionInHamiltonAnxietyScore,  False.
BoneMineralDensity and LipidProfile SubClassOf WeightLoss,  False.
EventFreeSurvivalTime and PharmacodynamicMeasure SubClassOf SideEffectFrequency,  False.
LowReductionInHamiltonDepressionScore and MontgomeryAsbergDepressionMeasure SubClassOf NeoplasmFrequency,  False.
ChildDepressionScore and ElectrocardiogramQTInterval SubClassOf RemissionFrequency,  False.
BloodSerumProteinCount and SimilarDiseaseSusceptibilityOdds SubClassOf CellCount,  False.
LowReductionInChildDepressionScore and MontgomeryAsbergDepressionRating SubClassOf ReninAngiotensinSystemMeasure,  False.
BiophysicalMeasure and ChildDepressionScoreDifference SubClassOf BodyMassIndexDifference,  False.
ExerciseResponse and MontgomeryAsbergDepressionRating SubClassOf ASAAConcentrationDecrease,  False.
BoneMineralDensity and NormalGeneExpression SubClassOf ForcedVitalCapacity,  False.
ChildDepressionMeasure and Race SubClassOf PharmacokineticMeasure,  False.
GenotypeMeasure and ZeroRemission SubClassOf WeigthGain,  False.
NeoplasmFrequency and QualityOfLife SubClassOf Gender,  False.
DiseaseFrequency and HigherDiseaseSusceptibiltyOdds SubClassOf SatietyMeasure,  False.
AirwayResponsivenessUsingMethacholine and BloodSerumProteinCount SubClassOf WeigthGain,  False.
GeneExpressionMeasure and PharmacodynamicMeasure SubClassOf BodyMassIndexDifference,  False.
ModerateReductionInHamiltonDepressionScore and _24HourBloodPressure SubClassOf ASAAConcentrationDecrease,  False.
ASAAConcentrationIncrease and HighReductionInChildDepressionScore SubClassOf _24HourBloodPressure,  False.
HighHamiltonDepressionScore and NormalGeneExpression SubClassOf ModerateRemission,  False.
HamiltonDepressionScore and MontgomeryAsbergDepressionMeasure SubClassOf ForcedVitalCapacity,  False.
IncreasedGeneExpression and MetabolicMeasure SubClassOf PulmonaryFunctionMeasure,  False.
NeoplasmFrequency and PlasmaDrugConcentration SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
HighReductionInHamiltonAnxietyScore and SimilarRemissionOddsRatio SubClassOf BodyMassIndexMeasure,  False.
HamiltonDepressionMeasure and MontgomeryAsbergDepressionRating SubClassOf LowerDiseaseSusceptibilityOdds,  False.
GeneExpressionDifference and NeoplasmFrequency SubClassOf LowReductionInHamiltonAnxietyScore,  False.
HamiltonAnxietyScoreDifference and MolecularMeasure SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
CognitiveMeasure and LipidProfile SubClassOf DecreasedGeneExpression,  False.
HighReductionInMontgomeryAsbergDepressionRating and MontgomeryAsbergDepressionRatingDifference SubClassOf ErythromycinClearanceMeasure,  False.
BodyMassIndexDifference and HomocysteineLevel SubClassOf BloodSerumProteinCount,  False.
BodyMassIndexMeasure and HamiltonDepressionMeasure SubClassOf GeneExpressionMeasure,  False.
DiseaseFrequency and WeightMeasure SubClassOf TissueMeasure,  False.
HamiltonAnxietyScoreDifference and HighReductionInMontgomeryAsbergDepressionRating SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
BodyMassIndexIncrease and HomocysteineLevel SubClassOf CellCount,  False.
BiologicalMeasure and DiseaseSusceptibilityOdds SubClassOf ReninAngiotensinSystemMeasure,  False.
HighReductionInHamiltonDepressionScore and MyocardialInfarctionFrequency SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
GeneExpression and GenotypeMeasure SubClassOf MontgomeryAsbergDepressionMeasure,  False.
ElectrocardiogramQTInterval and ModerateReductionInChildDepressionScore SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
ChildDepressionScoreDifference and ModerateReductionInMontgomeryAsbergDepressionRating SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
LipidProfile and PathogenCount SubClassOf DecreasedGeneExpression,  False.
GeneExpressionDifference and QualityOfLife SubClassOf HamiltonDepressionScore,  False.
BoneMineralDensity and HomocysteineLevel SubClassOf SideEffectFrequency,  False.
ASAAConcentrationDifference and GenotypeMeasure SubClassOf Race,  False.
CellCount and Dose SubClassOf ModerateHamiltonDepressionScore,  False.
ChildDepressionMeasure and SatietyDifference SubClassOf NeoplasmFrequency,  False.
CognitiveMeasure and Satiety SubClassOf PathogenCount,  False.
ForcedExperiatoryVolume and MontgomeryAsbergDepressionRating SubClassOf LowerDiseaseSusceptibilityOdds,  False.
MetabolicMeasure and ModerateHamiltonDepressionScore SubClassOf AnxietyMeasure,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf SatietyDecrease,  False.
BodyMassIndex and Race SubClassOf HamiltonAnxietyScoreDifference,  False.
AnxietyMeasure and Dose SubClassOf LowMontgomeryAsbergDepressionRating,  False.
DrugEfficacy and NeoplasmFrequency SubClassOf IncreasedGeneExpression,  False.
LowHamiltonDepressionScore and LowReductionInChildDepressionScore SubClassOf BodyMassIndex,  False.
MyocardialInfarctionFrequency and SatietyDecrease SubClassOf EventFreeSurvivalTime,  False.
ChildDepressionMeasure and LowerDiseaseSusceptibilityOdds SubClassOf RemissionOddsRatio,  False.
ExerciseResponse and SideEffectRate SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
DrugEfficacy and WeigthGain SubClassOf ASAAConcentrationIncrease,  False.
DoseFrequency and NeoplasmFrequency SubClassOf HamiltonAnxietyScoreDifference,  False.
DailyBloodPressure and DiseaseSusceptibilityOdds SubClassOf ClinicalOutcomeMeasure,  False.
ModerateHamiltonDepressionScore and TaxonomicMeasure SubClassOf HighReductionInHamiltonAnxietyScore,  False.
MetabolicMeasure and _24HourBloodPressure SubClassOf PlasmaDrugConcentration,  False.
DrugClearance and QualityOfLife SubClassOf LowReductionInHamiltonAnxietyScore,  False.
DrugEfficacyMeasure and PopulationVariation SubClassOf RemissionOddsRatio,  False.
AnxietyMeasure and WeigthDifference SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
LowReductionInMontgomeryAsbergDepressionRating and _24HourBloodPressure SubClassOf GeneExpressionMeasure,  False.
ChildDepressionScore and NormalGeneExpression SubClassOf DecreasedGeneExpression,  False.
HamiltonDepressionScore and LowHamiltonDepressionScore SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
DrugEfficacyMeasure and HighHamiltonDepressionScore SubClassOf DrugClearance,  False.
DepressionMeasure and GeneExpressionDifference SubClassOf DoseFrequency,  False.
BloodPressure and ChildDepressionScoreDifference SubClassOf ModerateReductionInChildDepressionScore,  False.
DecreasedGeneExpression and DiseaseSusceptibilityOdds SubClassOf HighRemissionOddsRatio,  False.
HamiltonDepressionScore and NeoplasmFrequency SubClassOf ForcedVitalCapacity,  False.
BoneMineralDensity and ExerciseResponse SubClassOf WeigthGain,  False.
BodyMassIndexIncrease and RemissionOddsRatio SubClassOf DrugEfficacy,  False.
ChildDepressionScoreDifference and LipidProfile SubClassOf SatietyDecrease,  False.
BodyMassIndexMeasure and SimilarDiseaseSusceptibilityOdds SubClassOf ModerateRemission,  False.
GeneExpressionDifference and _24HourBloodPressure SubClassOf LowerDiseaseSusceptibilityOdds,  False.
HamiltonAnxietyScoreDifference and ModerateMontgomeryAsbergDepressionRating SubClassOf AnxietyMeasure,  True for
BloodPressure and HamiltonDepressionScoreDifference SubClassOf DiseaseFrequency,  False.
ERVisitFrequency and TaxonomicMeasure SubClassOf ModerateRemission,  False.
Dose and HighReductionInChildDepressionScore SubClassOf HighRemissionOddsRatio,  False.
ModerateReductionInMontgomeryAsbergDepressionRating and WeigthGain SubClassOf ForcedVitalCapacity,  False.
ExerciseResponse and LowReductionInHamiltonAnxietyScore SubClassOf LowerDiseaseSusceptibilityOdds,  False.
CellCount and RemissionFrequency SubClassOf AnxietyMeasure,  True.
CellCount and RemissionFrequency SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
CellCount and RemissionFrequency SubClassOf ASAAConcentrationIncrease,  False.
CellCount and RemissionFrequency SubClassOf ForcedExperiatoryVolume,  False.
CellCount and RemissionFrequency SubClassOf DailyBloodPressure,  False.
CellCount and RemissionFrequency SubClassOf WeigthDifference,  False.
CellCount and RemissionFrequency SubClassOf NeoplasmFrequency,  True.
ForcedExperiatoryVolume and IncreasedGeneExpression SubClassOf HamiltonAnxietyScoreDifference,  False.
ModerateHamiltonDepressionScore and SimilarDiseaseSusceptibilityOdds SubClassOf LowMontgomeryAsbergDepressionRating,  False.
CognitiveMeasure and HamiltonDepressionScore SubClassOf ZeroDrugEfficacy,  False.
BodyMassIndex and DiseaseFrequency SubClassOf HighReductionInHamiltonAnxietyScore,  False.
LowReductionInHamiltonAnxietyScore and ModerateMontgomeryAsbergDepressionRating SubClassOf PlasmaDrugConcentration,  False.
ERVisitFrequency and SideEffectMeasure SubClassOf MetabolicMeasure,  False.
PlasmaDrugConcentration and SimilarRemissionOddsRatio SubClassOf Race,  False.
ChildDepressionMeasure and SimilarRemissionOddsRatio SubClassOf TissueMeasure,  False.
HamiltonDepressionMeasure and LowRemission SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
HighHamiltonDepressionScore and ReninAngiotensinSystemMeasure SubClassOf CellCount,  False.
HighReductionInChildDepressionScore and LipidProfile SubClassOf PathogenCount,  False.
HamiltonDepressionMeasure and RemissionFrequency SubClassOf ModerateReductionInChildDepressionScore,  False.
ASAAConcentrationDifference and IncreasedGeneExpression SubClassOf HighHamiltonDepressionScore,  False.
ModerateReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf RemissionMeasure,  True.
ModerateReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf ChildDepressionScore,  False.
ModerateReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf MolecularMeasure,  False.
ModerateReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf RemissionFrequency,  True.
ModerateReductionInMontgomeryAsbergDepressionRating SubClassOf RemissionFrequency,  False.
Race and SatietyDifference SubClassOf WeigthGain,  False.
ErythromycinClearanceMeasure and HighReductionInHamiltonAnxietyScore SubClassOf SideEffectRate,  False.
HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf DoseFrequency,  False.
Gender and SideEffectMeasure SubClassOf MontgomeryAsbergDepressionRating,  False.
BodyMassIndexDecrease and HighReductionInChildDepressionScore SubClassOf CellCount,  False.
ChildDepressionScore and DoseFrequency SubClassOf PathogenCount,  False.
BodyMassIndex and WeightMeasure SubClassOf ASAAConcentrationDecrease,  False.
BodyMassIndexDifference and ModerateReductionInHamiltonAnxietyScore SubClassOf ModerateReductionInChildDepressionScore,  False.
DoseFrequency and ModerateReductionInHamiltonDepressionScore SubClassOf HighRemissionOddsRatio,  False.
LowDrugEfficacy and ReninAngiotensinSystemMeasure SubClassOf WeigthGain,  False.
LowMontgomeryAsbergDepressionRating and RemissionFrequency SubClassOf _24HourBloodPressure,  False.
LowerDiseaseSusceptibilityOdds and ModerateReductionInHamiltonAnxietyScore SubClassOf ModerateRemission,  True\n
LowerDiseaseSusceptibilityOdds and ModerateReductionInHamiltonAnxietyScore SubClassOf RemissionFrequency,  True\n
DoseFrequency and LowReductionInChildDepressionScore SubClassOf BloodPressure,  False.
ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
DepressionMeasure and MontgomeryAsbergDepressionMeasure SubClassOf ASAAConcentrationIncrease,  False.
ASAAConcentrationDifference and ModerateHamiltonDepressionScore SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
Gender and HighDrugEfficacy SubClassOf LowReductionInHamiltonAnxietyScore,  False.
EventFreeSurvivalTime and PopulationVariation SubClassOf TissueMeasure,  False.
AsthmaFrequency and MontgomeryAsbergDepressionMeasure SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
DailyBloodPressure and MontgomeryAsbergDepressionRatingDifference SubClassOf GeneExpressionMeasure,  False.
CoagulationProfile and SideEffectMeasure SubClassOf Satiety,  False.
BodyMassIndexMeasure and Gender SubClassOf HamiltonDepressionScore,  False.
ASAAConcentrationDifference and DrugEfficacyMeasure SubClassOf NeoplasmFrequency,  False.
QualityOfLife and ReninAngiotensinSystemMeasure SubClassOf Race,  False.
ERVisitFrequency and GeneExpressionMeasure SubClassOf GeneExpression,  False.
AnxietyMeasure and HighReductionInChildDepressionScore SubClassOf HighMontgomeryAsbergDepressionRating,  False.
ForcedExperiatoryVolume and TissueMeasure SubClassOf HighReductionInHamiltonDepressionScore,  False.
BodyMassIndexMeasure and HamiltonDepressionScoreDifference SubClassOf PlasmaDrugConcentration,  False.
DepressionMeasure and SideEffectRate SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
BodyMassIndex and LowReductionInHamiltonAnxietyScore SubClassOf RemissionOddsRatio,  False.
DrugEfficacy and PathogenCount SubClassOf DecreasedGeneExpression,  False.
ClinicalOutcomeMeasure and CognitiveMeasure SubClassOf LowReductionInHamiltonDepressionScore,  False.
ForcedExperiatoryVolume and ModerateReductionInChildDepressionScore SubClassOf DrugClearance,  False.
AnxietyMeasure and LowMontgomeryAsbergDepressionRating SubClassOf Satiety,  False.
BodyMassIndex and SideEffectFrequency SubClassOf ForcedExperiatoryVolume,  False.
LowReductionInHamiltonDepressionScore and PlasmaDrugConcentration SubClassOf ERVisitFrequency,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf MontgomeryAsbergDepressionRatingDifference,  True.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf ForcedExperiatoryVolume,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf DailyBloodPressure,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf WeigthDifference,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf AirwayResponsivenessUsingMethacholine,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf HighReductionInHamiltonAnxietyScore,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf ModerateHamiltonDepressionScore,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf BodyMassIndexDifference,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf ForcedVitalCapacity,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf CellCount,  False.
HamiltonDepressionMeasure and LowDrugEfficacy SubClassOf ASAAConcentrationDifference,  False.
HamiltonDepressionMeasure SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
DiseaseFrequency and IncreasedGeneExpression SubClassOf DrugEfficacy,  False.
HighMontgomeryAsbergDepressionRating and HighReductionInChildDepressionScore SubClassOf QualityOfLife,  False.
LowReductionInChildDepressionScore and Race SubClassOf PharmacokineticMeasure,  False.
